wage,gender,age,city,institution,interest
11240,1,20,1,1,0
12245,1,22,1,31,0
4272,2,19,1,11,1
6215,1,25,2,26,1
7371,2,18,2,28,1
9306,2,23,4,2,1
10442,1,26,3,9,1
3383,1,23,8,26,0
4965,2,18,4,25,1
10035,2,20,5,9,0
3173,2,23,5,2,0
14768,1,18,3,11,1
13124,2,23,5,17,0
4418,2,25,5,28,1
13746,1,25,8,23,1
9851,2,22,7,37,0
8313,2,18,3,20,0
8965,1,20,6,29,1
12580,2,19,7,23,1
12000,2,21,7,14,1
8412,1,26,5,12,0
14861,1,22,8,14,0
4338,1,23,7,15,1
4768,1,21,5,11,0
10607,1,22,7,31,0
7802,1,25,7,26,1
10579,1,22,7,16,1
6792,1,18,1,17,0
5669,1,25,2,19,1
7704,1,24,4,15,0
7050,1,18,1,23,1
3087,1,23,2,38,0
8981,1,18,1,35,0
12679,2,22,1,20,0
11034,2,25,8,38,1
4702,1,25,6,24,0
13406,1,19,7,12,1
13645,2,22,6,7,0
14142,1,22,6,3,0
7217,2,18,6,22,0
10627,1,24,7,8,1
14715,2,25,6,9,1
13235,2,21,7,12,0
11692,1,26,3,26,0
3196,2,22,4,33,0
7807,1,24,6,40,1
14330,2,26,4,25,0
12265,1,18,8,17,0
10518,2,21,7,33,1
11043,1,20,5,17,0
6633,2,19,5,31,0
6159,2,24,7,35,1
8154,1,25,8,31,0
4542,2,22,4,21,1
12468,2,21,3,14,1
3163,1,19,4,13,0
7117,2,18,6,11,0
8536,2,25,6,10,0
14898,2,21,1,13,0
12627,1,19,3,30,0
5935,1,24,3,1,0
13929,1,24,8,16,1
12940,2,21,1,36,0
13851,1,21,6,24,0
8365,1,23,3,14,1
3824,1,22,5,13,1
7351,2,21,5,36,1
12760,2,24,2,32,1
10237,1,18,3,7,0
6419,2,24,5,28,1
9379,2,24,1,10,1
6326,2,26,3,8,1
14098,1,21,7,4,1
5880,1,24,5,17,0
7442,1,25,4,17,0
4866,2,24,6,37,1
4467,1,18,2,37,1
5061,1,24,4,40,0
12714,2,23,1,36,1
6407,2,26,6,2,0
11025,1,22,8,33,1
8218,2,21,7,5,1
5059,2,26,2,6,0
13078,1,18,2,11,1
13689,1,20,6,32,1
11096,1,26,6,4,0
14275,1,24,4,12,1
4022,1,24,5,19,1
3208,2,20,4,24,0
8173,2,24,6,17,0
10126,2,21,4,1,1
9357,2,25,8,20,0
4987,1,19,3,19,1
5058,1,24,8,11,0
14109,1,25,5,23,0
11608,1,26,6,6,1
10218,1,19,5,18,1
8285,2,19,2,30,1
5744,1,19,8,35,0
4318,1,24,6,29,0
14977,2,26,5,19,0
3059,1,20,7,6,1
12601,2,18,2,12,1
5466,1,19,7,24,0
10887,2,23,4,6,0
11519,1,21,7,20,1
10795,1,20,5,19,1
12681,1,26,1,36,0
5351,1,25,4,35,1
12770,1,18,1,3,0
11072,2,26,5,32,1
6265,2,26,1,39,1
4917,1,20,3,5,0
9684,1,24,6,33,0
4812,2,26,5,39,1
9033,2,26,4,21,1
6174,2,20,1,8,0
10485,1,18,8,40,0
10333,2,25,2,40,0
14528,2,26,1,37,0
12027,2,21,4,27,1
7623,1,20,2,26,0
6729,1,25,4,30,0
10669,2,23,5,33,0
6954,2,18,1,2,0
5970,1,19,2,30,0
9702,2,19,7,4,1
11271,2,18,8,14,0
6081,1,26,5,27,1
9824,1,21,5,18,1
3395,1,23,4,30,0
3038,2,20,2,38,1
4244,2,20,8,37,0
6718,2,18,4,25,0
4444,1,23,8,31,0
9480,1,20,1,31,0
13348,2,22,4,12,0
3610,1,18,6,18,0
3383,2,18,2,38,1
9489,1,18,7,21,0
8377,1,22,1,33,1
9583,2,24,3,16,1
3484,2,23,7,33,0
10517,2,20,1,28,1
5462,1,19,6,20,1
14899,1,24,4,39,1
8932,2,26,1,28,1
8673,2,26,3,9,1
3363,1,18,5,27,1
9528,2,19,5,34,0
13957,1,26,1,10,1
7311,2,22,7,21,0
6246,2,23,4,17,1
3559,2,26,8,9,1
6399,1,18,6,21,1
13806,2,24,4,21,0
10517,2,25,6,32,0
14955,2,24,2,10,0
6253,1,25,7,6,0
5748,2,25,4,2,0
8904,1,23,4,11,1
8267,2,22,2,35,0
10584,1,24,4,29,1
12817,1,25,8,35,1
5807,2,18,2,13,1
12220,2,24,7,3,0
14748,1,19,1,22,1
9935,1,20,2,27,1
8612,1,18,1,33,1
4627,1,20,3,27,0
10060,2,20,5,15,0
9864,1,26,5,12,0
11160,1,19,7,22,0
13336,1,23,4,20,1
5702,1,19,7,6,1
12523,2,22,7,7,0
4858,1,26,1,14,0
4002,2,20,6,30,1
8651,2,26,5,36,0
6333,1,18,1,14,1
9448,2,23,7,30,0
4089,1,22,8,2,1
4880,2,23,1,27,0
12864,1,21,5,9,1
10345,1,24,1,26,1
11732,2,26,4,1,1
14213,1,26,5,20,1
3066,2,25,1,16,0
9444,1,25,6,29,0
7251,2,22,3,9,0
3489,2,23,4,15,1
4816,2,19,7,22,1
6327,1,24,3,5,0
11165,1,19,6,35,0
10142,2,26,3,34,1
12921,1,18,2,12,1
11388,2,20,1,4,0
9865,1,21,2,31,0
11304,2,26,1,32,1
14618,1,19,2,18,0
13297,2,25,5,35,1
10935,1,22,2,21,1
9129,2,18,7,33,1
5802,1,18,2,25,1
11774,1,20,4,13,0
10494,2,23,8,23,0
6069,2,26,2,7,1
5522,1,21,8,39,1
7250,1,21,5,28,1
4679,1,22,5,2,0
9824,2,20,4,24,1
7695,1,24,7,24,0
10488,2,23,7,36,1
11779,2,24,3,16,1
4719,1,20,7,18,1
10677,2,21,5,32,1
6004,1,20,6,8,0
12944,2,20,5,37,1
5114,2,20,6,7,1
3674,1,22,7,38,0
13881,2,24,7,9,0
3341,1,18,2,29,0
12314,2,26,7,33,1
7313,2,18,2,39,0
6749,1,26,2,31,0
14212,2,22,1,11,1
6670,1,19,5,13,0
11837,2,25,4,14,1
14369,1,21,2,2,1
9490,1,18,8,11,1
14909,1,24,4,25,1
5746,2,20,5,12,1
8247,1,26,6,28,0
10723,1,20,4,33,0
12131,2,24,3,4,1
4145,2,21,3,4,0
13312,1,21,3,35,0
11983,1,18,5,10,1
3487,1,24,5,10,1
6065,2,24,6,21,0
9529,2,20,4,37,0
14265,2,24,6,27,1
12949,1,24,7,35,0
4938,1,20,3,26,0
4192,1,26,4,22,1
6350,2,26,8,12,1
14947,2,18,3,33,0
9655,2,21,8,7,0
5087,1,26,6,23,0
6429,1,26,1,12,0
10400,2,18,5,40,0
4419,2,24,8,30,0
7992,2,19,7,31,1
3761,1,26,4,35,1
12052,1,19,5,38,1
13682,2,22,8,40,0
13345,1,20,3,23,0
4611,2,23,7,8,0
7726,1,24,1,25,1
9292,1,22,2,25,1
14137,2,25,2,29,0
7202,2,22,8,14,1
13348,1,21,7,33,0
5308,2,18,2,9,1
4650,2,25,2,13,1
10922,1,18,2,30,0
7386,2,21,5,6,1
9044,2,20,4,10,0
12299,1,23,8,30,0
11465,2,22,7,40,1
14830,2,22,2,27,1
9035,1,20,3,30,1
6663,2,22,3,39,0
6890,1,19,6,21,0
8018,2,24,2,3,0
12293,1,25,2,15,0
7141,2,23,4,6,0
9722,2,19,3,4,0
14335,1,26,8,35,0
10047,1,24,1,19,1
5757,2,23,3,38,1
8467,2,21,3,3,1
11514,1,22,2,32,1
8264,2,24,5,38,1
4717,1,22,1,34,1
13420,1,22,8,12,1
12974,2,25,2,17,0
12299,1,23,3,5,1
13081,2,22,8,20,0
3435,2,26,5,36,0
6733,1,24,7,7,0
4392,1,22,5,14,0
12539,1,24,1,37,1
12307,2,23,3,8,1
11548,2,23,5,36,0
13994,1,24,7,3,0
14299,2,19,3,12,0
6408,1,21,4,14,0
13216,2,21,6,29,1
4478,2,21,2,16,0
9674,2,18,8,40,1
14939,1,18,8,31,1
10725,1,18,1,20,0
6048,2,20,5,36,0
11976,1,26,4,8,1
13027,1,22,8,13,1
13431,2,21,5,16,1
12012,1,25,3,28,0
5149,1,18,6,33,1
9758,1,22,5,24,1
12309,2,23,3,3,0
6554,1,23,2,32,1
7662,1,20,2,17,1
4622,1,24,8,4,0
10984,1,26,4,36,0
8114,2,21,7,20,1
3390,2,22,6,9,0
7187,2,24,7,38,1
13159,2,25,8,7,0
11256,1,24,1,9,0
11735,2,22,7,30,1
6493,2,20,8,22,0
8546,2,23,3,26,0
7766,1,23,3,2,0
7235,2,22,8,23,0
3120,2,21,7,5,1
3322,2,21,4,17,0
13065,1,26,6,17,1
13045,1,21,5,31,1
6271,1,23,4,19,1
8060,2,18,7,35,0
4658,1,25,1,16,0
10297,2,24,3,19,1
12383,2,25,8,3,0
7309,1,24,5,21,0
8442,2,23,1,14,0
14522,2,21,4,12,0
9466,2,20,7,11,1
13213,1,22,7,18,1
9493,2,24,5,38,0
8076,1,19,2,4,1
13478,2,20,3,18,1
6635,2,18,7,16,0
13788,1,26,3,39,1
3853,2,23,3,17,1
9571,1,24,7,12,1
7133,2,19,7,13,0
8926,2,24,8,13,1
13598,1,18,3,15,0
3204,1,23,7,23,1
6522,2,20,5,14,1
5345,2,25,4,8,1
10840,1,26,5,5,1
5091,2,18,7,16,1
6882,1,18,8,18,1
10219,2,26,3,34,0
3170,2,20,8,20,1
10307,1,26,8,9,0
4790,2,18,6,36,0
9595,2,26,3,40,0
7094,1,20,7,40,0
6198,1,21,4,27,0
9139,2,22,2,28,0
5620,1,22,3,19,0
6623,2,21,1,33,0
9075,2,18,3,6,0
12232,2,19,5,34,1
11165,1,22,8,5,0
5079,1,21,7,14,1
13489,1,20,1,37,1
6300,2,20,2,38,1
14081,1,26,4,14,0
13127,1,20,3,9,1
6140,1,22,1,23,0
7760,2,22,3,10,0
8651,2,23,3,4,1
7194,2,25,6,23,0
10905,1,23,6,32,1
6373,2,22,6,14,1
5886,1,20,6,14,0
10047,2,21,7,5,0
9492,2,19,2,21,0
11335,2,20,8,29,0
13511,2,22,8,23,1
8730,2,25,6,3,1
6099,2,20,3,37,1
5291,2,26,3,21,1
8839,1,20,6,5,1
11971,2,25,8,3,0
7711,1,25,3,11,0
14062,1,24,2,40,1
9176,2,19,8,32,1
4525,2,23,4,21,1
14817,2,25,3,32,0
8888,2,20,7,1,1
9458,1,20,2,32,0
11073,1,26,8,12,0
7264,2,18,5,7,1
3575,2,24,3,9,1
11523,1,19,2,17,0
13185,1,19,4,16,0
12660,1,19,7,26,0
12491,1,18,1,18,0
10001,2,18,1,18,1
7176,1,20,6,4,0
12526,1,20,8,38,1
9074,2,25,2,39,1
11772,2,26,6,13,1
8659,1,25,2,15,0
13379,2,19,1,29,1
3646,2,24,5,3,1
5694,2,26,8,6,0
8660,2,26,6,3,1
7109,1,21,2,10,1
9767,1,23,1,11,1
5361,2,23,8,2,1
4482,2,26,7,28,1
8967,1,25,8,14,1
8122,2,25,7,32,1
12476,1,23,7,4,0
5774,1,20,2,9,0
11501,1,23,6,22,1
7196,2,21,8,24,1
10861,1,20,7,25,0
6669,2,20,6,26,0
9505,1,20,3,17,0
13425,2,19,4,32,0
8856,1,23,4,23,1
5459,2,20,8,16,1
7197,1,22,8,17,0
3789,1,26,8,6,0
4086,2,20,6,31,1
14436,1,19,2,14,1
8756,2,20,4,23,0
12225,1,18,5,40,0
8824,2,20,3,20,0
8555,2,18,2,3,1
4375,1,25,3,11,1
12918,2,18,1,31,1
11885,2,22,5,29,1
8927,2,19,8,33,0
10672,2,24,7,12,0
11135,2,21,5,36,1
3109,2,21,3,33,1
5639,2,21,3,34,1
9145,2,19,8,28,0
14229,1,20,6,10,0
3909,1,24,1,39,1
14959,1,20,7,13,1
11247,2,24,3,25,1
14759,1,24,3,25,0
10608,2,18,6,10,0
4878,1,22,7,29,0
3080,1,23,6,31,1
9802,1,19,8,30,1
5166,1,18,5,6,1
10961,1,18,2,36,1
10324,2,26,4,35,0
6190,2,18,3,3,0
13781,1,25,5,38,1
14813,1,24,8,39,0
8457,2,19,6,31,0
6246,2,25,2,9,1
5544,1,19,3,18,0
14924,2,23,2,36,1
6611,2,20,5,40,0
13245,2,22,7,13,1
9400,1,19,3,26,1
13506,1,24,1,2,1
13502,2,22,4,28,1
13944,2,18,4,17,1
3974,1,24,1,8,0
5030,2,23,1,19,1
11661,1,24,7,17,1
10177,2,21,2,17,1
13513,1,25,3,12,0
10197,2,22,1,40,1
13158,1,23,2,31,1
8617,1,19,4,37,0
12097,2,24,6,3,1
7256,2,23,8,25,1
11098,2,18,8,37,1
4939,1,18,1,37,1
14570,2,25,6,21,1
14197,2,19,1,22,0
3604,2,19,2,15,0
14162,2,18,8,11,1
9338,1,23,3,17,1
4335,1,25,3,24,0
7555,2,21,6,29,1
11739,2,21,3,39,0
5926,2,18,1,12,1
11747,2,26,6,26,0
14248,2,21,7,21,0
14115,2,18,3,15,1
3634,1,20,8,6,0
12297,1,20,6,26,1
8373,1,24,6,14,1
3007,2,24,2,1,1
13288,1,23,8,10,0
10804,1,22,7,2,0
9612,2,26,5,29,1
14903,1,19,7,11,0
3396,1,25,8,22,0
11315,2,25,5,22,1
14058,2,21,7,25,1
4850,2,19,6,37,1
10201,1,20,1,19,1
10475,1,22,2,38,0
8385,1,25,4,33,0
9247,1,23,8,29,0
11256,1,21,6,39,1
12382,2,25,8,19,0
4165,2,26,3,19,0
14186,1,19,3,33,0
10772,2,21,7,32,1
8997,2,22,5,16,1
14038,2,25,7,10,1
9026,1,23,4,39,1
7204,2,19,1,13,1
5342,2,20,4,23,0
5374,1,22,4,30,1
5619,2,25,3,33,1
10477,2,24,6,4,1
7910,2,19,1,36,0
5223,2,22,7,6,1
11885,1,24,5,19,1
7320,1,23,2,6,0
6670,1,23,6,36,1
10416,2,24,8,33,0
7421,1,18,4,37,0
10149,1,24,7,7,1
6700,2,22,1,18,0
3644,1,18,2,1,0
10644,1,23,8,11,1
11400,2,25,2,19,0
3373,1,23,7,7,1
11438,1,24,7,11,0
12315,1,21,5,19,1
3372,1,18,6,32,0
10868,1,22,5,7,1
10674,1,19,2,12,0
10109,1,26,3,11,1
8091,1,20,7,10,0
6005,1,24,6,35,0
5093,1,23,7,11,0
5332,1,21,8,30,0
4014,2,21,7,23,0
14957,2,26,2,23,1
8655,1,21,3,2,1
4211,1,18,2,24,0
9755,1,18,7,30,1
5597,2,18,7,28,0
12247,1,22,8,7,1
5943,1,23,1,16,0
8492,1,25,5,2,0
9892,2,26,2,17,1
6757,2,24,8,34,1
4547,2,26,7,3,0
10202,2,22,3,21,1
9854,2,21,3,12,0
8904,1,20,1,5,1
14257,2,22,3,8,0
11589,2,18,6,15,0
11078,1,20,4,25,1
9134,1,26,6,37,0
13142,2,23,2,26,0
3425,1,19,2,32,0
10129,2,22,1,28,1
6774,2,24,4,34,0
3020,1,19,2,14,0
11560,2,24,7,1,1
6914,1,22,8,37,1
9359,1,21,5,33,0
11089,2,26,1,3,0
3094,2,23,4,19,0
5768,1,20,4,25,0
11164,2,23,1,24,1
4284,1,25,4,26,0
3279,2,19,6,31,1
13761,1,18,4,20,1
9353,1,19,1,29,1
12338,1,22,6,30,0
9937,2,22,6,8,0
12469,2,18,7,27,1
5122,2,26,1,3,1
3187,2,25,7,25,1
5071,2,25,1,38,0
6578,2,19,6,27,0
9165,1,20,7,26,1
13868,1,19,1,12,0
13781,2,19,8,32,1
9343,1,21,5,15,0
9466,2,25,7,6,1
13929,1,18,7,26,0
11035,1,18,6,27,0
13180,1,25,8,37,1
10659,1,23,5,26,0
10629,1,26,2,16,0
11723,2,25,5,5,1
3376,1,19,6,6,0
10302,2,19,8,32,1
7513,1,21,7,2,0
12098,1,23,1,35,1
4251,1,19,4,29,1
12767,2,26,5,28,1
6568,1,24,3,1,1
9176,1,22,3,12,0
7144,2,22,8,32,0
3990,2,25,5,39,0
14646,2,19,2,2,1
5571,1,23,2,2,0
12088,2,21,7,26,1
10512,1,20,4,13,1
12725,1,22,4,40,1
8947,2,24,7,32,1
7863,2,19,3,4,0
14278,2,22,5,4,0
7136,2,21,1,19,0
7223,1,25,3,4,1
9055,1,21,5,10,0
10359,1,22,1,5,0
6963,2,21,3,21,1
13924,1,26,6,23,0
5108,1,25,4,1,0
6462,1,22,4,10,0
12059,1,25,1,26,0
14958,2,23,7,27,0
5787,1,19,4,39,1
9357,1,26,6,29,0
13242,2,21,3,31,0
11129,2,24,6,38,0
6490,2,23,1,37,1
10023,2,20,7,21,0
6146,2,21,4,5,0
4931,1,19,4,8,0
8799,2,20,6,30,1
6675,1,18,6,25,0
6614,2,21,6,19,1
12379,2,23,8,9,0
7169,2,20,3,20,1
11501,2,22,3,4,0
10362,2,23,1,11,1
12460,2,21,1,17,0
13598,1,18,1,24,0
3746,2,22,2,12,1
12089,2,26,7,34,0
8375,1,18,8,15,0
7924,1,26,2,7,0
13392,2,26,2,29,1
9692,2,18,4,19,1
6036,1,22,3,34,0
7051,2,20,2,8,0
6999,2,18,8,3,0
13822,2,26,8,4,0
11075,2,24,1,16,1
8274,1,20,5,10,1
14582,1,22,6,35,1
8082,2,18,8,26,0
3498,2,21,2,25,1
7531,1,21,3,8,0
13014,1,19,6,39,0
13390,2,23,5,37,1
9738,2,21,1,28,0
3785,1,26,8,1,1
12845,2,22,5,28,1
8812,2,23,2,6,1
11834,2,21,6,31,1
6545,1,21,8,37,1
5971,1,26,4,1,1
9821,2,19,2,3,1
6846,2,19,1,32,1
14379,1,19,3,11,1
14924,2,23,5,13,0
14286,2,24,4,40,0
3666,2,19,2,9,0
13218,1,26,7,27,0
10054,2,25,7,2,0
10904,1,22,8,8,0
11638,2,22,6,25,0
10649,2,25,2,8,0
10654,1,24,3,31,1
5129,2,20,5,20,0
9158,2,25,3,2,1
13519,1,23,6,18,0
10937,2,23,8,22,0
13520,1,26,6,28,1
10850,1,21,4,23,1
12037,1,22,7,27,0
12735,1,25,7,33,1
12282,2,21,4,33,0
8034,1,25,6,40,1
8996,1,24,6,37,0
7820,1,23,8,8,0
4133,2,25,8,14,0
12242,1,18,7,10,1
11105,2,26,8,7,0
10584,1,23,8,27,1
5904,1,18,1,33,0
13000,2,22,3,3,1
10709,1,20,7,29,1
6090,1,19,6,39,1
5933,2,19,7,30,0
8748,1,22,2,24,0
6024,1,19,7,29,1
9302,1,24,8,34,0
3717,1,20,6,4,1
12175,2,22,8,21,0
12710,1,19,8,31,1
9671,1,21,8,35,0
14454,1,21,7,4,0
13904,2,22,5,13,1
11325,1,22,6,12,0
8722,2,26,1,2,0
4947,1,24,5,5,1
10748,1,25,4,38,0
11577,1,26,4,29,0
7658,1,18,1,17,0
10692,1,24,6,35,0
4565,2,18,4,8,1
11219,2,23,3,13,0
12126,1,19,4,32,1
3341,1,25,7,11,0
12396,2,25,2,32,1
11060,2,24,2,5,0
9137,2,23,1,5,1
5510,1,25,4,5,0
7541,2,24,5,25,0
3335,2,25,7,10,1
11553,1,24,1,18,1
13140,1,22,8,4,1
9005,2,19,6,25,0
5845,2,18,8,2,1
6624,1,24,8,4,1
7056,2,24,6,40,1
11262,1,24,5,16,1
7929,1,20,4,31,1
7620,2,21,6,27,0
5402,2,19,6,21,1
12540,2,19,1,12,0
7671,1,24,3,13,0
14684,1,26,2,32,1
4938,2,26,4,13,0
10224,1,26,1,39,0
5068,1,23,5,23,0
6261,1,18,8,29,0
13590,1,24,5,18,0
11866,2,24,4,26,0
13457,2,26,3,37,0
5165,1,23,2,1,0
3504,2,23,2,19,1
9650,1,22,1,2,0
11420,2,22,3,37,1
14768,1,21,6,39,0
6079,2,19,8,24,1
14656,1,24,7,4,1
4314,1,25,6,25,0
13635,2,25,7,23,1
9024,2,23,3,18,0
7088,1,20,7,2,1
11003,1,22,4,31,1
9394,2,19,1,25,0
9141,1,25,4,17,1
13482,1,21,6,12,1
12892,1,25,2,10,1
9077,2,21,3,17,1
6811,2,20,7,13,1
11788,1,22,1,2,1
10534,1,25,3,31,1
6133,1,21,7,16,0
11153,2,22,4,36,1
14241,1,23,8,25,0
10152,1,23,3,20,1
4226,2,24,1,3,1
7713,1,18,7,28,0
4572,1,19,4,4,1
12892,1,19,2,23,1
11524,1,21,8,38,0
12208,1,24,8,14,0
11799,2,21,7,17,0
10766,2,18,7,22,1
13130,1,24,1,4,0
5536,1,22,3,2,1
8434,2,22,6,28,1
5752,2,22,6,25,1
4679,2,21,1,24,1
3913,2,22,8,11,1
5418,1,23,5,28,0
14551,1,25,3,11,0
13924,1,26,6,19,1
13786,1,20,4,27,0
9896,2,24,6,15,0
10949,1,26,1,19,0
10136,1,19,6,23,1
5009,1,23,4,18,0
5399,1,21,5,40,0
14635,1,23,6,38,0
6892,1,24,4,12,1
10848,2,22,6,7,0
3370,2,20,5,23,1
6850,1,22,7,9,0
14189,1,25,4,5,1
6866,1,22,4,30,1
8646,1,18,5,35,0
8888,1,24,5,37,1
9301,1,26,1,40,1
11833,2,25,7,22,1
8030,1,20,3,20,1
11429,1,25,2,6,1
10305,2,26,8,40,1
14947,1,24,5,20,1
10911,1,24,3,35,1
7780,2,18,8,18,0
9731,2,20,1,37,0
3515,2,18,3,8,0
7399,2,25,4,26,1
5402,1,19,8,11,1
4733,2,24,8,25,0
14610,2,21,6,36,0
11312,2,20,4,27,0
7108,1,19,8,26,0
5513,2,24,5,8,1
5627,1,22,3,37,1
5810,2,26,8,10,1
9655,2,26,7,27,1
11137,2,18,8,4,0
12347,1,19,8,3,1
13513,2,22,3,9,0
13022,1,26,3,40,1
14197,1,19,5,35,1
14641,1,21,5,11,0
7307,2,19,8,4,1
4947,1,20,8,33,1
6187,1,20,1,15,0
14310,1,24,2,16,1
8491,2,22,6,40,0
7305,1,22,7,40,1
9728,1,18,2,34,1
11052,2,21,7,30,1
14776,1,26,7,29,1
10056,1,25,1,35,0
3296,2,22,2,27,0
6790,1,21,7,38,0
14203,2,21,3,24,0
6395,2,25,5,18,1
13058,1,19,7,6,0
12450,1,25,8,33,0
7954,1,21,3,15,0
14570,2,22,6,20,0
9694,1,20,6,26,0
6983,1,26,4,32,0
14926,2,19,6,36,0
14441,1,26,5,11,1
12316,2,25,2,30,0
9730,2,22,4,16,1
3293,1,23,4,16,1
4921,1,21,2,31,1
4110,1,19,7,32,1
5424,2,18,6,10,0
8979,1,21,8,5,1
12744,2,19,5,23,1
14767,2,25,3,4,1
7048,1,21,6,12,1
7205,1,22,3,6,1
12153,1,25,6,29,1
12420,2,26,1,36,1
3700,2,18,7,10,1
7318,1,20,8,13,1
10219,2,26,8,28,1
3330,1,25,5,21,1
4181,1,23,6,6,0
9493,1,26,8,40,1
4258,2,23,7,10,1
9197,2,25,5,10,1
13090,1,25,6,9,1
8159,1,18,7,24,0
8999,2,18,8,22,0
9893,2,24,2,15,0
8648,1,26,1,24,1
11225,2,18,5,25,0
10167,2,21,6,26,1
9540,2,18,4,38,0
12238,2,20,5,33,0
3118,1,20,2,16,1
14336,2,18,7,26,0
10939,2,19,6,14,0
13488,1,22,3,21,0
11322,1,20,7,3,1
12869,2,23,5,28,1
6522,1,19,3,39,0
9789,1,23,5,27,0
3825,1,18,6,39,0
9601,1,23,4,27,1
14235,2,20,1,28,0
5046,2,23,1,12,1
10723,1,18,4,33,1
5111,1,20,3,31,0
13616,2,19,8,27,0
3989,1,20,3,21,0
5876,1,22,7,38,1
5855,2,25,7,25,1
13535,2,22,1,19,1
7680,1,20,7,33,0
12533,2,24,3,12,0
13143,1,23,8,36,0
14323,1,20,6,24,1
5212,2,24,2,16,0
9140,1,23,2,1,1
14173,2,19,3,17,1
6066,1,19,1,3,1
5955,2,18,8,4,1
7718,1,18,8,23,0
14338,1,21,2,9,1
8825,2,22,7,26,0
9334,1,18,7,26,0
3536,1,24,3,5,1
6413,2,26,5,18,1
13598,2,18,3,15,1
11342,2,20,6,8,0
9568,1,23,5,4,1
4334,2,26,5,39,0
14739,1,25,8,32,0
5856,1,23,2,36,1
11139,2,21,2,1,0
11952,2,25,7,20,1
9933,1,24,7,27,0
3860,2,25,1,12,1
6464,2,22,7,4,0
8575,2,19,4,36,0
12572,1,23,7,31,0
6694,1,21,7,33,1
4171,2,20,5,37,0
9574,2,18,7,13,0
5772,1,26,7,29,0
8623,2,21,8,30,0
13931,2,26,7,8,1
14750,2,22,1,6,0
9623,1,18,6,16,0
6595,1,24,1,4,1
4912,1,20,1,29,1
13995,1,20,5,6,0
10757,2,21,4,6,0
11982,2,18,5,23,0
3119,1,23,3,1,0
10270,1,21,5,30,1
7100,1,22,3,10,0
4202,1,24,5,19,0
9154,1,22,6,24,1
4186,2,20,5,29,0
11790,2,25,5,12,1
11253,2,18,3,15,0
11601,2,22,4,32,0
4810,2,25,1,19,0
12380,1,22,6,24,1
7491,2,24,7,30,0
14218,2,18,7,1,0
5650,2,18,3,23,0
9289,2,22,8,15,0
5760,2,21,4,11,0
5474,1,22,1,23,1
5596,2,25,8,28,1
14496,2,26,5,27,0
11634,2,26,1,7,0
4357,2,18,8,6,0
13824,2,19,3,5,1
14985,2,20,3,30,1
6062,2,23,5,14,0
14741,2,25,1,3,1
10007,1,25,8,39,1
5066,2,25,8,6,0
14689,2,18,4,3,0
11486,2,22,2,13,1
10385,2,26,4,4,1
4933,1,22,3,7,0
6140,2,21,6,11,1
14673,1,20,6,31,0
14225,1,18,3,25,0
4474,1,18,5,8,1
11284,2,23,8,7,1
7417,1,26,8,19,0
8248,2,21,3,32,1
11232,2,21,4,29,0
5085,1,22,2,23,1
12350,1,24,5,35,1
9667,2,22,2,33,0
7179,2,26,2,31,0
12277,1,21,6,40,0
4104,1,22,3,16,1
12253,2,25,2,22,1
10071,1,19,8,25,0
12906,2,24,6,6,1
3895,1,21,4,5,1
4687,2,24,7,22,1
11101,2,20,3,2,0
12506,2,23,2,11,0
3390,2,26,7,36,0
14688,2,25,7,25,0
12057,1,18,6,12,0
11811,2,20,8,20,1
7338,2,19,4,8,1
11122,2,24,1,14,1
13234,2,25,1,25,0
7406,1,19,7,7,0
6221,2,19,3,19,0
4680,2,19,5,34,0
12174,2,18,7,5,1
8861,1,25,3,28,0
9643,1,26,5,23,1
11986,1,18,6,30,1
13534,2,26,5,4,0
12670,1,24,3,14,1
13337,1,18,2,8,0
5235,2,20,6,35,1
11124,2,24,2,31,1
10960,1,22,4,32,0
7559,2,21,7,12,1
12218,2,18,3,12,0
3651,1,22,4,37,0
10234,1,22,7,17,1
9169,1,21,6,33,1
13379,1,26,2,16,1
3544,2,18,6,17,1
8448,2,21,1,27,1
7445,1,21,7,28,0
7917,2,20,4,24,1
6371,2,21,5,8,0
5701,2,20,8,16,0
11911,2,25,5,35,0
13661,1,23,8,25,1
6692,2,26,7,40,1
3859,1,20,6,29,1
13365,1,25,7,38,1
13180,2,23,1,39,1
12850,2,25,8,34,0
11328,1,24,4,23,1
4195,1,26,7,10,1
14756,2,18,2,3,1
6393,1,26,5,8,1
14824,1,20,1,27,1
9763,2,24,5,34,1
14617,2,24,4,32,1
9788,2,21,2,9,1
11521,2,22,2,28,1
7211,1,20,7,40,0
6596,2,20,4,36,0
8318,2,23,5,9,0
6847,1,26,6,21,0
6810,1,19,4,26,0
12297,1,19,6,29,0
6688,1,20,8,15,1
11800,1,22,4,13,1
6048,2,19,6,7,0
8998,1,23,8,5,1
5597,1,20,1,30,0
3385,2,23,7,13,1
8190,2,24,7,38,0
7006,2,18,1,28,1
6946,1,23,2,6,0
10793,1,23,6,24,1
8278,2,25,4,24,0
10504,1,19,2,34,0
5387,1,20,6,22,0
10389,2,26,8,3,1
3944,1,23,7,10,1
4459,1,22,7,16,1
14790,1,18,2,14,0
11424,1,18,8,40,0
4119,1,19,7,39,0
9784,2,18,1,26,0
5628,2,19,7,1,0
10437,2,22,8,31,0
3402,1,26,6,8,1
9405,2,20,7,30,1
10569,2,26,5,1,0
10318,1,21,6,32,0
