Gender,Age,City,Tuition,Signup,Grades,ParentWage,CanAfford
2,20,1,30000,3000,2,13508,1
1,22,2,30000,3000,1,10179,1
2,23,1,30000,3000,3,10801,1
1,18,1,30000,3000,3,9114,1
2,19,4,30000,3000,1,12981,1
2,25,6,30000,3000,1,11950,1
1,25,3,30000,3000,4,7181,0
1,24,4,30000,3000,2,10852,1
1,22,6,30000,3000,2,13562,1
2,18,4,30000,3000,3,3350,0
2,19,5,30000,3000,2,4388,0
1,20,8,30000,3000,4,5685,0
1,25,4,30000,3000,1,4888,0
1,22,7,30000,3000,3,5843,0
2,18,4,30000,3000,4,6068,0
1,21,6,30000,3000,3,7390,0
1,23,1,30000,3000,1,10163,1
1,21,1,30000,3000,4,13753,1
2,21,2,30000,3000,1,12719,1
1,25,7,30000,3000,3,6633,0
1,23,1,30000,3000,4,6603,0
2,24,6,30000,3000,1,8922,1
2,22,7,30000,3000,4,8389,1
2,20,4,30000,3000,4,3590,0
2,19,1,30000,3000,1,13591,1
2,24,4,30000,3000,2,13997,1
2,19,7,30000,3000,3,5634,0
2,19,1,30000,3000,4,4064,0
2,22,6,30000,3000,3,6182,0
1,22,5,30000,3000,2,5308,0
1,24,6,30000,3000,4,8749,1
1,24,6,30000,3000,4,5770,0
2,25,6,30000,3000,4,3931,0
1,22,7,30000,3000,1,10825,1
1,18,3,30000,3000,3,9533,1
2,25,7,30000,3000,3,8599,1
2,18,1,30000,3000,1,11716,1
1,21,5,30000,3000,1,5949,0
2,22,2,30000,3000,4,13418,1
1,22,5,30000,3000,3,10650,1
1,19,7,30000,3000,1,12826,1
1,18,6,30000,3000,2,12333,1
2,21,8,30000,3000,4,6987,0
1,23,1,30000,3000,4,5395,0
1,23,7,30000,3000,3,7810,0
2,21,2,30000,3000,3,4761,0
1,19,7,30000,3000,3,7788,0
1,22,5,30000,3000,1,11863,1
2,20,3,30000,3000,1,13556,1
1,19,2,30000,3000,4,6243,0
1,25,5,30000,3000,2,13781,1
2,20,1,30000,3000,1,8518,1
2,20,2,30000,3000,4,6642,0
1,23,4,30000,3000,4,13197,1
2,22,5,30000,3000,1,13467,1
1,22,6,30000,3000,4,7841,0
1,24,1,30000,3000,2,7915,0
1,19,7,30000,3000,2,11766,1
2,18,4,30000,3000,1,4378,0
1,24,5,30000,3000,4,13801,1
2,20,4,30000,3000,4,12655,1
1,20,4,30000,3000,1,10906,1
2,21,8,30000,3000,3,8931,1
1,20,8,30000,3000,3,9967,1
1,22,8,30000,3000,2,9593,1
2,23,7,30000,3000,3,11213,1
2,21,1,30000,3000,2,5749,0
2,22,3,30000,3000,2,10647,1
2,18,5,30000,3000,2,12775,1
2,21,2,30000,3000,2,3021,0
2,24,7,30000,3000,4,3651,0
2,20,5,30000,3000,1,4367,0
2,25,8,30000,3000,2,13999,1
1,21,2,30000,3000,4,10046,1
2,22,6,30000,3000,4,8042,0
1,22,7,30000,3000,2,13223,1
1,19,6,30000,3000,1,10110,1
1,24,4,30000,3000,2,5388,0
2,23,8,30000,3000,4,11898,1
2,19,3,30000,3000,4,9771,1
1,23,4,30000,3000,3,7174,0
2,25,7,30000,3000,3,11453,1
2,24,2,30000,3000,1,8507,1
1,20,3,30000,3000,1,10543,1
1,19,7,30000,3000,2,11233,1
2,25,5,30000,3000,1,10343,1
2,20,4,30000,3000,2,5353,0
1,22,7,30000,3000,1,3922,0
2,23,5,30000,3000,2,6561,0
1,21,2,30000,3000,3,13426,1
1,19,7,30000,3000,3,13357,1
1,19,1,30000,3000,4,3677,0
1,24,6,30000,3000,2,6733,0
2,24,2,30000,3000,3,7147,0
2,25,6,30000,3000,1,7469,0
2,19,6,30000,3000,2,9220,1
2,18,5,30000,3000,4,12021,1
1,18,8,30000,3000,1,10755,1
1,23,4,30000,3000,4,7546,0
1,25,4,30000,3000,2,13253,1
2,20,2,30000,3000,4,9366,1
2,22,4,30000,3000,1,4180,0
2,24,2,30000,3000,2,4459,0
2,23,8,30000,3000,4,7188,0
2,22,6,30000,3000,4,13838,1
2,21,8,30000,3000,2,3403,0
1,23,4,30000,3000,2,5360,0
1,24,5,30000,3000,3,10114,1
1,24,1,30000,3000,4,8215,0
1,24,1,30000,3000,3,7235,0
1,24,8,30000,3000,2,10230,1
1,18,4,30000,3000,4,3422,0
1,19,3,30000,3000,1,5130,0
1,20,7,30000,3000,4,10727,1
1,18,2,30000,3000,2,8836,1
1,23,1,30000,3000,2,7981,0
2,18,1,30000,3000,1,12600,1
2,20,7,30000,3000,3,4812,0
1,25,4,30000,3000,3,8752,1
2,20,7,30000,3000,4,12535,1
1,20,3,30000,3000,1,3538,0
2,22,8,30000,3000,1,10237,1
2,22,8,30000,3000,4,9013,1
2,19,2,30000,3000,4,9353,1
2,24,4,30000,3000,3,8570,1
1,24,8,30000,3000,4,9951,1
1,18,1,30000,3000,4,5233,0
1,20,6,30000,3000,3,5664,0
1,19,6,30000,3000,2,9097,1
2,18,3,30000,3000,3,3002,0
1,19,3,30000,3000,4,8814,1
1,18,5,30000,3000,4,13279,1
2,22,2,30000,3000,1,8611,1
1,24,8,30000,3000,1,3481,0
1,25,7,30000,3000,4,10157,1
2,23,1,30000,3000,3,4607,0
2,24,7,30000,3000,4,11329,1
1,19,6,30000,3000,3,11747,1
1,21,3,30000,3000,3,9518,1
1,22,2,30000,3000,4,12391,1
1,18,4,30000,3000,1,4504,0
1,25,5,30000,3000,4,12328,1
2,24,6,30000,3000,3,5415,0
1,21,1,30000,3000,4,13067,1
1,21,3,30000,3000,4,6905,0
2,20,3,30000,3000,1,8725,1
2,18,1,30000,3000,1,3911,0
2,22,4,30000,3000,1,4949,0
2,22,6,30000,3000,1,5664,0
1,23,1,30000,3000,2,4826,0
1,25,4,30000,3000,1,10740,1
2,23,1,30000,3000,3,12143,1
1,21,3,30000,3000,3,6185,0
2,23,3,30000,3000,2,11495,1
2,22,6,30000,3000,2,10711,1
2,18,4,30000,3000,1,8109,0
1,22,2,30000,3000,4,4646,0
2,19,4,30000,3000,1,10505,1
1,21,3,30000,3000,2,9086,1
1,18,8,30000,3000,3,6346,0
2,19,3,30000,3000,4,6369,0
2,23,2,30000,3000,4,9021,1
1,18,7,30000,3000,1,9181,1
1,24,1,30000,3000,1,11799,1
2,22,8,30000,3000,2,7399,0
2,20,3,30000,3000,4,3928,0
1,20,2,30000,3000,2,11266,1
2,19,5,30000,3000,4,9790,1
2,21,5,30000,3000,2,10315,1
2,19,3,30000,3000,1,3540,0
1,18,7,30000,3000,3,6057,0
2,24,6,30000,3000,2,8617,1
1,20,8,30000,3000,1,11309,1
2,22,5,30000,3000,4,10092,1
2,22,5,30000,3000,2,3753,0
2,24,7,30000,3000,1,3876,0
2,21,6,30000,3000,1,5304,0
1,24,2,30000,3000,3,8644,1
2,22,2,30000,3000,4,5127,0
1,23,2,30000,3000,3,12126,1
2,20,3,30000,3000,3,13036,1
2,20,3,30000,3000,1,5767,0
1,20,1,30000,3000,2,11103,1
2,19,6,30000,3000,4,10076,1
2,25,7,30000,3000,4,10602,1
1,22,6,30000,3000,1,7949,0
1,22,7,30000,3000,1,5976,0
2,23,4,30000,3000,1,9692,1
2,18,4,30000,3000,1,6229,0
1,19,4,30000,3000,1,7826,0
1,24,3,30000,3000,2,3639,0
1,18,7,30000,3000,1,13499,1
1,24,7,30000,3000,1,4868,0
1,20,6,30000,3000,4,10475,1
2,22,7,30000,3000,3,11519,1
1,20,3,30000,3000,1,12119,1
2,24,7,30000,3000,2,9263,1
1,24,3,30000,3000,1,3745,0
1,20,7,30000,3000,4,8054,0
2,23,4,30000,3000,1,13378,1
1,19,2,30000,3000,1,7082,0
2,18,4,30000,3000,3,5011,0
2,25,4,30000,3000,2,8787,1
1,22,7,30000,3000,4,3606,0
2,20,7,30000,3000,2,8521,1
1,18,1,30000,3000,3,5595,0
1,18,3,30000,3000,1,5026,0
1,20,2,30000,3000,1,13184,1
2,19,8,30000,3000,4,8160,0
1,25,1,30000,3000,2,7693,0
2,25,7,30000,3000,1,11618,1
2,24,8,30000,3000,2,11025,1
2,24,4,30000,3000,1,6281,0
2,20,1,30000,3000,1,8167,0
1,20,6,30000,3000,4,13896,1
2,22,6,30000,3000,1,9226,1
2,24,5,30000,3000,1,4437,0
2,20,5,30000,3000,3,8116,0
1,19,5,30000,3000,1,3789,0
2,21,2,30000,3000,1,3691,0
1,18,7,30000,3000,4,5030,0
1,18,2,30000,3000,1,10414,1
2,18,4,30000,3000,3,4171,0
1,21,4,30000,3000,4,7478,0
2,21,8,30000,3000,2,6629,0
2,23,2,30000,3000,2,4927,0
2,22,1,30000,3000,2,12894,1
1,21,2,30000,3000,2,11127,1
2,23,6,30000,3000,4,8015,0
2,21,2,30000,3000,1,11334,1
2,18,7,30000,3000,3,10607,1
2,24,5,30000,3000,4,3061,0
2,24,6,30000,3000,2,12577,1
2,21,6,30000,3000,1,7201,0
2,19,2,30000,3000,3,13670,1
2,24,1,30000,3000,3,9951,1
1,21,2,30000,3000,2,9921,1
1,19,2,30000,3000,2,6898,0
2,24,3,30000,3000,2,7353,0
1,20,8,30000,3000,4,5333,0
2,21,8,30000,3000,2,9266,1
2,19,4,30000,3000,4,8958,1
2,18,7,30000,3000,1,4209,0
1,19,1,30000,3000,1,11747,1
1,22,6,30000,3000,3,7428,0
1,18,2,30000,3000,3,7228,0
1,19,3,30000,3000,4,4553,0
1,25,2,30000,3000,2,6431,0
2,25,1,30000,3000,4,6181,0
1,20,8,30000,3000,3,10409,1
2,20,3,30000,3000,3,6956,0
1,22,1,30000,3000,4,4480,0
1,24,2,30000,3000,4,6372,0
2,19,5,30000,3000,1,4497,0
1,19,8,30000,3000,4,8836,1
1,19,2,30000,3000,2,3950,0
2,21,2,30000,3000,4,8738,1
2,22,1,30000,3000,3,10405,1
1,25,1,30000,3000,4,6804,0
2,19,6,30000,3000,1,9235,1
1,25,2,30000,3000,1,5293,0
1,18,4,30000,3000,3,9847,1
2,22,5,30000,3000,1,7625,0
2,24,5,30000,3000,2,8266,0
2,18,2,30000,3000,2,10406,1
2,25,1,30000,3000,1,13872,1
1,20,1,30000,3000,2,11481,1
2,20,8,30000,3000,4,5922,0
1,20,7,30000,3000,2,12333,1
1,19,1,30000,3000,3,3839,0
2,19,3,30000,3000,4,9473,1
2,24,5,30000,3000,4,3368,0
2,24,2,30000,3000,4,11251,1
1,19,5,30000,3000,2,4567,0
1,21,4,30000,3000,1,12198,1
1,23,1,30000,3000,3,12300,1
1,24,2,30000,3000,2,6826,0
1,23,4,30000,3000,3,9770,1
2,22,7,30000,3000,2,12852,1
1,18,6,30000,3000,1,8983,1
2,23,4,30000,3000,2,7886,0
1,22,8,30000,3000,2,12708,1
1,21,3,30000,3000,1,7384,0
2,20,5,30000,3000,1,3244,0
2,23,8,30000,3000,2,7978,0
1,22,1,30000,3000,1,11852,1
2,20,6,30000,3000,2,13929,1
2,18,7,30000,3000,2,3220,0
2,21,4,30000,3000,3,8226,0
1,22,8,30000,3000,4,11294,1
2,20,3,30000,3000,4,6061,0
2,22,4,30000,3000,1,10337,1
2,18,6,30000,3000,1,9873,1
2,18,2,30000,3000,3,7826,0
1,18,2,30000,3000,4,12013,1
2,21,5,30000,3000,3,13562,1
1,23,7,30000,3000,2,10979,1
2,21,7,30000,3000,2,10889,1
2,18,7,30000,3000,4,10231,1
2,22,1,30000,3000,4,9181,1
1,25,7,30000,3000,2,5379,0
1,25,1,30000,3000,3,12979,1
1,22,2,30000,3000,4,9266,1
1,25,8,30000,3000,2,5769,0
2,19,1,30000,3000,3,5227,0
1,19,2,30000,3000,2,4857,0
2,21,5,30000,3000,2,5513,0
1,21,7,30000,3000,2,9719,1
2,18,1,30000,3000,1,5664,0
2,18,6,30000,3000,3,9247,1
2,18,8,30000,3000,2,8127,0
1,18,3,30000,3000,2,12567,1
2,22,7,30000,3000,2,8685,1
1,19,3,30000,3000,3,10098,1
1,22,1,30000,3000,1,13786,1
1,20,7,30000,3000,3,11903,1
1,23,5,30000,3000,1,4633,0
2,21,1,30000,3000,1,12241,1
2,23,7,30000,3000,3,9677,1
1,19,6,30000,3000,2,9167,1
2,18,5,30000,3000,4,5566,0
1,24,2,30000,3000,2,11748,1
1,23,6,30000,3000,1,13156,1
1,22,2,30000,3000,4,11114,1
2,22,8,30000,3000,4,13095,1
1,22,7,30000,3000,3,4934,0
2,21,3,30000,3000,3,13065,1
1,22,1,30000,3000,3,13741,1
2,22,6,30000,3000,3,9469,1
2,19,1,30000,3000,2,11184,1
2,21,3,30000,3000,2,3912,0
1,19,6,30000,3000,3,5614,0
1,22,7,30000,3000,2,9702,1
2,25,8,30000,3000,4,10255,1
1,22,2,30000,3000,2,4670,0
2,19,2,30000,3000,3,7668,0
2,21,3,30000,3000,2,11575,1
1,18,7,30000,3000,2,10958,1
1,22,3,30000,3000,2,6779,0
2,19,5,30000,3000,3,12217,1
2,18,7,30000,3000,3,5772,0
1,23,7,30000,3000,4,10873,1
2,25,8,30000,3000,1,13739,1
1,21,2,30000,3000,3,3313,0
2,19,6,30000,3000,1,5444,0
1,22,4,30000,3000,1,4872,0
1,19,6,30000,3000,2,3786,0
1,24,3,30000,3000,3,4497,0
2,19,8,30000,3000,3,3270,0
2,21,4,30000,3000,4,4979,0
2,24,2,30000,3000,2,3627,0
1,20,2,30000,3000,1,11432,1
1,21,5,30000,3000,4,11945,1
1,24,3,30000,3000,2,9550,1
2,25,4,30000,3000,4,13031,1
2,23,4,30000,3000,2,9328,1
1,18,2,30000,3000,3,9784,1
1,19,2,30000,3000,1,9463,1
2,24,8,30000,3000,3,5235,0
2,21,6,30000,3000,1,5547,0
2,20,7,30000,3000,4,3739,0
1,22,7,30000,3000,2,10704,1
1,22,8,30000,3000,2,12568,1
1,20,1,30000,3000,2,3201,0
1,19,8,30000,3000,4,3530,0
2,25,8,30000,3000,2,10985,1
1,20,6,30000,3000,2,9596,1
2,18,7,30000,3000,3,8984,1
1,19,4,30000,3000,3,13107,1
2,19,3,30000,3000,3,3541,0
2,21,6,30000,3000,3,12694,1
1,23,3,30000,3000,2,12017,1
2,18,4,30000,3000,3,6591,0
2,18,8,30000,3000,3,7145,0
1,18,1,30000,3000,3,3540,0
2,20,5,30000,3000,2,10945,1
1,18,1,30000,3000,2,13766,1
2,21,5,30000,3000,1,5103,0
1,18,3,30000,3000,4,13177,1
1,21,3,30000,3000,1,6190,0
2,23,1,30000,3000,3,10579,1
2,25,8,30000,3000,1,8085,0
1,18,4,30000,3000,2,13929,1
1,20,8,30000,3000,1,11155,1
1,19,1,30000,3000,1,6380,0
1,18,7,30000,3000,1,12524,1
2,20,3,30000,3000,2,10253,1
2,20,7,30000,3000,2,11584,1
1,22,4,30000,3000,2,9166,1
1,21,7,30000,3000,3,7962,0
1,21,4,30000,3000,3,13187,1
1,18,6,30000,3000,4,6117,0
1,20,3,30000,3000,2,9998,1
2,25,3,30000,3000,2,10203,1
1,25,5,30000,3000,3,4495,0
1,20,7,30000,3000,4,9104,1
1,22,2,30000,3000,3,6420,0
2,23,3,30000,3000,4,5949,0
1,20,4,30000,3000,3,8084,0
2,21,5,30000,3000,3,4690,0
1,20,3,30000,3000,4,5996,0
2,24,4,30000,3000,2,9021,1
1,19,6,30000,3000,3,10601,1
1,24,2,30000,3000,4,12562,1
2,21,3,30000,3000,2,5852,0
1,19,2,30000,3000,3,11227,1
1,23,2,30000,3000,3,11691,1
2,24,8,30000,3000,1,12370,1
1,22,1,30000,3000,2,13169,1
1,21,1,30000,3000,3,3695,0
2,24,5,30000,3000,3,9022,1
2,19,2,30000,3000,1,13258,1
1,25,2,30000,3000,2,3685,0
2,20,6,30000,3000,3,7097,0
1,20,2,30000,3000,2,13029,1
1,23,5,30000,3000,2,11982,1
1,18,3,30000,3000,1,3668,0
2,22,2,30000,3000,3,4210,0
2,23,1,30000,3000,1,5032,0
2,21,3,30000,3000,1,4812,0
1,18,2,30000,3000,4,13654,1
2,23,1,30000,3000,2,9800,1
2,25,6,30000,3000,4,3131,0
1,25,6,30000,3000,2,3093,0
2,20,6,30000,3000,3,7981,0
1,21,3,30000,3000,3,11078,1
1,23,2,30000,3000,4,12007,1
2,21,2,30000,3000,3,3385,0
2,19,5,30000,3000,4,3419,0
1,20,8,30000,3000,1,9748,1
2,21,6,30000,3000,2,9124,1
2,23,5,30000,3000,4,5638,0
1,25,1,30000,3000,4,11738,1
1,25,2,30000,3000,4,6031,0
1,18,7,30000,3000,4,8653,1
2,22,5,30000,3000,3,10706,1
1,24,7,30000,3000,3,4305,0
1,25,1,30000,3000,3,4595,0
1,20,3,30000,3000,1,13622,1
1,21,3,30000,3000,1,12979,1
1,24,5,30000,3000,2,8778,1
2,23,7,30000,3000,1,11673,1
1,19,5,30000,3000,1,7316,0
2,18,5,30000,3000,1,5808,0
1,20,3,30000,3000,4,5315,0
2,19,7,30000,3000,3,8292,0
2,19,7,30000,3000,4,5251,0
1,24,1,30000,3000,4,3542,0
1,21,5,30000,3000,3,4451,0
2,22,5,30000,3000,1,4171,0
2,18,1,30000,3000,2,13472,1
1,20,7,30000,3000,1,4795,0
1,21,2,30000,3000,4,6003,0
2,23,6,30000,3000,3,8354,1
2,24,5,30000,3000,4,5002,0
1,23,5,30000,3000,1,3594,0
1,18,1,30000,3000,3,11802,1
1,24,4,30000,3000,1,7447,0
2,19,2,30000,3000,1,8689,1
1,23,2,30000,3000,1,12603,1
1,19,8,30000,3000,1,6456,0
2,19,7,30000,3000,2,5286,0
2,24,5,30000,3000,1,5117,0
2,23,6,30000,3000,3,8631,1
2,22,8,30000,3000,1,6030,0
2,21,7,30000,3000,2,13509,1
1,20,2,30000,3000,4,8572,1
2,23,1,30000,3000,3,3936,0
2,19,2,30000,3000,2,3570,0
2,20,8,30000,3000,2,6489,0
2,25,6,30000,3000,1,4025,0
1,23,1,30000,3000,2,8836,1
1,22,2,30000,3000,3,13624,1
2,22,6,30000,3000,4,10669,1
2,18,4,30000,3000,4,13667,1
2,20,5,30000,3000,4,6957,0
2,24,8,30000,3000,1,3002,0
2,24,8,30000,3000,1,7118,0
2,23,1,30000,3000,2,12145,1
2,25,3,30000,3000,3,6187,0
1,21,7,30000,3000,4,4861,0
2,24,4,30000,3000,4,7593,0
2,19,4,30000,3000,4,5628,0
1,19,6,30000,3000,2,11356,1
2,25,4,30000,3000,3,8595,1
1,19,2,30000,3000,2,5038,0
2,21,3,30000,3000,3,12531,1
1,20,1,30000,3000,1,12526,1
2,25,6,30000,3000,3,7898,0
2,23,2,30000,3000,2,3287,0
2,23,8,30000,3000,3,13585,1
2,24,6,30000,3000,4,6029,0
2,19,1,30000,3000,2,6748,0
2,20,2,30000,3000,2,13421,1
1,23,3,30000,3000,2,9999,1
1,24,1,30000,3000,1,5613,0
2,23,4,30000,3000,3,8471,1
1,23,6,30000,3000,1,7034,0
2,22,8,30000,3000,1,4921,0
1,22,7,30000,3000,2,13113,1
1,19,3,30000,3000,2,10181,1
1,21,8,30000,3000,4,4213,0
1,21,5,30000,3000,3,4896,0
2,20,2,30000,3000,1,4248,0
2,21,3,30000,3000,3,10636,1
1,25,7,30000,3000,2,11083,1
2,19,7,30000,3000,4,12976,1
2,22,6,30000,3000,1,4596,0
1,22,5,30000,3000,1,6723,0
2,25,2,30000,3000,1,3751,0
1,20,4,30000,3000,3,4646,0
1,18,5,30000,3000,3,3254,0
2,23,8,30000,3000,1,9018,1
1,18,6,30000,3000,4,5630,0
2,24,4,30000,3000,2,3162,0
1,19,8,30000,3000,2,9160,1
1,24,7,30000,3000,1,12544,1
1,23,2,30000,3000,4,13233,1
1,18,8,30000,3000,2,9689,1
2,18,4,30000,3000,1,10023,1
2,25,4,30000,3000,2,5373,0
2,25,1,30000,3000,1,5950,0
2,23,8,30000,3000,1,6076,0
2,22,1,30000,3000,2,9335,1
1,22,7,30000,3000,4,9475,1
2,24,4,30000,3000,3,9641,1
2,18,2,30000,3000,1,3227,0
1,21,5,30000,3000,4,5932,0
2,19,8,30000,3000,1,8658,1
1,20,5,30000,3000,2,5529,0
2,24,2,30000,3000,3,11300,1
1,22,7,30000,3000,1,13538,1
1,19,4,30000,3000,2,11266,1
2,24,7,30000,3000,1,6182,0
2,20,4,30000,3000,1,7369,0
2,19,8,30000,3000,3,13883,1
1,25,2,30000,3000,4,7085,0
2,24,1,30000,3000,3,7273,0
1,21,5,30000,3000,4,8779,1
1,20,2,30000,3000,3,12579,1
2,19,1,30000,3000,4,6811,0
2,25,2,30000,3000,1,9728,1
2,23,3,30000,3000,4,10526,1
2,23,7,30000,3000,2,5168,0
1,25,6,30000,3000,2,3725,0
1,22,2,30000,3000,3,4817,0
2,24,4,30000,3000,3,3776,0
2,22,3,30000,3000,3,13630,1
2,24,6,30000,3000,4,13720,1
2,21,6,30000,3000,1,6168,0
1,24,5,30000,3000,1,3430,0
2,21,1,30000,3000,1,12401,1
2,22,2,30000,3000,1,3776,0
2,21,8,30000,3000,1,11763,1
2,25,4,30000,3000,3,11484,1
1,24,4,30000,3000,1,8313,0
1,22,6,30000,3000,1,4562,0
2,19,7,30000,3000,2,9426,1
2,19,5,30000,3000,4,10064,1
2,23,5,30000,3000,4,6776,0
1,25,6,30000,3000,4,4792,0
1,19,3,30000,3000,2,7009,0
1,24,8,30000,3000,1,13972,1
2,23,2,30000,3000,4,4434,0
1,24,5,30000,3000,4,11895,1
1,22,4,30000,3000,4,8215,0
1,18,3,30000,3000,4,9080,1
2,22,1,30000,3000,4,6851,0
1,21,3,30000,3000,2,10342,1
2,23,1,30000,3000,4,8201,0
1,18,4,30000,3000,4,7712,0
2,19,8,30000,3000,3,11303,1
2,24,3,30000,3000,3,10504,1
2,23,1,30000,3000,4,3434,0
1,20,1,30000,3000,3,12616,1
1,24,3,30000,3000,2,9088,1
2,24,1,30000,3000,3,8649,1
2,22,2,30000,3000,4,10463,1
1,18,8,30000,3000,3,10070,1
1,24,2,30000,3000,2,12586,1
2,18,2,30000,3000,1,7750,0
2,23,4,30000,3000,3,13830,1
1,18,3,30000,3000,4,7486,0
2,22,7,30000,3000,3,9025,1
2,22,6,30000,3000,1,10126,1
2,21,1,30000,3000,2,11728,1
1,25,8,30000,3000,1,10790,1
1,21,7,30000,3000,2,7188,0
2,22,1,30000,3000,1,6749,0
1,18,8,30000,3000,4,11823,1
2,18,6,30000,3000,1,7964,0
1,20,5,30000,3000,2,8154,0
1,19,4,30000,3000,3,10282,1
2,25,5,30000,3000,1,6707,0
2,23,4,30000,3000,3,13001,1
2,18,4,30000,3000,4,7639,0
1,22,2,30000,3000,1,13673,1
1,25,7,30000,3000,2,4528,0
1,24,6,30000,3000,1,3172,0
1,18,7,30000,3000,2,5010,0
2,20,7,30000,3000,3,4574,0
2,22,3,30000,3000,4,12349,1
1,18,4,30000,3000,2,7678,0
1,21,8,30000,3000,3,12937,1
1,23,7,30000,3000,2,10505,1
1,23,5,30000,3000,3,7847,0
1,21,4,30000,3000,2,12446,1
2,18,8,30000,3000,4,9893,1
1,19,2,30000,3000,3,12288,1
2,25,2,30000,3000,3,9091,1
2,20,2,30000,3000,4,10606,1
1,20,1,30000,3000,3,11426,1
2,18,7,30000,3000,2,8968,1
1,22,1,30000,3000,1,7669,0
2,18,7,30000,3000,3,12252,1
2,24,6,30000,3000,1,9425,1
1,19,6,30000,3000,1,10035,1
1,18,1,30000,3000,4,7280,0
1,19,3,30000,3000,2,11129,1
2,18,1,30000,3000,2,3719,0
2,21,4,30000,3000,4,3720,0
2,23,5,30000,3000,3,8551,1
1,20,8,30000,3000,1,5799,0
2,23,1,30000,3000,3,13582,1
2,24,8,30000,3000,4,9139,1
1,24,3,30000,3000,3,4169,0
1,20,6,30000,3000,1,3056,0
1,20,2,30000,3000,3,6562,0
2,19,7,30000,3000,2,12601,1
2,21,6,30000,3000,4,4355,0
2,20,3,30000,3000,1,9224,1
2,18,4,30000,3000,4,13390,1
1,21,2,30000,3000,3,6554,0
1,24,3,30000,3000,4,7446,0
1,18,2,30000,3000,3,11599,1
1,25,5,30000,3000,4,12094,1
2,18,7,30000,3000,1,12504,1
1,19,1,30000,3000,4,5847,0
1,24,7,30000,3000,2,7242,0
2,23,4,30000,3000,2,3427,0
1,19,2,30000,3000,3,7608,0
1,23,2,30000,3000,1,13158,1
2,25,5,30000,3000,3,9144,1
2,21,4,30000,3000,4,7788,0
1,21,4,30000,3000,1,12636,1
2,23,2,30000,3000,3,9962,1
1,19,6,30000,3000,1,4385,0
1,25,8,30000,3000,4,10532,1
2,20,4,30000,3000,1,13206,1
2,25,5,30000,3000,2,10640,1
2,21,2,30000,3000,2,12470,1
1,19,6,30000,3000,2,5196,0
1,18,1,30000,3000,1,3880,0
2,25,8,30000,3000,1,7416,0
2,22,1,30000,3000,3,3549,0
2,20,5,30000,3000,2,3189,0
2,24,1,30000,3000,3,11003,1
1,25,6,30000,3000,4,7115,0
2,22,2,30000,3000,1,10930,1
2,24,5,30000,3000,3,3109,0
2,24,7,30000,3000,2,3526,0
2,19,2,30000,3000,2,8766,1
2,24,2,30000,3000,2,7964,0
1,24,8,30000,3000,3,6682,0
1,22,1,30000,3000,1,11544,1
2,25,5,30000,3000,3,9443,1
1,22,7,30000,3000,4,9872,1
1,25,2,30000,3000,1,3932,0
2,19,5,30000,3000,4,8711,1
2,22,5,30000,3000,2,10780,1
1,18,6,30000,3000,4,5257,0
2,20,1,30000,3000,4,10688,1
1,20,3,30000,3000,3,10011,1
2,24,3,30000,3000,3,12464,1
2,23,6,30000,3000,2,13888,1
2,22,5,30000,3000,4,8053,0
2,19,1,30000,3000,1,8120,0
2,21,5,30000,3000,1,7333,0
1,19,4,30000,3000,2,7335,0
2,25,2,30000,3000,2,12018,1
1,22,3,30000,3000,2,8437,1
2,24,3,30000,3000,2,12679,1
1,18,7,30000,3000,2,4817,0
2,22,4,30000,3000,4,9692,1
2,22,4,30000,3000,2,12026,1
2,22,7,30000,3000,3,9549,1
1,24,6,30000,3000,3,9625,1
2,18,5,30000,3000,4,7316,0
2,22,3,30000,3000,2,10938,1
2,25,8,30000,3000,3,8316,0
1,24,3,30000,3000,3,13939,1
1,22,6,30000,3000,2,8220,0
1,23,2,30000,3000,3,5937,0
1,19,4,30000,3000,3,10694,1
1,23,3,30000,3000,1,13703,1
1,18,5,30000,3000,4,10760,1
2,22,8,30000,3000,2,13698,1
1,24,2,30000,3000,4,4859,0
1,21,4,30000,3000,3,3628,0
2,19,7,30000,3000,1,10884,1
1,24,2,30000,3000,3,6573,0
2,23,7,30000,3000,3,8046,0
2,18,8,30000,3000,4,13123,1
1,24,8,30000,3000,1,11505,1
2,22,3,30000,3000,2,6629,0
1,20,2,30000,3000,1,9646,1
2,18,6,30000,3000,3,5772,0
1,25,4,30000,3000,4,6772,0
1,18,1,30000,3000,3,12769,1
2,20,2,30000,3000,4,13584,1
2,25,1,30000,3000,2,13147,1
2,18,7,30000,3000,3,12325,1
2,22,4,30000,3000,1,6165,0
2,18,6,30000,3000,3,13036,1
1,19,1,30000,3000,4,9288,1
1,22,6,30000,3000,3,7440,0
2,21,7,30000,3000,2,5619,0
1,21,6,30000,3000,4,8586,1
2,21,3,30000,3000,1,12658,1
1,18,1,30000,3000,2,9380,1
2,25,3,30000,3000,3,12978,1
1,20,8,30000,3000,2,9180,1
1,23,2,30000,3000,4,4409,0
2,18,3,30000,3000,2,4863,0
1,20,7,30000,3000,3,9736,1
2,21,3,30000,3000,2,6698,0
2,18,6,30000,3000,2,9592,1
2,24,6,30000,3000,4,7603,0
1,25,1,30000,3000,1,9727,1
1,23,4,30000,3000,3,11942,1
1,24,3,30000,3000,1,8562,1
1,20,7,30000,3000,2,5721,0
2,19,8,30000,3000,2,7624,0
1,19,6,30000,3000,1,5946,0
2,22,7,30000,3000,4,7768,0
