wage,costliving,gender,age,branch,userexperience,city,competence,merite
14278,1016,1,20,2,87,2,3,2
14888,1340,1,18,1,65,3,3,4
14198,1904,2,17,1,67,3,2,2
7370,1441,1,21,2,45,2,4,3
11105,615,1,17,1,28,4,3,2
5112,1605,1,21,2,41,4,1,2
12035,2043,1,18,2,59,1,4,3
10733,2010,2,17,1,63,3,4,2
4889,960,1,18,2,70,5,1,1
7284,884,1,20,1,34,3,2,2
13365,639,1,18,1,71,5,2,3
9306,669,1,17,2,81,2,1,4
14715,2002,1,19,1,28,4,3,1
12232,1797,1,17,2,20,1,4,1
11631,898,1,18,2,59,2,1,2
9651,830,2,17,2,58,3,4,1
8709,1678,2,17,1,28,2,4,2
7111,633,1,20,1,78,6,3,4
5151,1515,2,18,2,70,3,1,4
7184,1737,1,20,1,84,3,1,2
9375,1050,2,18,1,94,5,1,4
12991,1279,1,18,2,100,2,1,2
7902,1904,2,18,1,10,3,2,2
8547,1664,1,17,1,94,2,3,4
12408,844,2,20,1,65,6,2,3
9300,1152,1,17,2,20,1,1,1
11295,2060,1,21,1,29,1,3,1
6262,922,1,19,2,95,4,2,2
4931,1680,1,18,1,28,4,1,1
11782,644,1,20,1,38,1,2,1
4494,859,1,20,1,43,4,2,3
5566,1987,2,19,1,44,1,4,4
13833,1555,1,21,1,3,1,1,2
7760,1531,2,21,2,5,5,4,2
12276,981,1,21,1,39,2,4,3
7117,1262,2,19,1,94,6,4,1
14140,1951,2,18,2,10,2,2,1
9401,1984,1,18,2,88,4,1,2
11388,1407,2,17,1,3,1,2,3
6914,901,1,17,2,65,3,3,2
11168,1558,2,20,2,60,6,2,2
10117,1972,1,21,1,29,4,2,4
4858,1482,1,18,1,75,6,2,3
5943,1761,1,18,2,58,3,2,3
9949,1945,1,18,2,40,6,4,2
7242,715,2,19,2,81,5,1,1
10742,713,2,17,2,16,4,1,4
12130,763,1,17,2,72,6,2,1
6936,1817,2,21,2,48,5,3,2
9023,1655,1,21,2,78,5,2,1
7673,1954,1,19,1,76,4,1,3
7968,1138,1,17,1,10,4,3,1
14783,724,1,17,2,16,5,4,4
9191,1004,1,20,2,27,3,2,2
5547,2040,1,17,2,82,1,2,3
7247,1572,2,18,1,73,1,1,3
7948,1343,1,21,2,38,1,2,1
12636,1707,1,17,2,34,6,1,4
6791,2070,1,21,2,39,3,4,1
12944,2028,2,19,2,78,6,4,3
4018,1937,2,18,1,44,4,4,4
7859,917,1,18,1,21,2,1,4
13751,1262,1,17,2,33,2,2,2
11930,1140,1,20,2,26,3,4,4
8698,1367,1,20,1,19,1,4,3
6428,2008,2,21,2,30,2,3,1
7811,1554,1,20,2,49,1,1,3
10881,1600,2,17,1,7,5,1,3
9703,1858,1,21,1,47,6,1,2
10112,1089,1,20,2,85,2,4,1
13479,636,1,20,2,76,1,2,3
7982,1033,1,21,1,76,1,3,3
4688,1212,1,20,2,48,1,3,4
9064,1389,2,20,1,81,5,1,1
7105,1369,2,17,2,80,1,2,3
7556,2025,1,18,1,22,4,3,4
11386,1315,1,21,1,19,1,2,4
13938,1237,1,19,2,9,3,4,4
4298,1450,1,17,1,44,3,3,4
4896,1137,1,20,1,99,4,2,3
11391,1849,1,21,1,75,4,1,1
4008,879,1,21,1,37,5,4,2
7045,1810,1,17,2,35,3,4,4
10455,680,1,20,1,21,1,3,3
11687,1158,2,18,1,98,3,3,1
5230,1086,2,21,1,74,6,4,2
10017,1689,2,18,2,22,5,4,2
12002,2035,1,19,1,20,5,3,2
14996,1537,1,21,2,57,3,2,2
8949,1907,2,19,1,50,2,3,3
4997,2049,1,19,1,34,6,4,1
14598,2022,1,19,1,58,2,2,2
13025,1126,1,18,2,74,2,2,4
13896,1324,1,21,1,88,5,2,1
9550,1438,2,18,1,46,4,1,2
14872,1589,1,21,2,31,3,4,2
8375,1715,2,18,1,90,1,1,2
5135,1849,1,21,1,5,5,1,3
8188,1270,1,19,1,91,3,1,1
14748,1305,1,20,1,83,2,2,3
5823,1230,2,21,1,26,4,2,1
13642,2053,2,19,2,14,1,4,2
9909,1134,2,21,1,29,1,2,3
14608,1209,1,17,2,75,5,3,2
6692,831,2,21,1,37,6,2,4
5056,1874,1,17,1,50,1,4,4
11330,962,1,17,1,64,5,3,2
10221,1515,2,17,2,28,6,1,4
4969,1320,1,20,2,62,3,4,1
14275,1655,1,17,2,5,5,2,4
7597,1446,1,21,2,68,1,3,3
7379,1874,1,20,1,46,2,4,2
6941,1037,1,21,2,69,1,3,1
4718,1744,2,21,2,67,6,4,2
12770,666,2,17,2,17,1,3,4
8661,1309,1,21,1,86,4,3,4
10410,1127,1,17,1,67,3,3,3
13792,1123,2,20,1,88,5,3,3
5146,699,2,20,1,43,4,3,3
13408,1731,1,20,2,30,6,4,1
5840,1912,1,20,2,97,6,2,2
13029,1726,2,20,2,58,6,3,4
11199,1257,2,18,2,84,3,1,1
10942,1090,1,19,2,65,1,1,1
11396,860,1,19,2,53,1,3,4
5026,1948,2,17,2,16,1,2,3
4411,689,1,18,1,37,2,2,1
4199,1660,1,19,2,47,6,4,1
11622,1591,1,17,2,59,1,4,2
8576,1419,2,18,2,41,2,1,4
14242,618,1,21,2,5,6,1,1
9253,1101,2,18,1,26,6,1,2
7930,762,2,21,2,68,3,3,2
4540,1404,2,19,2,67,6,2,3
11236,838,1,20,2,97,4,1,3
10922,2024,2,21,1,79,6,3,2
5788,642,2,17,1,3,6,1,4
8060,1583,2,19,1,13,4,2,3
13254,913,1,18,1,88,1,4,4
7030,1533,2,17,2,47,1,3,3
7330,953,2,19,2,74,2,3,2
13609,972,1,20,1,95,4,4,2
4030,1184,2,20,1,93,3,1,2
7657,1525,2,19,1,79,4,3,2
4507,2096,2,19,1,41,2,1,1
11335,1475,2,21,2,62,5,4,4
12740,1153,2,20,1,12,2,1,3
14919,810,1,20,2,58,1,2,4
14373,1202,1,21,2,77,1,2,4
5700,1376,1,19,1,58,2,2,2
8728,1068,1,21,2,56,5,3,4
9375,1153,2,17,1,47,1,4,2
7478,1805,1,17,1,76,3,4,2
8026,1281,2,20,2,82,3,2,2
7896,635,2,17,1,32,5,2,2
6493,744,2,19,2,20,4,3,3
8049,641,1,19,1,89,1,1,4
10436,816,1,17,1,70,4,2,2
6912,780,2,21,2,76,6,4,1
4727,1850,2,20,2,23,1,2,4
6649,1958,2,18,2,74,5,4,1
10520,1106,2,19,2,28,6,2,1
5028,864,2,18,2,94,6,1,1
6666,674,2,18,2,66,1,4,1
10000,1472,2,19,2,24,2,1,1
14128,1902,1,18,2,8,5,4,1
9684,1595,1,18,1,84,3,4,4
7869,1218,1,17,1,35,4,3,1
8266,1765,2,21,1,6,4,3,4
11297,1704,2,21,2,12,1,1,1
11070,1403,1,17,1,85,3,3,1
11256,1499,2,18,2,45,6,1,2
4973,1502,1,20,2,1,1,2,4
9820,2041,1,20,2,14,2,2,4
5225,919,1,21,1,58,2,3,4
6988,896,1,17,2,89,6,1,1
8810,631,2,18,1,19,6,4,1
13052,602,1,18,1,100,4,1,4
9089,2094,1,18,1,45,6,4,4
6205,1538,2,21,2,67,6,3,4
8532,1110,1,21,2,11,4,1,2
7800,1815,1,20,2,27,6,3,1
9123,630,1,21,1,43,4,4,2
12899,1331,2,21,2,38,2,3,4
10633,1817,1,20,2,82,4,3,4
13032,929,1,21,2,11,2,2,1
6663,1968,2,21,2,75,3,2,2
8674,986,1,19,2,47,4,4,4
9660,845,1,21,1,72,1,2,3
13066,1335,1,17,1,9,2,1,1
12225,1709,1,17,2,8,5,2,2
8044,1447,2,21,1,65,3,4,1
5167,1111,1,21,2,18,2,4,4
6991,1849,1,20,1,35,1,4,4
10576,940,1,17,2,6,3,2,1
11507,1325,1,21,2,2,1,3,4
14712,2011,2,21,1,64,6,1,2
4954,793,2,20,1,37,2,2,2
8550,676,2,19,2,55,3,3,4
7882,1956,2,20,2,22,6,1,2
6423,1429,2,18,2,15,5,3,3
10495,1453,1,17,2,40,4,1,3
4225,1690,1,19,2,62,1,1,4
13401,1843,2,17,1,20,3,1,1
8944,1675,2,20,2,86,1,4,1
6182,1649,1,19,1,14,3,3,1
5243,1786,2,21,1,96,2,2,3
5108,1044,1,21,1,96,4,1,1
7981,1028,2,17,2,15,3,2,4
11914,1205,2,17,2,19,3,2,3
8205,776,1,21,1,2,2,3,2
4753,1803,1,19,1,87,4,2,4
6289,1796,1,19,1,67,6,4,1
7569,1026,2,21,2,89,3,3,1
9452,630,2,17,1,99,2,3,3
7083,891,2,21,2,72,2,2,3
6530,1152,1,21,1,40,6,3,3
8073,1762,2,18,2,71,6,4,4
12894,1428,2,19,1,74,3,2,1
9713,1103,1,18,1,48,3,3,2
14304,1303,1,18,2,45,3,3,2
11637,2006,1,21,1,85,4,1,3
8052,1539,2,20,2,17,5,3,3
5135,1502,2,17,2,52,4,4,1
7582,1421,1,19,1,14,4,3,2
10933,1346,1,21,2,80,4,2,4
4983,1011,2,19,1,62,5,3,4
11846,1087,2,21,1,19,6,3,1
12771,2024,1,19,1,8,4,1,3
8869,2099,1,20,1,40,1,4,1
8453,1179,1,19,1,19,1,2,3
7770,1839,2,21,2,35,5,1,2
13486,677,2,21,1,60,2,3,2
9117,2050,2,21,1,25,5,1,4
7464,1682,2,21,2,20,1,1,4
14736,1703,2,19,1,88,6,2,2
9395,1441,2,18,1,30,1,4,1
7295,1686,1,17,1,57,6,1,3
14690,1998,2,17,2,72,2,3,2
13666,1947,2,19,1,11,6,3,3
8053,1061,2,18,1,67,2,1,2
7019,1626,1,17,1,30,2,2,1
10104,2064,2,18,1,51,4,4,2
14437,1893,2,20,2,97,2,4,4
9457,905,1,21,2,53,4,3,3
13417,2034,2,21,2,84,5,2,1
10039,1639,1,17,2,17,6,2,2
4690,864,2,18,1,71,2,1,3
13620,1324,2,18,2,44,5,1,2
9619,780,2,18,2,73,5,2,1
7590,762,2,18,1,4,5,2,2
6775,1928,1,20,1,38,1,1,4
7867,2047,1,20,1,100,5,4,4
10726,1030,2,17,2,68,6,3,1
14901,1996,1,19,1,73,5,3,4
12353,1616,1,20,1,97,5,2,1
5072,912,1,18,1,27,6,4,4
9221,600,1,21,2,37,4,2,4
9552,693,1,17,1,11,6,1,2
8907,1812,1,20,2,92,6,2,1
10122,1124,2,17,2,13,6,3,1
7713,1813,2,19,2,69,5,4,3
11895,804,1,21,2,63,5,1,2
14639,1777,2,21,2,67,3,1,4
7596,1020,2,17,2,67,6,1,2
9485,771,1,20,1,74,6,2,2
14710,1870,1,17,1,37,5,4,3
4731,905,2,20,2,9,6,3,3
14479,1979,1,21,2,18,2,4,3
12848,1251,1,17,1,37,1,3,4
13767,789,2,19,2,65,1,1,1
7944,1561,2,18,1,25,3,2,1
5219,1387,2,17,1,9,2,4,4
10662,1120,2,17,1,21,2,4,4
13059,1103,2,18,1,26,5,2,2
6617,1344,2,20,2,32,1,2,1
10209,1705,2,19,2,79,2,3,2
12413,1970,1,17,1,56,2,1,4
5506,1265,1,19,1,24,4,1,4
9491,1752,1,19,2,32,2,1,1
11913,1342,2,20,1,95,3,3,1
7333,1584,1,18,1,96,4,3,1
5836,1314,2,17,2,15,2,4,1
10939,835,2,21,1,48,1,1,2
8449,1929,2,21,1,90,6,1,4
10131,1077,1,21,2,28,5,4,4
6342,1982,1,18,1,90,1,3,2
14511,2027,2,19,2,21,5,1,3
10508,860,1,21,1,52,6,3,2
14190,1880,1,20,2,26,5,4,1
7248,1399,1,17,2,13,1,4,4
10896,769,2,20,2,80,5,4,2
14177,1481,1,19,1,10,4,4,2
12050,660,1,18,2,1,1,1,3
13716,651,1,17,2,62,5,3,1
11524,646,2,19,2,92,6,3,3
12929,682,1,19,2,97,2,4,2
10358,1658,2,20,2,80,4,3,3
4740,1883,1,19,1,84,1,1,4
12123,767,2,19,2,22,6,3,1
7246,1157,2,20,2,20,3,2,2
5873,829,1,20,2,57,6,2,4
11540,1450,1,19,1,38,6,2,1
14320,1413,2,17,1,85,5,3,2
7550,1471,1,21,1,2,5,2,2
7232,733,1,20,1,95,4,3,1
9601,1023,2,19,2,30,4,3,1
14784,794,1,19,1,88,4,2,4
10757,1932,2,21,2,45,5,1,2
5946,1602,1,19,2,38,6,3,4
12183,693,2,20,1,68,3,3,3
13728,1718,1,18,1,42,5,4,1
13814,1721,2,19,1,98,4,4,4
6881,882,2,20,2,70,1,4,3
14276,1240,2,20,1,71,3,4,1
8154,1347,1,17,2,24,6,1,3
8620,1302,1,17,1,36,6,4,2
4123,1373,1,21,1,84,3,4,3
14575,794,1,17,1,59,1,3,3
11398,1759,2,17,1,40,1,1,4
10378,1519,2,21,1,99,6,3,2
4007,1319,2,20,2,71,5,2,4
4684,1382,1,18,2,46,1,3,4
14732,1080,1,20,2,81,3,4,4
13312,822,2,18,1,84,6,1,3
9682,1600,1,17,1,51,1,2,1
10080,962,1,17,1,71,3,4,1
11087,2031,1,20,2,99,1,1,2
12859,1939,1,19,2,68,3,2,1
13519,2076,2,17,1,16,2,4,2
12699,1321,1,18,2,29,5,1,3
10278,640,1,21,2,22,6,1,1
9522,1034,2,18,2,94,1,1,1
4785,746,1,17,1,27,4,4,1
10879,680,1,21,1,14,1,3,2
14683,1058,1,21,2,28,3,4,1
7497,1610,1,18,2,99,3,1,4
12072,1537,1,21,1,47,1,4,3
5762,1141,1,17,1,100,4,1,3
11795,719,1,21,2,43,1,2,2
14327,836,1,17,2,89,1,1,1
4239,870,2,21,1,65,3,2,4
14598,1432,2,20,2,41,3,1,3
7216,1988,1,19,1,48,2,1,1
6175,714,2,21,2,50,2,2,4
11545,1151,2,21,2,100,1,1,3
12771,1673,2,18,2,91,6,1,2
14104,2015,2,21,2,26,6,2,1
10456,1774,2,20,2,14,1,4,4
13293,987,2,18,1,36,2,4,4
5969,1406,1,19,1,33,4,4,3
11049,1102,1,19,2,46,6,4,4
5906,1725,1,18,2,70,3,2,2
13607,731,2,17,1,44,3,4,1
4746,751,2,17,1,55,4,2,4
4400,764,1,19,2,86,1,2,4
7023,1765,1,21,2,69,4,1,3
6199,1569,2,17,2,44,6,4,1
5298,790,1,19,1,79,6,1,2
7956,723,1,20,2,82,6,3,4
11459,681,1,18,1,72,4,3,3
13667,897,1,19,2,3,3,1,3
13570,1070,1,21,1,32,5,4,1
10974,1634,1,18,2,4,1,1,3
7565,641,1,19,2,12,6,1,3
12844,1034,1,19,2,92,6,3,3
4772,1839,2,17,1,27,4,1,3
13585,2019,2,18,1,8,4,1,2
5024,1930,2,21,1,99,1,2,3
4988,1079,2,18,2,61,3,1,4
13316,2091,2,17,2,50,1,2,1
5757,1357,1,20,2,85,3,4,4
5636,948,1,19,2,79,5,1,4
6867,1306,1,17,2,18,1,3,4
13914,1980,2,19,1,89,4,4,2
5218,1235,1,20,2,24,4,4,4
13019,1472,1,21,2,78,5,4,2
8469,1369,1,17,2,88,2,1,2
14659,1162,2,19,1,96,6,4,2
11577,715,2,19,2,77,5,2,2
14023,1696,2,20,1,31,5,1,1
13660,1507,2,18,2,20,4,1,1
5623,1482,2,17,2,99,1,1,4
7789,1421,2,17,2,49,5,2,1
14212,1664,2,21,1,98,1,2,1
11312,1015,1,20,2,1,6,2,2
13492,1794,1,18,2,58,1,3,2
13634,1904,2,21,1,22,2,1,2
13354,1068,1,20,2,23,4,4,4
12265,1436,1,18,1,42,5,2,4
7566,1025,2,17,1,86,6,3,1
5017,1660,1,18,2,41,3,4,4
8333,1985,1,20,1,71,1,3,4
10672,1212,1,18,2,56,4,2,3
10267,1146,2,18,1,15,4,1,4
14025,1257,2,19,1,38,5,4,3
14016,1718,2,19,1,45,6,1,1
5649,634,2,17,2,39,6,2,1
14274,1144,2,21,2,56,5,1,1
13383,1365,2,17,2,53,6,2,1
8528,1638,2,20,2,60,6,4,4
9861,1495,1,20,1,2,2,1,2
4445,751,1,20,1,7,6,4,3
8885,1779,2,18,1,8,3,3,2
12328,1901,2,17,2,95,1,2,4
7547,1401,2,17,1,65,1,1,3
14191,1337,2,20,1,93,3,3,4
5955,1828,1,17,1,3,2,2,4
8509,1010,2,21,1,88,1,4,1
14188,887,1,19,1,91,4,1,4
11193,1973,2,19,2,72,2,2,1
8819,1028,1,20,1,39,5,4,1
8792,837,1,17,2,99,1,4,4
4723,856,1,19,1,77,3,2,2
12255,1967,1,20,2,46,2,4,3
4680,944,1,17,1,97,6,4,2
5400,1864,1,20,2,78,3,3,1
7659,1495,2,18,1,29,1,3,4
8880,1893,2,18,1,43,2,1,2
14022,1845,1,18,2,15,3,2,3
8469,1179,2,17,2,65,4,3,4
8593,651,1,20,1,36,4,2,1
6002,846,2,18,2,62,1,4,4
6568,1210,1,18,2,90,4,2,2
10356,2092,1,18,2,58,2,1,2
13806,950,1,19,2,55,4,4,3
4320,915,2,18,1,36,1,3,2
12159,1939,1,18,2,15,4,1,3
10792,1362,2,17,1,66,5,1,1
7619,2059,1,19,1,91,5,3,2
10258,1544,1,17,2,81,6,1,1
14466,1121,1,18,1,37,5,1,2
9866,1620,1,17,1,99,5,4,3
11593,1129,1,18,1,90,4,3,2
12921,1887,1,20,1,2,4,4,3
14224,1659,1,20,1,39,4,1,3
6117,805,1,17,2,18,3,3,2
11662,1607,2,18,2,5,2,1,4
7098,1138,2,20,1,64,1,2,1
6506,1364,2,20,1,41,5,4,4
13223,720,2,17,1,80,1,4,2
9053,1209,1,17,2,13,2,4,2
6660,1596,1,21,2,49,3,4,3
5158,1695,2,18,2,16,6,1,4
5707,1203,2,20,1,93,4,2,1
11677,667,1,18,1,62,4,3,3
8597,2061,1,21,2,31,6,4,1
10264,1881,2,17,2,27,5,3,4
12448,1873,2,18,1,2,6,1,3
13420,1341,2,17,1,29,4,4,1
10179,1063,2,20,2,57,1,4,2
4367,1191,2,17,2,10,6,1,1
9807,1220,1,21,1,33,2,4,2
4911,1705,1,20,1,58,1,4,2
11827,1396,1,18,2,45,4,1,1
10952,1114,2,20,1,99,4,4,1
6200,1203,2,20,2,36,1,2,3
4270,875,1,17,2,20,3,3,1
11892,1809,2,19,2,41,3,3,4
14285,1844,1,21,2,33,4,3,1
10160,2014,1,18,2,32,6,2,2
6599,1171,1,20,1,63,3,3,1
5903,1765,1,17,1,36,5,1,3
8486,1388,2,20,1,27,3,2,3
10302,1528,1,21,2,81,3,4,4
10886,1145,1,20,1,14,5,4,4
8391,1993,1,21,2,85,3,1,2
8509,613,2,21,2,35,1,2,3
13998,806,1,20,2,98,2,1,3
11514,1413,1,19,2,63,5,4,1
8283,895,2,17,2,18,5,2,2
9937,2035,1,17,1,69,1,2,4
13642,1552,2,21,2,49,5,2,3
13773,877,2,18,1,95,6,3,1
12108,1182,2,20,2,21,3,1,2
4456,1232,2,19,2,97,1,3,4
11195,1487,1,19,1,94,2,2,4
6526,1417,2,21,1,71,3,3,1
6664,1522,1,21,1,29,3,4,4
12412,1467,2,20,1,58,1,2,4
6796,1780,1,18,2,46,2,2,3
11031,716,1,19,1,1,5,1,1
11459,728,2,19,2,100,2,4,4
8175,945,1,18,1,27,4,1,2
7929,1513,1,19,2,93,5,1,2
7910,1634,2,20,1,97,1,1,4
4925,703,1,20,2,45,1,3,2
12028,993,2,18,2,71,5,3,1
11044,1006,1,19,2,33,2,2,1
9014,1777,2,20,2,84,3,2,4
7120,1010,1,21,1,34,4,3,1
6926,1587,1,17,2,77,4,3,4
12885,1518,2,20,1,59,5,3,2
10998,752,2,19,1,48,1,2,3
8730,606,2,21,1,52,5,4,1
10519,888,1,21,1,47,5,3,4
8882,1659,1,18,1,85,4,4,4
9738,1903,1,18,2,41,1,3,4
6107,1595,2,17,2,70,3,3,3
6845,989,1,19,1,89,2,4,2
4677,2022,2,18,1,39,6,2,1
10252,1798,1,18,1,100,4,3,1
11212,2019,1,21,1,68,2,3,1
6574,1975,1,21,1,84,3,3,1
10707,1859,2,21,2,25,6,1,4
11064,1333,1,20,1,100,2,4,1
4775,1061,1,18,1,47,3,1,3
13438,1987,2,17,1,96,3,2,2
9033,1686,1,21,2,50,1,2,1
6248,1981,2,17,1,62,5,1,2
12202,1186,2,18,1,98,2,4,2
5453,1483,1,20,2,70,1,3,2
14597,1646,2,21,2,100,6,1,1
5107,1668,2,21,1,3,3,2,1
12738,1626,2,19,2,11,2,3,4
14555,1145,1,19,1,95,6,1,1
5649,734,1,21,1,24,1,4,2
8748,1001,2,20,2,89,6,1,3
8196,1052,1,19,2,97,4,2,1
12069,1152,2,18,2,54,1,3,3
8929,1101,1,18,1,44,1,3,1
6680,960,2,17,2,21,2,1,1
10249,820,1,20,1,98,5,2,3
7999,1218,2,20,1,75,4,1,1
4637,971,2,18,1,55,4,4,4
10318,904,1,21,2,63,2,4,2
8176,2004,2,21,2,95,6,3,1
13615,1829,2,21,1,99,4,1,2
14937,1259,2,17,2,40,1,2,3
5918,849,2,19,2,78,1,2,1
10512,842,1,21,1,12,4,2,1
4242,1754,2,17,2,83,4,4,4
11791,2065,2,17,2,85,3,3,4
8629,1890,1,19,2,98,3,4,3
4541,1483,1,19,2,93,2,1,3
6737,1847,1,19,2,6,6,1,2
5042,1410,1,20,2,2,6,4,1
6652,1773,1,18,1,71,1,3,2
8690,1544,1,19,1,27,1,1,1
7642,1143,2,18,2,22,5,2,4
9233,1895,2,21,2,34,1,3,2
12800,1580,2,18,2,24,4,4,2
5728,820,2,20,1,66,5,1,1
14285,1682,2,19,1,41,1,2,1
8129,1771,2,17,2,64,1,1,3
13682,1608,1,18,1,63,1,4,1
9104,766,1,20,1,77,6,1,3
4169,1305,1,17,2,27,2,3,4
13213,1538,2,21,2,57,2,2,4
10802,1207,2,17,2,81,2,3,1
9676,1091,2,17,2,97,3,2,2
8640,1253,1,19,1,23,6,1,4
5928,801,2,21,1,99,3,4,1
7728,1146,1,21,1,94,2,3,4
10712,866,1,20,1,45,4,1,3
13330,1211,2,21,2,12,2,2,4
7749,725,2,19,1,32,5,4,2
14345,1609,2,19,2,55,2,2,3
10881,797,1,21,2,9,5,2,1
11369,825,1,19,1,100,6,2,2
5615,1651,1,20,2,69,4,2,3
9423,1054,1,19,1,16,2,3,1
4394,1492,2,20,1,69,1,4,1
6234,1308,2,18,2,28,2,4,1
6469,842,1,19,2,77,5,4,2
10620,1260,2,19,1,23,6,4,1
8229,758,2,17,1,84,4,2,1
4143,1824,2,20,2,26,3,4,4
7966,1051,2,19,1,4,3,1,4
6874,1559,2,19,1,70,5,3,1
5849,1159,1,21,1,91,6,2,2
12779,1403,1,17,2,93,2,2,2
11701,1286,1,19,1,68,4,1,4
13995,1601,1,19,2,57,4,1,3
6879,1327,2,21,2,77,5,2,4
11930,1089,2,17,2,57,4,4,4
8841,1079,2,18,1,85,6,1,1
8139,1691,2,19,1,38,4,1,4
12047,917,1,19,1,43,6,4,1
14656,955,2,19,2,99,3,3,2
4879,1648,1,21,2,12,6,1,3
9353,2003,1,17,2,4,6,2,3
5395,1172,1,20,1,3,1,2,4
12244,1854,2,19,2,69,6,4,1
5795,1914,2,20,1,100,5,3,2
4096,1817,1,18,1,32,1,4,2
14805,1908,2,19,2,65,2,4,1
9544,1617,1,19,2,4,1,4,4
9286,1571,2,20,2,18,3,1,3
13963,837,1,17,1,16,3,3,2
10209,1575,1,20,1,52,5,4,3
7430,1523,2,19,2,36,6,1,4
9338,1622,2,17,2,43,2,4,1
4881,1375,1,21,1,19,3,3,4
6173,1737,2,19,2,39,3,3,2
8335,1281,2,19,2,85,5,2,2
11200,945,2,17,2,82,5,1,3
8104,947,1,19,2,94,3,3,1
14641,1528,2,19,1,37,6,2,1
12914,1022,2,21,2,31,3,3,1
14028,1734,1,19,2,73,1,1,3
6217,1567,1,19,2,79,4,1,4
8923,1541,2,18,1,75,5,1,2
14808,953,2,18,1,29,3,2,1
9083,1871,2,19,2,40,2,2,3
13057,1608,2,21,2,11,6,1,2
9448,747,1,19,2,9,2,3,1
4571,1584,2,17,1,69,4,1,3
8509,1851,1,17,1,97,6,2,4
4394,1966,1,18,2,58,4,3,1
5515,623,2,21,1,86,1,3,1
13392,1109,1,17,1,57,5,1,1
13435,1546,2,17,2,54,4,3,4
13817,1929,2,19,2,1,5,4,4
11558,1929,1,19,1,16,2,3,3
5767,1697,1,21,1,14,6,1,3
14905,800,1,20,2,9,2,1,4
10830,1168,1,20,2,60,4,1,4
14284,1640,2,20,1,63,4,3,3
10315,603,2,18,1,21,5,1,3
8108,1895,2,19,1,31,6,3,3
14440,1414,2,20,1,4,2,3,3
11249,1181,2,17,1,79,1,1,2
10351,688,1,17,2,90,3,3,3
8855,1136,1,17,2,75,1,3,2
10007,2040,2,20,2,28,3,1,2
9979,1348,1,17,2,92,1,4,2
4036,1192,1,19,2,15,3,2,2
4680,1179,2,20,2,40,2,1,1
7420,1332,2,18,1,80,6,4,1
8521,1788,2,21,2,36,3,1,2
12741,1291,1,19,2,24,3,2,3
13978,1225,1,18,1,79,5,3,3
7518,657,2,19,1,58,3,4,2
7466,1502,1,18,2,18,5,4,1
6849,974,1,21,2,10,5,2,1
9394,1943,1,17,2,63,6,1,2
7999,1303,2,19,2,38,4,1,4
8436,925,1,21,2,68,2,2,4
12991,1253,1,19,1,48,4,2,2
7773,612,2,20,2,62,3,4,4
12836,1456,1,21,2,100,3,4,2
14273,1105,1,19,1,92,1,4,3
9976,1414,1,20,2,55,3,3,4
12502,664,1,19,2,54,1,3,4
8380,1391,1,18,1,17,2,3,3
6842,1074,2,18,2,77,6,3,3
13148,1995,2,21,2,34,4,4,1
14225,1497,2,20,2,3,1,1,1
11260,1028,2,20,1,93,1,4,2
4762,964,2,17,1,9,3,2,1
7572,1777,1,17,2,46,2,4,2
6592,1043,2,19,1,92,6,1,3
5870,1460,2,20,2,89,1,1,3
10894,1413,2,20,1,79,1,3,2
8809,832,2,21,1,31,1,3,1
7815,783,2,19,1,52,2,4,1
5753,1396,2,19,2,63,3,2,3
7030,1492,2,18,1,23,6,3,2
6604,1559,2,17,1,71,4,1,4
5235,1473,2,17,1,52,6,2,4
8947,697,2,20,2,49,5,4,2
11882,1467,1,18,2,73,5,4,2
7129,1736,2,20,1,43,3,1,4
7221,1897,1,18,1,42,2,4,1
4778,2086,1,21,2,18,6,4,3
12745,999,2,20,2,36,2,1,1
7717,2087,2,21,1,79,2,3,1
11797,628,2,19,1,79,4,1,4
6326,1273,1,20,2,17,6,2,1
11667,1931,2,21,1,99,2,3,2
11919,1051,1,19,1,81,4,4,3
12577,755,1,19,2,60,5,4,1
10321,690,1,18,2,43,6,4,1
7121,1806,2,17,2,81,3,3,3
5866,1079,2,18,2,6,5,1,2
11429,1936,1,20,2,15,1,1,3
4468,1483,2,20,1,92,2,3,2
4732,1847,1,21,2,43,4,2,2
10171,944,2,21,1,6,3,2,3
8246,1480,2,17,2,7,5,2,4
8388,2045,2,20,2,34,2,2,2
7416,1411,2,18,1,47,3,1,3
4643,847,2,20,1,74,4,2,1
13733,1856,1,20,1,48,1,3,2
9840,929,2,18,1,42,4,3,3
11573,1221,1,19,2,23,6,1,3
4530,1898,1,17,1,74,2,2,1
8059,1029,1,19,2,44,1,2,4
8406,1589,2,19,2,78,3,1,1
9722,1341,2,18,1,88,1,1,3
7543,1989,1,19,2,57,2,4,4
12880,634,1,20,2,89,6,3,1
4674,2041,2,20,2,79,3,3,1
9437,1608,2,20,1,97,1,1,4
9246,2038,2,19,2,31,3,3,2
10135,1359,2,19,1,73,2,1,4
6522,1690,2,19,2,10,4,4,1
9148,1868,2,21,1,37,1,1,4
4045,995,1,18,1,25,5,4,4
4120,1586,1,20,1,76,3,3,2
5424,2098,1,17,2,12,6,4,2
6342,1718,2,19,2,67,6,4,2
6080,1314,2,18,2,49,6,3,3
7614,1220,1,20,1,64,2,3,3
10181,1021,1,21,1,93,6,3,1
7983,1068,1,19,2,83,5,1,2
