website,socialmedia,contact
360,70,210
167,178,103
393,83,26
338,186,215
298,194,156
33,87,92
130,76,275
399,68,87
316,88,48
381,164,216
128,268,50
6,130,265
33,96,2
329,90,129
206,111,146
42,255,60
286,58,189
107,101,43
289,252,122
155,16,95
299,282,160
319,245,153
190,54,171
134,188,171
240,19,40
394,164,110
251,188,59
61,20,118
316,73,205
40,56,145
68,256,196
114,32,151
62,143,57
22,169,7
204,158,167
316,181,24
265,98,222
161,164,170
265,220,170
252,162,46
39,159,259
377,207,105
18,245,114
315,267,37
357,20,298
247,168,270
20,45,147
88,235,170
157,131,96
262,269,223
231,138,289
314,70,76
357,90,257
233,78,137
78,203,81
209,136,289
95,284,239
228,128,268
207,200,148
122,61,8
17,115,110
206,296,54
164,242,299
73,28,158
112,287,55
109,241,111
377,77,206
298,71,181
332,53,291
9,59,94
190,40,219
321,25,41
205,193,20
395,297,268
137,3,231
291,207,228
239,289,87
291,118,139
112,206,131
75,187,189
209,294,107
321,284,58
16,16,167
295,265,53
62,71,3
367,42,236
56,298,22
129,263,30
132,78,104
31,238,106
297,40,153
361,181,173
296,294,30
69,114,176
123,153,32
203,99,243
104,46,232
127,95,253
328,132,239
291,220,299
94,100,20
93,34,236
45,77,17
191,199,210
263,197,60
369,247,191
318,187,14
98,127,280
135,263,163
337,162,291
201,39,31
64,158,25
176,197,109
353,174,151
101,271,52
276,98,28
302,226,114
281,36,195
184,74,228
271,196,34
267,298,188
133,179,249
226,52,171
51,258,274
15,297,98
369,168,199
159,139,88
25,58,99
111,252,10
59,90,186
74,98,193
146,181,249
365,216,219
78,99,30
308,215,115
115,168,282
313,163,82
231,202,238
165,18,259
91,174,218
143,109,179
68,5,215
261,20,216
191,119,83
386,270,173
79,157,113
13,216,215
241,24,262
39,167,163
18,54,57
399,238,263
68,204,39
348,97,40
202,206,70
76,203,232
263,197,98
304,267,28
151,157,210
144,287,224
266,180,109
215,245,246
395,173,207
122,228,205
44,89,258
259,295,179
279,192,174
236,232,198
44,252,105
230,111,14
180,267,8
200,112,285
164,188,13
336,297,113
23,126,222
242,134,88
193,231,126
190,203,102
298,266,47
399,109,244
132,133,62
62,217,9
257,66,150
194,71,152
219,270,178
333,274,216
381,38,154
93,248,218
73,67,179
317,56,291
156,22,201
198,114,221
290,300,44
249,128,212
29,294,230
13,106,286
287,40,291
351,228,258
249,208,199
194,109,84
69,177,173
379,168,157
315,204,264
110,29,204
253,184,87
90,84,128
330,76,3
258,66,42
332,265,289
337,152,160
168,212,26
188,55,42
114,248,53
134,38,130
370,5,157
306,244,178
328,15,177
185,123,137
122,200,135
130,42,244
27,111,137
37,265,47
389,96,30
363,260,289
77,68,280
259,262,236
46,133,158
371,62,255
40,24,54
296,52,123
304,80,156
286,51,165
78,294,300
350,144,139
194,29,227
222,175,233
228,168,123
180,239,242
208,35,298
310,147,289
322,103,97
271,107,297
85,239,268
323,278,97
18,260,54
274,1,57
115,175,19
348,300,172
66,257,189
8,107,174
356,209,170
263,5,95
196,68,273
82,266,295
307,161,182
240,148,180
294,176,160
159,275,275
156,114,280
70,96,113
179,29,249
376,214,131
226,289,5
348,97,250
162,266,125
287,75,178
272,45,268
208,19,284
336,264,258
158,192,90
238,85,276
318,36,32
279,174,137
183,197,284
59,289,58
181,119,207
226,130,285
279,194,110
157,237,238
191,167,212
59,217,261
187,37,245
142,138,252
154,175,295
294,135,231
386,296,77
22,159,115
328,5,169
268,211,84
394,222,16
249,300,279
18,262,7
384,242,198
100,249,74
185,24,282
283,238,156
174,195,202
399,278,46
11,30,26
230,199,153
34,85,65
87,154,181
95,214,15
54,158,116
108,131,230
285,194,95
165,291,59
317,199,166
127,139,217
64,48,67
198,156,58
274,160,128
6,156,255
191,283,197
400,77,192
229,222,197
27,131,50
177,155,12
160,15,109
356,81,133
90,259,134
89,246,200
375,97,69
69,246,11
101,81,40
380,177,123
35,295,134
354,61,255
257,108,237
33,128,15
50,260,264
201,13,161
71,167,83
378,133,202
359,287,95
387,10,268
241,113,51
298,192,233
177,98,201
222,203,25
275,84,156
188,2,84
399,217,182
354,32,68
66,255,147
6,11,165
194,188,235
101,82,202
20,55,83
244,94,173
330,270,130
198,178,239
237,112,257
251,168,207
141,192,83
179,256,34
229,62,289
94,275,226
281,249,200
278,41,172
170,73,275
359,76,272
97,225,33
386,180,112
311,22,174
112,19,53
173,108,13
238,232,209
274,211,148
311,212,62
344,251,288
156,210,216
227,281,222
268,220,114
76,216,276
66,133,194
215,125,89
219,210,51
330,247,115
9,126,168
16,129,206
198,147,6
216,110,10
396,26,185
362,125,163
309,119,82
140,269,156
261,236,23
291,152,166
29,93,40
255,209,166
263,235,248
100,200,19
187,110,82
44,166,278
53,197,45
285,209,103
16,37,265
337,220,99
189,231,120
117,292,67
245,43,108
225,159,135
315,264,120
35,274,165
256,224,2
347,37,83
267,281,188
119,200,297
106,60,181
295,11,294
317,277,168
209,22,80
214,133,205
142,250,295
189,73,275
65,77,256
347,93,144
121,202,42
27,165,285
279,17,203
202,243,118
130,250,298
133,300,196
332,228,274
335,175,183
342,245,20
239,279,195
363,244,297
225,162,113
294,234,106
269,156,142
209,194,127
143,278,61
69,1,123
112,95,29
330,206,76
247,284,90
120,164,17
371,75,216
293,2,241
193,178,97
139,246,242
215,152,107
351,128,111
158,1,45
37,189,164
183,275,252
146,147,181
55,206,58
385,31,134
7,299,189
126,201,45
61,150,17
196,77,167
174,174,259
233,148,100
26,140,40
351,179,32
75,25,107
308,158,97
122,85,230
79,163,227
268,61,30
106,59,7
163,53,283
170,282,230
27,64,246
392,280,98
192,236,54
292,156,107
219,189,63
332,24,87
165,118,156
197,291,206
250,207,227
359,261,7
24,207,272
225,232,173
109,66,80
263,160,138
206,76,161
322,155,53
345,15,265
43,269,287
303,53,125
182,253,101
327,239,21
2,141,289
51,79,10
70,297,235
398,275,62
231,122,270
229,10,11
74,206,193
179,159,85
359,268,267
70,89,104
79,130,284
242,23,20
286,142,245
151,265,44
271,4,180
62,12,193
372,114,195
239,10,171
166,13,96
286,295,189
128,103,244
273,50,35
274,84,16
145,216,192
196,272,83
214,200,222
229,5,76
28,46,257
239,174,55
214,67,27
226,12,235
396,215,25
309,152,71
136,254,77
129,213,55
14,41,237
272,241,262
72,158,62
209,33,236
158,52,138
367,26,58
271,168,119
221,80,255
183,279,153
341,75,254
328,3,70
55,153,174
340,52,105
152,221,234
133,12,32
196,78,165
214,148,259
64,82,128
62,130,182
234,247,77
167,128,190
73,68,57
372,74,213
305,107,53
112,230,39
175,27,180
345,16,80
232,168,179
126,85,28
303,45,197
17,128,291
276,251,218
379,101,75
375,208,156
310,273,274
251,220,269
191,69,299
291,47,37
272,202,187
181,157,85
95,69,110
250,188,57
350,48,95
305,154,107
65,16,218
39,229,93
362,162,259
109,215,123
292,72,288
21,268,212
354,243,74
236,169,177
290,43,74
320,161,75
301,145,218
289,142,64
175,255,289
138,92,18
240,212,155
375,131,89
195,190,196
143,206,205
58,163,2
352,227,77
66,144,105
23,66,254
248,213,243
165,259,206
200,149,91
311,46,144
205,159,10
142,252,256
317,37,252
318,36,245
207,16,31
187,169,31
155,116,241
106,117,283
202,72,225
107,148,232
17,7,198
258,230,215
185,54,228
121,73,11
135,6,291
338,243,149
80,45,110
72,87,152
5,176,254
373,98,236
292,193,122
262,220,240
100,235,269
382,176,230
96,236,166
133,256,179
244,178,201
82,44,113
356,174,39
45,290,44
288,162,137
359,46,182
239,106,175
250,252,226
47,56,168
269,91,85
171,167,68
194,195,142
283,49,177
261,169,286
64,57,37
190,117,171
397,256,184
257,21,8
11,289,47
315,248,76
221,45,82
60,159,222
244,103,260
209,131,103
393,172,98
106,2,15
260,185,137
64,71,273
216,82,115
211,10,71
199,212,193
55,224,42
197,143,209
264,231,133
138,85,248
30,217,261
117,181,124
172,155,105
81,62,177
381,280,213
221,263,93
107,168,4
272,85,14
254,142,94
13,166,96
18,3,236
27,158,6
180,281,26
148,47,167
285,46,118
174,87,16
148,186,268
395,289,124
140,244,13
90,258,179
159,245,146
175,299,201
364,111,270
298,252,66
264,299,52
336,101,124
250,100,270
42,246,208
390,124,277
284,3,74
27,81,156
399,229,106
207,63,87
198,210,44
197,122,250
200,140,102
168,273,14
111,266,231
48,91,127
129,266,277
62,174,146
130,260,159
323,176,100
16,256,58
100,214,285
207,87,218
47,11,41
16,52,147
221,220,95
8,88,179
392,83,100
187,182,49
66,122,201
254,86,84
25,164,26
188,95,1
116,94,53
337,170,179
326,104,94
5,203,149
214,5,278
22,198,107
285,236,71
15,84,175
78,52,259
78,275,109
174,142,291
309,61,285
55,96,54
130,277,173
27,242,286
65,174,174
58,296,186
112,10,209
217,117,115
128,222,298
35,240,166
317,300,182
355,209,83
288,92,177
176,98,298
145,99,242
234,265,264
250,205,285
265,248,32
304,41,169
36,249,120
202,300,148
104,266,250
377,24,173
333,13,1
32,157,42
371,286,138
337,81,112
386,223,254
347,110,14
61,126,160
267,235,20
353,229,19
268,232,106
167,238,161
41,230,247
121,206,24
316,170,137
260,213,218
116,210,189
310,248,173
62,129,59
309,181,145
339,152,211
340,224,263
206,225,128
144,240,110
266,25,282
197,280,16
376,4,150
263,58,205
118,85,291
184,109,231
280,173,131
24,247,277
328,108,93
183,223,120
55,193,176
391,72,34
145,242,196
371,276,103
141,259,132
106,130,190
232,3,11
125,178,56
90,119,25
53,131,172
139,49,298
312,296,260
46,257,7
17,126,34
11,16,3
202,139,142
203,184,245
366,174,17
32,66,12
163,106,34
302,185,99
284,168,65
292,168,84
22,289,176
374,183,265
12,278,236
5,154,155
291,228,102
399,193,148
397,234,225
4,76,232
204,213,269
124,43,167
304,155,254
74,249,9
255,53,14
131,267,282
206,21,198
283,131,69
311,147,169
245,5,264
23,180,193
351,186,82
327,294,53
281,232,39
326,146,15
244,291,8
113,221,215
287,271,231
239,67,99
388,135,51
337,71,65
399,117,107
63,195,148
48,33,96
266,203,56
302,289,94
293,232,239
163,10,135
61,151,129
324,223,289
257,79,210
100,298,116
165,265,110
195,85,195
187,113,291
185,114,253
350,33,200
374,84,124
51,155,152
1,273,35
355,101,164
125,21,294
154,167,103
375,112,37
168,297,147
150,256,210
393,278,139
259,41,119
386,154,168
11,174,272
116,271,45
80,294,290
198,43,98
195,273,85
35,161,14
364,52,49
338,93,156
323,120,76
156,132,268
124,200,292
63,154,135
318,253,162
11,153,224
166,76,227
315,116,143
233,60,106
244,130,239
46,268,49
399,116,49
263,103,92
102,72,117
72,264,135
99,252,77
384,229,48
107,55,6
378,157,186
81,161,54
182,61,246
284,138,292
45,283,134
192,214,25
138,114,267
186,55,97
170,38,81
180,194,83
232,15,7
302,266,71
27,18,97
232,97,87
188,244,193
111,24,8
108,97,56
94,53,299
391,183,60
291,128,86
383,61,105
45,25,6
343,65,256
53,130,150
282,142,229
330,103,65
64,229,26
249,238,135
393,250,43
280,263,110
361,15,150
101,152,14
143,100,139
44,88,33
397,181,4
181,195,90
146,81,250
165,73,171
349,81,31
377,285,17
344,72,268
234,62,175
347,8,229
44,243,115
207,267,217
349,221,81
175,193,196
68,75,97
243,7,281
398,22,167
87,225,232
201,139,264
226,177,115
257,154,178
90,244,90
374,19,164
210,65,145
237,91,219
179,29,144
27,217,253
156,206,218
195,153,226
296,282,53
109,206,278
206,241,81
74,167,229
98,89,262
147,130,236
398,116,7
340,231,111
376,19,102
117,245,196
81,222,281
396,128,91
8,34,109
236,16,224
40,14,217
382,227,44
216,185,277
287,25,114
314,79,147
274,12,208
156,153,289
207,99,209
4,9,104
213,42,96
39,137,96
49,56,117
257,81,33
206,175,230
347,115,238
101,94,246
234,151,219
23,42,156
21,128,60
55,26,167
324,285,107
178,187,268
230,234,240
22,263,250
133,98,58
382,59,9
305,141,113
254,79,265
369,5,168
372,91,71
230,258,156
353,173,177
120,188,191
367,237,291
147,282,73
351,213,41
326,258,189
262,3,142
275,267,261
192,286,75
196,182,75
183,105,14
337,129,272
260,10,37
347,275,292
371,76,53
227,177,86
172,64,264
384,127,104
373,54,80
100,18,132
32,212,13
206,82,219
44,190,53
63,31,232
7,167,158
219,11,108
254,230,34
329,282,97
149,269,147
197,66,42
196,34,176
184,151,194
248,32,283
18,187,167
238,197,129
376,147,235
200,228,219
215,39,256
96,40,20
174,177,71
353,243,228
309,273,251
374,205,5
185,125,148
104,165,132
50,77,207
176,157,109
311,167,262
217,82,16
176,222,163
46,269,104
186,132,258
222,28,251
164,241,175
273,261,184
298,269,234
230,160,69
376,235,264
384,133,119
367,258,148
80,28,196
15,6,150
359,203,157
151,63,77
285,69,259
130,49,59
258,261,246
337,186,223
372,61,216
100,50,187
225,237,5
44,150,136
26,45,240
335,193,38
293,117,128
78,10,135
232,260,277
36,134,226
97,22,34
344,11,13
56,192,294
313,173,85
155,287,6
236,212,111
58,104,73
368,229,51
373,297,57
399,34,56
125,236,219
172,184,122
74,117,44
67,290,64
244,215,208
328,265,299
44,183,155
102,3,11
40,78,47
331,119,33
337,98,11
177,101,78
111,253,136
115,35,198
299,88,281
12,40,120
282,109,184
209,129,189
384,138,153
365,80,196
41,193,211
78,39,228
393,46,39
371,222,233
241,32,198
329,38,116
311,299,54
312,192,224
68,4,83
172,6,20
252,119,185
284,160,143
178,9,16
298,217,162
241,53,202
370,103,19
111,75,30
168,225,77
3,224,110
136,35,93
102,180,108
192,253,186
242,144,290
46,113,213
129,179,217
72,258,300
169,226,209
335,231,70
292,256,37
295,282,121
57,126,242
302,85,224
10,185,190
285,163,235
331,221,128
91,30,89
82,26,236
62,85,188
308,30,71
38,273,51
91,84,185
237,47,265
220,152,58
192,147,123
90,288,211
186,85,210
92,75,196
183,213,136
317,91,119
14,16,75
4,245,218
306,212,243
398,44,21
174,45,207
195,262,76
390,279,192
204,290,131
303,12,95
177,218,68
17,52,273
118,81,48
81,156,152
207,256,110
361,82,282
154,193,251
39,82,220
157,193,37
330,64,43
341,163,107
290,56,21
196,197,140
244,196,158
129,189,68
370,29,177
356,211,28
64,205,133
70,73,92
365,294,208
52,225,237
64,146,114
254,72,168
283,220,125
232,210,248
278,259,12
371,242,42
293,22,274
394,17,203
359,267,102
183,186,195
252,48,110
184,70,70
303,175,54
195,111,221
185,90,114
71,73,53
175,141,100
224,167,220
196,30,142
247,20,258
395,278,82
311,45,24
141,253,298
292,169,27
349,169,57
314,93,125
130,163,129
103,160,17
365,92,172
136,192,274
357,29,96
106,50,41
152,248,286
234,261,123
200,295,230
275,137,247
220,269,28
321,42,62
309,79,11
127,180,82
22,248,300
326,180,272
262,73,26
284,62,266
217,46,185
244,203,219
68,159,273
45,276,268
174,248,212
202,193,32
269,228,210
183,8,284
300,190,62
84,62,275
194,68,289
261,88,299
337,178,292
180,15,280
34,101,148
204,151,207
375,204,193
392,193,45
229,78,34
131,105,84
314,109,238
384,208,70
121,275,243
264,171,113
233,169,166
301,269,43
152,13,135
184,120,23
63,165,87
239,20,294
186,60,137
344,281,152
393,147,237
42,243,48
58,205,132
307,73,161
113,36,158
258,49,55
15,290,285
209,3,263
169,49,66
27,56,240
136,130,230
81,41,14
253,163,253
76,7,182
2,177,223
113,75,260
297,109,29
168,254,64
182,57,248
368,201,208
326,241,181
260,109,159
315,222,203
394,137,203
128,174,191
9,105,169
234,69,229
154,280,70
348,231,116
186,59,131
197,62,169
64,153,84
21,219,242
396,280,138
59,287,203
326,274,235
286,141,290
397,25,268
355,27,67
292,46,144
102,181,69
247,52,137
160,50,190
47,244,133
8,10,231
345,131,274
162,146,37
196,96,233
112,186,288
149,71,262
385,37,51
390,75,238
60,259,143
31,221,26
209,83,212
400,86,253
267,50,144
133,237,192
146,46,199
123,145,5
126,86,93
146,172,77
331,146,215
102,181,27
306,65,18
142,159,97
148,224,141
134,194,300
296,95,221
157,132,16
74,256,145
396,244,293
59,241,226
378,21,159
399,94,105
271,290,192
218,205,195
202,216,156
362,82,226
287,243,66
255,125,175
328,88,105
111,153,42
14,236,283
55,240,33
102,212,122
261,106,95
369,59,297
356,159,27
395,12,107
64,179,35
90,2,41
45,111,230
155,43,98
156,239,185
29,141,73
96,269,237
200,254,26
208,98,138
295,151,267
386,278,60
144,179,71
219,236,135
368,198,132
12,116,25
67,164,225
75,208,273
53,208,248
16,122,112
148,191,259
246,293,287
303,289,259
361,167,88
386,24,17
44,293,112
186,124,45
19,277,144
198,116,118
325,248,136
245,61,209
157,283,220
325,206,277
332,218,137
301,298,66
76,101,242
304,101,205
189,27,294
367,212,93
257,289,150
360,286,126
100,7,255
36,151,234
20,138,70
319,13,6
243,259,154
321,136,222
45,123,183
169,195,67
393,197,229
209,126,102
54,8,228
46,2,277
251,291,120
380,10,244
285,8,118
187,41,275
174,53,13
64,278,90
44,292,204
367,95,128
305,120,73
316,33,227
219,134,274
299,225,273
38,300,47
389,241,52
109,267,45
115,36,250
151,66,268
101,292,153
166,144,210
393,249,102
28,280,218
147,76,5
229,114,92
257,82,163
107,248,85
376,96,154
296,26,198
332,30,232
83,177,19
49,93,169
111,231,177
159,82,207
224,296,127
8,20,57
351,66,42
81,43,269
250,124,291
363,21,94
214,82,46
175,240,234
354,274,223
109,164,136
343,214,199
158,7,12
308,288,272
98,49,156
307,52,88
380,187,96
261,223,46
348,152,5
167,292,209
283,5,57
79,159,116
70,111,202
222,104,27
110,88,299
354,2,38
16,255,41
381,72,217
152,230,199
219,156,283
165,23,203
202,233,99
120,80,125
11,207,103
279,190,203
209,212,47
74,293,146
213,293,273
391,287,154
123,222,276
229,227,98
345,273,284
355,50,183
226,11,265
238,104,218
317,120,267
71,261,298
55,271,74
280,150,218
178,223,216
127,269,126
138,136,240
279,134,86
135,186,237
211,104,107
212,30,245
270,220,231
17,52,186
319,24,114
283,168,295
374,100,233
143,12,286
179,144,116
240,98,265
228,221,70
49,158,289
5,13,83
362,57,41
236,48,185
186,38,221
228,146,149
373,257,151
18,52,236
132,25,92
368,119,286
322,116,205
233,87,75
191,57,290
47,256,196
321,50,139
347,6,293
242,45,36
218,139,203
142,137,212
180,189,46
150,177,142
74,288,61
282,76,296
25,161,18
189,86,160
260,60,161
333,5,27
170,248,209
10,129,21
96,42,29
237,166,217
15,233,276
355,8,237
330,291,185
21,83,40
31,237,32
48,122,76
76,161,64
89,244,132
324,39,67
77,252,199
356,78,149
169,185,237
182,242,269
361,210,206
389,265,170
306,150,290
378,233,177
35,197,203
114,107,97
101,281,28
116,197,236
137,269,120
300,38,213
312,284,265
70,253,254
334,260,142
201,2,60
354,120,78
94,7,266
183,221,228
136,118,227
369,224,100
242,115,153
133,198,296
190,232,108
80,43,283
241,281,185
195,239,53
218,253,266
261,105,21
199,106,36
125,273,23
75,201,6
152,177,168
42,99,261
298,13,290
181,251,254
182,3,247
391,115,17
271,298,224
41,200,273
217,136,116
138,32,72
5,219,182
241,266,144
182,216,193
257,15,243
199,233,258
169,229,115
400,132,201
376,183,222
66,214,177
77,172,121
201,101,251
32,249,166
299,96,177
19,66,274
119,161,120
43,254,252
326,225,159
280,112,49
364,106,252
276,241,41
118,81,231
149,77,254
150,61,116
103,168,264
390,128,93
66,135,153
213,16,185
234,135,208
251,197,154
128,181,293
371,260,62
136,130,64
50,95,241
166,131,118
400,12,184
315,210,232
219,125,145
222,139,198
270,135,269
57,233,137
169,181,40
309,205,125
209,219,122
375,118,19
30,207,180
284,232,155
128,168,188
366,183,126
152,82,265
241,148,114
88,221,111
253,140,237
163,236,284
393,294,15
117,28,297
205,24,189
17,149,280
325,229,199
263,298,296
309,39,12
128,15,58
85,260,67
395,205,158
202,88,178
92,194,22
382,127,203
45,81,190
334,260,7
386,124,73
56,237,278
393,232,101
225,179,275
62,144,181
300,108,290
90,134,161
198,91,49
102,67,280
65,11,226
136,267,268
255,141,124
375,7,62
64,148,193
154,70,19
180,184,180
245,189,123
128,279,105
331,28,47
387,254,31
138,50,116
44,282,226
37,16,16
381,102,295
269,240,223
140,137,120
365,298,218
126,177,239
168,169,124
216,28,151
321,299,74
19,106,169
253,28,66
11,279,295
241,241,35
196,178,3
315,79,261
129,19,154
181,135,109
147,126,60
355,79,142
363,161,298
305,226,290
65,129,212
388,185,225
57,300,133
299,130,76
364,180,199
286,190,111
177,128,187
286,195,261
228,64,232
373,94,51
83,208,121
93,52,245
202,189,52
275,151,217
137,8,77
269,215,45
321,205,69
357,250,159
134,16,21
337,171,155
382,138,271
43,19,296
261,165,229
256,272,12
148,31,148
381,187,241
301,124,201
255,241,7
225,60,124
29,290,8
6,21,54
72,196,278
176,33,97
181,135,177
159,237,93
274,93,183
378,286,32
357,274,142
121,220,110
369,99,201
89,157,271
37,250,184
235,238,82
194,284,148
91,137,106
148,140,119
347,76,22
10,201,93
90,75,287
29,32,273
138,21,239
318,191,163
387,173,225
36,235,138
90,294,250
13,172,37
213,80,288
254,148,51
100,257,125
44,143,4
202,3,229
175,157,43
195,158,72
156,201,134
43,238,51
382,242,288
107,165,279
125,33,129
341,230,105
133,52,121
86,186,54
5,55,125
351,17,60
344,106,117
72,204,14
58,59,260
193,118,177
191,19,122
177,165,111
291,90,168
331,231,7
245,272,64
330,52,18
28,255,182
106,234,116
95,41,290
361,243,64
43,138,116
151,207,205
232,19,63
280,145,68
390,4,135
74,175,16
134,51,67
110,137,75
280,75,264
169,144,3
272,60,271
348,42,184
379,198,74
171,51,223
338,179,196
75,97,90
92,130,34
235,42,272
108,83,229
236,233,20
32,213,62
155,23,253
181,38,261
334,31,147
186,125,19
33,173,152
86,37,97
57,51,215
179,273,49
52,293,10
167,273,179
375,107,67
290,79,263
32,81,15
176,159,20
281,297,78
28,171,165
77,127,228
182,41,14
31,288,35
68,77,116
328,192,207
205,170,196
342,280,137
268,209,242
341,296,271
384,260,278
60,199,145
338,231,63
371,251,260
140,269,248
145,225,99
9,147,167
328,78,187
23,291,246
395,125,241
237,161,163
70,204,205
259,152,131
155,85,116
158,128,146
140,84,119
350,58,96
254,279,75
173,126,247
375,21,58
35,200,228
76,167,185
277,267,207
279,126,146
215,185,171
43,288,245
258,40,72
56,43,125
81,288,272
163,192,26
127,13,6
176,19,160
379,8,58
376,59,86
353,229,103
133,42,14
119,255,104
347,1,15
68,27,10
151,249,157
92,36,184
337,204,35
141,84,200
155,185,100
112,9,5
226,16,72
114,38,105
104,61,294
154,278,166
11,156,35
349,114,64
348,216,26
189,100,67
67,149,224
223,245,282
71,225,30
194,180,231
322,189,218
243,153,201
70,132,165
3,252,78
247,58,185
80,8,274
187,30,245
12,39,157
218,246,198
351,209,184
156,206,190
396,121,64
65,276,259
141,141,224
353,271,25
272,163,168
77,1,211
308,180,298
183,150,163
190,264,139
203,132,148
361,211,223
25,238,11
357,181,60
128,177,62
207,207,112
253,42,245
297,67,5
370,73,40
34,86,15
315,5,111
217,1,122
278,47,139
232,113,294
333,64,292
395,168,40
321,247,14
16,7,96
118,150,7
27,98,100
364,186,119
237,144,241
163,280,158
5,7,22
388,38,102
193,101,101
195,130,171
270,137,240
64,227,255
208,114,108
113,4,110
277,9,109
327,197,184
377,254,5
236,186,217
376,281,244
133,12,145
97,272,272
266,128,8
192,54,286
231,140,62
191,173,139
16,258,124
232,292,206
371,50,106
193,64,161
209,103,18
385,213,184
264,236,180
285,36,37
245,78,43
21,184,45
288,112,228
355,292,186
310,291,274
99,70,197
375,36,64
281,105,296
323,20,13
347,207,128
369,189,142
233,45,26
105,4,225
71,279,47
342,112,31
333,66,257
57,230,200
346,281,67
352,300,230
291,38,2
243,75,79
88,31,50
231,19,300
297,16,175
259,32,51
1,83,246
135,90,40
141,68,47
92,141,299
299,143,92
86,127,34
12,96,161
172,52,73
269,7,120
333,195,44
103,273,254
198,272,203
198,109,74
344,95,169
60,5,133
375,233,89
235,238,193
371,74,62
249,197,173
27,51,75
131,46,135
364,244,190
364,262,268
257,212,140
380,194,192
112,278,275
381,191,286
15,253,24
313,141,166
381,52,206
149,2,171
206,101,134
318,163,280
247,263,85
21,83,44
115,205,246
16,167,19
222,92,39
123,116,257
105,18,200
266,187,288
326,278,259
194,63,234
144,151,99
321,165,234
9,158,111
287,242,94
96,125,117
31,64,253
91,32,66
328,141,288
283,83,64
21,36,221
180,84,250
131,109,37
135,211,247
396,53,85
82,198,282
40,97,28
220,18,236
385,10,81
240,220,273
342,84,28
280,127,259
289,284,45
116,75,294
19,11,142
126,51,147
45,250,116
307,110,14
308,92,152
348,113,191
45,99,156
1,185,119
368,280,276
210,289,298
210,273,9
193,273,207
70,165,88
273,143,54
25,236,233
396,258,250
18,155,280
113,134,292
116,202,235
71,210,38
98,123,126
7,190,241
191,216,219
18,65,118
223,106,150
172,71,154
34,140,148
354,17,112
371,179,39
391,54,142
186,255,267
164,280,290
292,40,147
62,230,132
4,81,278
227,253,18
261,32,165
90,97,4
179,86,125
26,136,175
173,210,242
137,2,299
121,110,143
124,255,298
209,188,162
27,287,23
184,135,5
400,145,236
168,183,220
283,86,294
387,228,209
331,20,126
203,39,240
198,292,36
179,227,215
110,280,186
202,146,151
28,28,94
18,288,284
182,278,156
133,189,89
384,90,33
270,264,204
378,153,152
121,286,281
219,214,217
102,57,125
17,10,156
234,88,101
308,187,213
9,206,245
293,90,10
204,7,282
52,212,54
292,179,78
315,179,7
377,188,201
318,77,280
113,24,133
142,290,266
19,155,183
21,94,234
274,99,55
7,137,20
109,89,221
180,57,186
1,115,283
64,80,14
356,205,65
34,99,50
148,51,94
187,93,250
51,244,286
391,56,141
400,102,290
281,157,247
266,86,300
151,278,37
240,192,272
368,118,40
33,12,192
370,197,213
122,196,166
246,240,283
306,191,24
283,295,177
336,81,224
188,234,290
143,109,278
158,75,112
257,144,114
86,97,55
192,234,12
8,166,226
256,98,146
363,129,212
48,172,270
114,272,16
208,8,147
383,153,112
114,236,123
136,272,104
179,230,179
214,133,72
256,53,190
195,72,203
336,211,193
333,83,73
363,182,263
4,59,127
187,104,267
325,248,298
274,43,288
91,70,68
250,182,21
127,13,73
263,134,44
202,237,19
269,162,230
351,86,74
136,194,295
344,188,26
152,209,224
394,40,78
42,19,33
341,114,29
62,242,239
154,257,262
79,8,183
97,69,128
261,13,268
141,4,44
14,195,216
81,277,175
353,134,13
158,56,256
35,156,36
60,2,128
237,71,245
399,235,214
236,96,111
291,148,132
368,208,224
272,60,143
54,236,292
214,147,223
67,190,44
60,214,74
385,37,171
63,85,262
285,164,259
127,146,256
59,288,163
17,51,68
330,128,243
170,114,190
337,198,201
74,227,66
141,10,43
166,54,237
244,186,119
395,168,192
14,208,97
234,70,289
217,260,151
380,132,21
302,207,180
146,161,214
318,209,28
260,253,237
220,217,229
276,215,146
38,52,182
11,31,300
374,130,211
71,172,135
4,118,117
386,274,137
269,173,67
183,2,67
39,119,191
292,27,109
193,275,229
388,48,252
347,93,8
181,36,13
358,268,154
37,109,125
38,47,107
290,268,187
217,132,231
316,173,105
312,151,138
259,172,271
287,165,74
150,146,159
50,252,24
38,257,60
244,78,216
118,228,160
314,264,2
324,115,290
346,187,274
334,70,273
235,286,34
334,150,263
31,36,251
236,49,269
288,127,7
397,287,136
102,205,111
92,259,280
326,150,193
254,219,236
341,266,228
12,20,275
186,47,296
175,30,292
184,3,124
16,36,229
137,72,151
73,140,186
105,224,141
311,39,113
391,65,94
270,78,101
322,42,89
216,159,61
339,214,125
207,159,181
374,224,115
273,168,267
282,166,288
351,186,2
20,112,291
249,103,214
239,120,98
58,288,73
122,122,263
299,249,28
333,4,228
389,192,109
177,135,70
104,65,7
120,71,220
287,286,275
145,225,262
90,264,63
111,119,58
206,49,230
304,109,274
316,58,91
280,246,170
384,9,82
277,89,84
294,285,116
131,16,144
326,65,119
341,204,171
158,240,100
181,277,72
168,117,287
195,159,119
293,221,266
381,93,91
78,55,166
166,165,54
384,250,260
25,176,72
357,216,84
151,240,125
328,51,32
70,290,232
45,16,103
397,172,94
