wage,yearlywage,thirdyw,tuition,signup,scholarship30,scholarship50,scholarship70,afford1,afford2,reduction,grade,afford3,afford4
19786,913,449,30000,3000,21000,15000,9000,333,830,50,3,278,17
5446,813,192,30000,3000,21000,15000,9000,434,977,50,4,817,182
13590,170,94,30000,3000,21000,15000,9000,236,948,50,3,643,697
12988,423,491,30000,3000,21000,15000,9000,631,506,50,1,874,158
12687,712,10,30000,3000,21000,15000,9000,784,300,50,1,960,989
8306,650,349,30000,3000,21000,15000,9000,880,949,50,2,692,664
18991,253,45,30000,3000,21000,15000,9000,305,578,50,1,293,728
11155,878,213,30000,3000,21000,15000,9000,272,859,50,2,74,28
6489,246,794,30000,3000,21000,15000,9000,527,817,50,2,803,75
18686,498,298,30000,3000,21000,15000,9000,897,478,50,1,118,583
18217,47,648,30000,3000,21000,15000,9000,549,979,50,3,530,907
7754,759,501,30000,3000,21000,15000,9000,576,807,50,2,809,757
13598,218,427,30000,3000,21000,15000,9000,344,873,50,1,385,398
9418,344,617,30000,3000,21000,15000,9000,514,72,50,2,975,424
8627,459,623,30000,3000,21000,15000,9000,869,94,50,1,960,234
12283,804,185,30000,3000,21000,15000,9000,759,420,50,4,72,71
19172,985,197,30000,3000,21000,15000,9000,277,635,50,3,233,515
19790,777,756,30000,3000,21000,15000,9000,154,766,50,3,494,715
18613,148,416,30000,3000,21000,15000,9000,768,579,50,2,980,2
14544,222,97,30000,3000,21000,15000,9000,326,568,50,3,584,672
18930,182,833,30000,3000,21000,15000,9000,414,155,50,3,393,121
19481,839,754,30000,3000,21000,15000,9000,513,397,50,4,801,314
5356,822,661,30000,3000,21000,15000,9000,190,204,50,1,607,797
16578,200,673,30000,3000,21000,15000,9000,620,611,50,2,298,920
15248,862,263,30000,3000,21000,15000,9000,828,995,50,3,6,304
15318,357,135,30000,3000,21000,15000,9000,975,559,50,3,355,661
8745,187,120,30000,3000,21000,15000,9000,631,242,50,4,282,769
4950,312,558,30000,3000,21000,15000,9000,198,121,50,1,888,468
19200,994,736,30000,3000,21000,15000,9000,941,474,50,2,190,964
7078,749,330,30000,3000,21000,15000,9000,58,866,50,4,709,810
13883,793,800,30000,3000,21000,15000,9000,827,190,50,4,720,546
15125,278,904,30000,3000,21000,15000,9000,154,226,50,2,449,928
4940,986,39,30000,3000,21000,15000,9000,601,359,50,4,747,907
18927,536,158,30000,3000,21000,15000,9000,12,698,50,4,282,234
18638,296,139,30000,3000,21000,15000,9000,963,614,50,2,793,276
19823,564,99,30000,3000,21000,15000,9000,991,136,50,3,711,955
12619,320,490,30000,3000,21000,15000,9000,216,894,50,4,107,334
12257,987,588,30000,3000,21000,15000,9000,606,191,50,4,10,958
19851,61,875,30000,3000,21000,15000,9000,994,155,50,2,237,617
13143,895,295,30000,3000,21000,15000,9000,46,103,50,2,31,366
17014,658,10,30000,3000,21000,15000,9000,198,840,50,4,616,431
12173,394,963,30000,3000,21000,15000,9000,248,314,50,4,276,728
13357,84,605,30000,3000,21000,15000,9000,21,443,50,1,835,152
8076,211,943,30000,3000,21000,15000,9000,780,290,50,3,371,692
7054,280,43,30000,3000,21000,15000,9000,6,96,50,1,605,277
19206,139,975,30000,3000,21000,15000,9000,106,220,50,4,95,41
10014,360,656,30000,3000,21000,15000,9000,168,831,50,2,752,304
4729,296,557,30000,3000,21000,15000,9000,935,863,50,3,972,259
11475,242,827,30000,3000,21000,15000,9000,853,764,50,2,197,975
16743,280,846,30000,3000,21000,15000,9000,535,661,50,2,362,380
7569,554,461,30000,3000,21000,15000,9000,918,150,50,4,467,230
8697,958,111,30000,3000,21000,15000,9000,817,925,50,4,426,321
16314,337,135,30000,3000,21000,15000,9000,645,327,50,2,467,93
17826,311,357,30000,3000,21000,15000,9000,828,679,50,2,22,805
16639,278,395,30000,3000,21000,15000,9000,486,202,50,2,420,938
10651,29,499,30000,3000,21000,15000,9000,341,882,50,4,492,616
15240,922,209,30000,3000,21000,15000,9000,969,831,50,4,658,946
11479,66,193,30000,3000,21000,15000,9000,724,229,50,1,958,312
10291,519,992,30000,3000,21000,15000,9000,708,870,50,2,766,820
19835,258,414,30000,3000,21000,15000,9000,47,765,50,2,980,286
8102,620,83,30000,3000,21000,15000,9000,800,300,50,2,133,776
17122,455,920,30000,3000,21000,15000,9000,76,937,50,3,418,273
12234,307,820,30000,3000,21000,15000,9000,585,835,50,4,887,581
7915,186,32,30000,3000,21000,15000,9000,180,463,50,1,170,35
18062,354,222,30000,3000,21000,15000,9000,605,786,50,3,581,429
10806,796,156,30000,3000,21000,15000,9000,790,208,50,2,699,233
11780,382,396,30000,3000,21000,15000,9000,570,59,50,1,888,727
16859,446,491,30000,3000,21000,15000,9000,882,953,50,1,920,655
12625,407,516,30000,3000,21000,15000,9000,798,371,50,1,680,986
13728,60,202,30000,3000,21000,15000,9000,157,237,50,1,800,605
16749,222,312,30000,3000,21000,15000,9000,553,446,50,3,680,560
11314,94,548,30000,3000,21000,15000,9000,186,767,50,4,392,810
8346,203,601,30000,3000,21000,15000,9000,756,359,50,1,318,532
17690,878,373,30000,3000,21000,15000,9000,411,460,50,1,271,899
15217,631,952,30000,3000,21000,15000,9000,460,48,50,1,2,342
19864,242,438,30000,3000,21000,15000,9000,184,527,50,2,200,743
6622,482,909,30000,3000,21000,15000,9000,108,681,50,4,697,496
15224,333,900,30000,3000,21000,15000,9000,871,453,50,1,513,551
6441,667,503,30000,3000,21000,15000,9000,782,462,50,3,541,457
4090,169,831,30000,3000,21000,15000,9000,818,182,50,3,211,204
19562,133,905,30000,3000,21000,15000,9000,370,887,50,2,432,851
6135,24,975,30000,3000,21000,15000,9000,293,39,50,1,970,603
17746,808,191,30000,3000,21000,15000,9000,566,40,50,1,557,305
5940,342,810,30000,3000,21000,15000,9000,38,373,50,3,34,648
8458,268,207,30000,3000,21000,15000,9000,911,453,50,3,391,655
14094,734,850,30000,3000,21000,15000,9000,349,228,50,2,198,253
5940,701,384,30000,3000,21000,15000,9000,367,711,50,1,118,659
19604,144,684,30000,3000,21000,15000,9000,86,109,50,2,409,16
4114,53,836,30000,3000,21000,15000,9000,762,39,50,1,633,854
7255,716,154,30000,3000,21000,15000,9000,794,873,50,3,517,144
9509,649,108,30000,3000,21000,15000,9000,953,685,50,2,253,343
19497,53,704,30000,3000,21000,15000,9000,601,695,50,3,521,589
8882,28,903,30000,3000,21000,15000,9000,237,723,50,2,201,474
14709,884,917,30000,3000,21000,15000,9000,606,629,50,4,675,832
17902,67,852,30000,3000,21000,15000,9000,717,448,50,2,622,693
18062,667,674,30000,3000,21000,15000,9000,264,289,50,3,909,803
5477,20,875,30000,3000,21000,15000,9000,827,899,50,4,95,771
17900,652,703,30000,3000,21000,15000,9000,809,876,50,1,951,126
7073,451,553,30000,3000,21000,15000,9000,37,906,50,3,11,733
5461,646,538,30000,3000,21000,15000,9000,106,515,50,1,476,561
8711,434,869,30000,3000,21000,15000,9000,488,78,50,3,333,574
18826,165,323,30000,3000,21000,15000,9000,966,323,50,3,673,764
19624,510,515,30000,3000,21000,15000,9000,130,152,50,1,542,168
16999,694,498,30000,3000,21000,15000,9000,685,375,50,4,821,389
16607,187,670,30000,3000,21000,15000,9000,641,577,50,3,318,773
14746,224,636,30000,3000,21000,15000,9000,889,871,50,4,312,528
15392,756,722,30000,3000,21000,15000,9000,22,735,50,1,687,735
9807,134,706,30000,3000,21000,15000,9000,581,300,50,1,998,941
18392,558,283,30000,3000,21000,15000,9000,838,108,50,3,155,927
8194,440,685,30000,3000,21000,15000,9000,117,969,50,1,767,662
11858,614,201,30000,3000,21000,15000,9000,214,623,50,3,876,607
12367,792,287,30000,3000,21000,15000,9000,353,51,50,2,127,810
8156,222,640,30000,3000,21000,15000,9000,624,262,50,1,940,168
4989,163,169,30000,3000,21000,15000,9000,436,580,50,1,800,529
15575,781,558,30000,3000,21000,15000,9000,158,680,50,4,802,550
15884,200,535,30000,3000,21000,15000,9000,288,984,50,4,636,990
11756,953,402,30000,3000,21000,15000,9000,705,265,50,2,344,708
8248,215,984,30000,3000,21000,15000,9000,94,719,50,4,560,362
12211,299,473,30000,3000,21000,15000,9000,122,254,50,2,75,86
7910,218,439,30000,3000,21000,15000,9000,252,818,50,3,960,433
13910,38,210,30000,3000,21000,15000,9000,794,900,50,1,282,558
9696,186,341,30000,3000,21000,15000,9000,404,575,50,4,247,652
16662,116,443,30000,3000,21000,15000,9000,182,265,50,2,909,391
12167,336,761,30000,3000,21000,15000,9000,200,441,50,1,882,891
10992,530,941,30000,3000,21000,15000,9000,626,938,50,1,279,212
5370,750,87,30000,3000,21000,15000,9000,407,517,50,1,531,956
4082,465,791,30000,3000,21000,15000,9000,529,773,50,4,107,394
12930,731,926,30000,3000,21000,15000,9000,250,855,50,4,180,975
5201,157,630,30000,3000,21000,15000,9000,583,393,50,2,86,345
4553,784,12,30000,3000,21000,15000,9000,319,658,50,2,717,584
5743,318,350,30000,3000,21000,15000,9000,370,23,50,1,209,489
6519,249,567,30000,3000,21000,15000,9000,276,87,50,1,936,10
14080,527,632,30000,3000,21000,15000,9000,62,114,50,2,655,314
12182,559,300,30000,3000,21000,15000,9000,741,15,50,1,201,602
11481,258,117,30000,3000,21000,15000,9000,917,561,50,4,950,981
6464,915,544,30000,3000,21000,15000,9000,498,556,50,4,300,558
18244,302,508,30000,3000,21000,15000,9000,834,628,50,2,90,80
19124,954,665,30000,3000,21000,15000,9000,901,589,50,3,404,765
5709,87,582,30000,3000,21000,15000,9000,252,366,50,4,522,250
5582,574,123,30000,3000,21000,15000,9000,685,894,50,4,675,231
9318,956,368,30000,3000,21000,15000,9000,244,384,50,4,312,744
4132,837,150,30000,3000,21000,15000,9000,677,302,50,1,202,710
6237,850,612,30000,3000,21000,15000,9000,724,317,50,1,555,831
11875,618,536,30000,3000,21000,15000,9000,95,378,50,3,90,31
6238,767,599,30000,3000,21000,15000,9000,289,842,50,3,21,441
9342,848,988,30000,3000,21000,15000,9000,333,383,50,2,670,795
6709,69,166,30000,3000,21000,15000,9000,667,48,50,3,772,865
10697,272,614,30000,3000,21000,15000,9000,868,120,50,4,693,221
11270,432,169,30000,3000,21000,15000,9000,449,963,50,2,710,585
4855,177,289,30000,3000,21000,15000,9000,558,711,50,1,689,853
7832,134,594,30000,3000,21000,15000,9000,381,464,50,2,423,820
4832,525,281,30000,3000,21000,15000,9000,361,953,50,4,212,573
17106,162,957,30000,3000,21000,15000,9000,286,127,50,2,563,941
5421,418,887,30000,3000,21000,15000,9000,5,940,50,3,783,275
11176,686,981,30000,3000,21000,15000,9000,110,84,50,2,623,451
16359,645,177,30000,3000,21000,15000,9000,575,310,50,3,542,453
18474,529,19,30000,3000,21000,15000,9000,497,404,50,2,221,935
8834,641,369,30000,3000,21000,15000,9000,409,846,50,3,71,220
14990,441,443,30000,3000,21000,15000,9000,962,418,50,3,967,215
11408,251,967,30000,3000,21000,15000,9000,298,410,50,3,700,482
17447,848,681,30000,3000,21000,15000,9000,199,774,50,3,587,840
15772,803,195,30000,3000,21000,15000,9000,578,941,50,4,589,234
15993,389,97,30000,3000,21000,15000,9000,436,565,50,3,608,356
13520,731,413,30000,3000,21000,15000,9000,97,126,50,3,95,722
18178,93,405,30000,3000,21000,15000,9000,342,58,50,2,700,654
19171,249,758,30000,3000,21000,15000,9000,699,24,50,3,393,532
11223,809,425,30000,3000,21000,15000,9000,897,842,50,3,642,91
7925,972,459,30000,3000,21000,15000,9000,478,186,50,1,301,12
17915,129,820,30000,3000,21000,15000,9000,109,498,50,4,930,773
14477,570,668,30000,3000,21000,15000,9000,364,574,50,4,43,204
8325,134,989,30000,3000,21000,15000,9000,126,73,50,3,163,634
4819,727,627,30000,3000,21000,15000,9000,311,145,50,1,30,496
19828,176,711,30000,3000,21000,15000,9000,442,789,50,3,553,992
12000,115,913,30000,3000,21000,15000,9000,864,860,50,4,778,140
6400,112,144,30000,3000,21000,15000,9000,958,235,50,1,259,360
18409,147,906,30000,3000,21000,15000,9000,72,836,50,3,157,970
5509,881,678,30000,3000,21000,15000,9000,775,762,50,3,474,98
4764,215,831,30000,3000,21000,15000,9000,978,276,50,4,455,517
15438,791,964,30000,3000,21000,15000,9000,370,315,50,1,792,196
6632,365,798,30000,3000,21000,15000,9000,414,809,50,3,230,555
13626,730,630,30000,3000,21000,15000,9000,938,838,50,1,565,153
12085,567,863,30000,3000,21000,15000,9000,249,569,50,4,312,320
14337,686,130,30000,3000,21000,15000,9000,567,673,50,1,387,422
19601,100,693,30000,3000,21000,15000,9000,124,634,50,2,758,537
4666,687,650,30000,3000,21000,15000,9000,998,602,50,2,486,291
17567,87,868,30000,3000,21000,15000,9000,448,6,50,2,617,487
10014,938,178,30000,3000,21000,15000,9000,515,767,50,1,678,63
18058,735,577,30000,3000,21000,15000,9000,784,666,50,4,493,430
13769,204,874,30000,3000,21000,15000,9000,959,10,50,4,198,79
7674,91,998,30000,3000,21000,15000,9000,886,78,50,3,379,343
11466,312,393,30000,3000,21000,15000,9000,983,62,50,3,208,153
13224,495,461,30000,3000,21000,15000,9000,322,680,50,1,965,276
16144,620,301,30000,3000,21000,15000,9000,780,900,50,3,549,488
5300,933,498,30000,3000,21000,15000,9000,573,539,50,3,96,530
19460,240,932,30000,3000,21000,15000,9000,189,328,50,3,47,737
15541,243,959,30000,3000,21000,15000,9000,57,308,50,1,608,913
9023,810,689,30000,3000,21000,15000,9000,954,26,50,4,754,78
17504,715,279,30000,3000,21000,15000,9000,127,838,50,1,404,693
8206,280,15,30000,3000,21000,15000,9000,542,834,50,1,329,304
17599,189,7,30000,3000,21000,15000,9000,853,418,50,2,487,444
15428,448,441,30000,3000,21000,15000,9000,719,565,50,3,595,259
6697,8,16,30000,3000,21000,15000,9000,201,171,50,4,800,328
16871,155,958,30000,3000,21000,15000,9000,548,309,50,1,19,816
16326,375,60,30000,3000,21000,15000,9000,39,416,50,3,559,637
16194,598,419,30000,3000,21000,15000,9000,180,685,50,3,959,235
16841,924,430,30000,3000,21000,15000,9000,533,932,50,4,799,364
19629,188,573,30000,3000,21000,15000,9000,828,703,50,1,131,160
11822,761,988,30000,3000,21000,15000,9000,851,725,50,4,532,697
6438,838,740,30000,3000,21000,15000,9000,199,395,50,1,210,859
13809,843,896,30000,3000,21000,15000,9000,246,604,50,4,588,253
13517,831,527,30000,3000,21000,15000,9000,375,93,50,1,642,437
16665,530,522,30000,3000,21000,15000,9000,165,675,50,4,714,235
9935,625,415,30000,3000,21000,15000,9000,759,477,50,4,113,397
10197,373,315,30000,3000,21000,15000,9000,349,667,50,1,997,789
14704,784,119,30000,3000,21000,15000,9000,225,803,50,3,688,757
6555,474,311,30000,3000,21000,15000,9000,515,794,50,3,506,145
9806,504,190,30000,3000,21000,15000,9000,688,819,50,2,547,889
15059,456,583,30000,3000,21000,15000,9000,595,729,50,3,407,619
15589,750,426,30000,3000,21000,15000,9000,744,681,50,1,487,434
5768,468,500,30000,3000,21000,15000,9000,700,154,50,4,992,756
6620,421,760,30000,3000,21000,15000,9000,776,250,50,4,624,427
19620,359,744,30000,3000,21000,15000,9000,339,33,50,3,290,208
4265,538,8,30000,3000,21000,15000,9000,589,317,50,2,66,536
6719,825,480,30000,3000,21000,15000,9000,198,217,50,2,429,410
5870,267,581,30000,3000,21000,15000,9000,229,305,50,3,708,84
15118,104,638,30000,3000,21000,15000,9000,951,628,50,2,97,690
16748,797,463,30000,3000,21000,15000,9000,134,805,50,4,626,572
12734,921,424,30000,3000,21000,15000,9000,860,389,50,3,678,204
12499,346,408,30000,3000,21000,15000,9000,404,855,50,1,592,710
17907,246,401,30000,3000,21000,15000,9000,980,554,50,3,245,240
7577,350,971,30000,3000,21000,15000,9000,471,63,50,1,217,700
10888,189,823,30000,3000,21000,15000,9000,20,989,50,3,821,126
13878,604,207,30000,3000,21000,15000,9000,101,425,50,3,695,368
9861,881,820,30000,3000,21000,15000,9000,665,853,50,1,31,78
6089,620,248,30000,3000,21000,15000,9000,719,504,50,1,695,368
13719,914,753,30000,3000,21000,15000,9000,362,172,50,3,647,654
9149,401,604,30000,3000,21000,15000,9000,578,8,50,3,878,826
5309,478,924,30000,3000,21000,15000,9000,283,53,50,1,619,103
11186,664,4,30000,3000,21000,15000,9000,432,236,50,1,987,933
19081,283,352,30000,3000,21000,15000,9000,32,35,50,1,418,358
5645,779,766,30000,3000,21000,15000,9000,105,470,50,3,901,947
13266,935,500,30000,3000,21000,15000,9000,976,808,50,4,723,462
12370,673,105,30000,3000,21000,15000,9000,360,494,50,3,388,101
15972,33,750,30000,3000,21000,15000,9000,905,840,50,1,744,1
10385,532,970,30000,3000,21000,15000,9000,50,50,50,3,721,9
4624,657,990,30000,3000,21000,15000,9000,386,184,50,2,883,623
18677,316,952,30000,3000,21000,15000,9000,179,12,50,3,199,838
4026,523,951,30000,3000,21000,15000,9000,910,818,50,4,960,55
15598,439,84,30000,3000,21000,15000,9000,580,888,50,1,524,760
17662,165,869,30000,3000,21000,15000,9000,731,147,50,1,865,286
7226,144,457,30000,3000,21000,15000,9000,590,598,50,2,789,737
8520,498,30,30000,3000,21000,15000,9000,638,483,50,3,321,255
7903,618,597,30000,3000,21000,15000,9000,973,617,50,1,604,515
18488,538,594,30000,3000,21000,15000,9000,980,89,50,4,325,135
5097,336,728,30000,3000,21000,15000,9000,687,367,50,4,720,2
18616,270,282,30000,3000,21000,15000,9000,960,139,50,4,30,334
8297,295,380,30000,3000,21000,15000,9000,380,140,50,3,925,547
6173,512,365,30000,3000,21000,15000,9000,627,892,50,1,167,395
17111,41,21,30000,3000,21000,15000,9000,962,451,50,3,415,280
8602,226,150,30000,3000,21000,15000,9000,693,354,50,3,355,119
9049,34,388,30000,3000,21000,15000,9000,848,363,50,3,972,647
18262,420,69,30000,3000,21000,15000,9000,80,778,50,2,261,624
16323,718,287,30000,3000,21000,15000,9000,110,639,50,3,967,312
16563,108,601,30000,3000,21000,15000,9000,640,133,50,3,247,958
10329,861,533,30000,3000,21000,15000,9000,152,361,50,3,55,606
11343,244,681,30000,3000,21000,15000,9000,211,2,50,2,5,594
11804,594,785,30000,3000,21000,15000,9000,214,341,50,1,10,93
4459,241,567,30000,3000,21000,15000,9000,230,29,50,2,578,910
16363,473,672,30000,3000,21000,15000,9000,187,269,50,2,360,978
7156,380,492,30000,3000,21000,15000,9000,625,92,50,1,894,981
10617,473,198,30000,3000,21000,15000,9000,647,281,50,1,399,693
7808,442,406,30000,3000,21000,15000,9000,563,428,50,2,246,399
13502,403,540,30000,3000,21000,15000,9000,992,627,50,3,909,517
15875,605,135,30000,3000,21000,15000,9000,732,69,50,4,515,605
12678,743,741,30000,3000,21000,15000,9000,889,941,50,2,661,28
8069,804,133,30000,3000,21000,15000,9000,357,696,50,2,427,475
6314,116,781,30000,3000,21000,15000,9000,768,251,50,2,252,370
14750,615,754,30000,3000,21000,15000,9000,638,835,50,2,305,571
12156,285,869,30000,3000,21000,15000,9000,311,452,50,1,700,991
18430,631,924,30000,3000,21000,15000,9000,361,932,50,4,358,452
6029,955,544,30000,3000,21000,15000,9000,848,957,50,2,683,824
17644,432,963,30000,3000,21000,15000,9000,824,300,50,3,482,608
4061,37,557,30000,3000,21000,15000,9000,316,324,50,3,974,542
15475,745,636,30000,3000,21000,15000,9000,936,977,50,4,657,296
7455,186,971,30000,3000,21000,15000,9000,1,663,50,4,991,344
12663,275,13,30000,3000,21000,15000,9000,392,752,50,4,516,722
6319,884,888,30000,3000,21000,15000,9000,495,835,50,1,457,858
10170,299,481,30000,3000,21000,15000,9000,742,33,50,1,442,950
9594,998,997,30000,3000,21000,15000,9000,229,546,50,1,576,898
15771,620,488,30000,3000,21000,15000,9000,173,878,50,3,528,230
12831,265,611,30000,3000,21000,15000,9000,514,136,50,3,494,286
14652,674,536,30000,3000,21000,15000,9000,900,250,50,1,972,297
18789,548,362,30000,3000,21000,15000,9000,595,619,50,4,496,27
13321,430,596,30000,3000,21000,15000,9000,650,38,50,4,952,962
15756,973,40,30000,3000,21000,15000,9000,556,456,50,4,359,440
7001,591,132,30000,3000,21000,15000,9000,113,865,50,1,971,450
15417,541,518,30000,3000,21000,15000,9000,532,397,50,4,420,70
11271,961,571,30000,3000,21000,15000,9000,474,980,50,3,829,642
6374,667,207,30000,3000,21000,15000,9000,848,640,50,2,648,57
14492,462,837,30000,3000,21000,15000,9000,166,472,50,4,577,635
15971,982,983,30000,3000,21000,15000,9000,875,920,50,3,349,523
7718,892,458,30000,3000,21000,15000,9000,539,127,50,3,361,679
11758,591,959,30000,3000,21000,15000,9000,691,551,50,2,911,328
12696,568,613,30000,3000,21000,15000,9000,842,11,50,3,907,77
14552,69,361,30000,3000,21000,15000,9000,833,815,50,2,658,32
15913,514,159,30000,3000,21000,15000,9000,29,650,50,1,260,156
19940,403,341,30000,3000,21000,15000,9000,478,544,50,2,987,336
14058,921,279,30000,3000,21000,15000,9000,871,54,50,3,754,996
17075,61,472,30000,3000,21000,15000,9000,112,764,50,2,487,920
15577,563,453,30000,3000,21000,15000,9000,271,722,50,3,822,127
6142,227,476,30000,3000,21000,15000,9000,28,706,50,3,393,88
9670,970,66,30000,3000,21000,15000,9000,499,795,50,3,259,77
9753,514,525,30000,3000,21000,15000,9000,372,870,50,3,962,661
19063,616,518,30000,3000,21000,15000,9000,414,674,50,1,705,473
10088,910,670,30000,3000,21000,15000,9000,181,23,50,4,235,30
4784,405,245,30000,3000,21000,15000,9000,288,669,50,3,779,902
13327,703,193,30000,3000,21000,15000,9000,975,113,50,2,948,543
6986,65,849,30000,3000,21000,15000,9000,654,892,50,2,384,573
18655,529,573,30000,3000,21000,15000,9000,756,475,50,4,133,906
9699,395,296,30000,3000,21000,15000,9000,56,132,50,3,74,45
9734,343,351,30000,3000,21000,15000,9000,801,893,50,4,471,41
10354,194,506,30000,3000,21000,15000,9000,732,752,50,1,648,553
8426,856,345,30000,3000,21000,15000,9000,278,469,50,1,242,658
5209,104,873,30000,3000,21000,15000,9000,263,392,50,2,775,663
15660,364,856,30000,3000,21000,15000,9000,454,822,50,1,471,174
4592,738,621,30000,3000,21000,15000,9000,263,177,50,4,687,853
10452,875,494,30000,3000,21000,15000,9000,503,224,50,4,347,319
12626,444,157,30000,3000,21000,15000,9000,44,95,50,3,691,230
14961,728,175,30000,3000,21000,15000,9000,603,566,50,1,839,435
9245,608,219,30000,3000,21000,15000,9000,557,485,50,3,561,51
13122,101,227,30000,3000,21000,15000,9000,238,836,50,4,628,745
13487,50,65,30000,3000,21000,15000,9000,63,382,50,4,366,916
16894,970,420,30000,3000,21000,15000,9000,865,103,50,1,890,317
6040,661,539,30000,3000,21000,15000,9000,343,633,50,4,878,714
11922,869,677,30000,3000,21000,15000,9000,127,303,50,1,577,768
18346,452,834,30000,3000,21000,15000,9000,76,453,50,1,470,915
18497,193,600,30000,3000,21000,15000,9000,64,140,50,2,641,206
11252,202,786,30000,3000,21000,15000,9000,719,757,50,4,118,777
4540,318,257,30000,3000,21000,15000,9000,779,463,50,1,63,301
13810,367,603,30000,3000,21000,15000,9000,504,677,50,3,17,65
10404,440,544,30000,3000,21000,15000,9000,177,407,50,3,416,650
10057,816,668,30000,3000,21000,15000,9000,485,228,50,3,546,561
15483,84,907,30000,3000,21000,15000,9000,591,78,50,4,316,772
13470,653,277,30000,3000,21000,15000,9000,173,364,50,2,247,359
12217,351,730,30000,3000,21000,15000,9000,608,860,50,2,776,711
15975,95,508,30000,3000,21000,15000,9000,824,498,50,3,377,647
5298,886,475,30000,3000,21000,15000,9000,780,922,50,4,139,143
9399,153,669,30000,3000,21000,15000,9000,147,894,50,3,446,813
18740,993,374,30000,3000,21000,15000,9000,902,135,50,2,873,285
7748,397,701,30000,3000,21000,15000,9000,925,771,50,1,30,1
12572,167,224,30000,3000,21000,15000,9000,528,186,50,1,826,278
17052,38,384,30000,3000,21000,15000,9000,858,492,50,4,113,549
11721,936,178,30000,3000,21000,15000,9000,445,232,50,4,989,717
14301,806,282,30000,3000,21000,15000,9000,239,408,50,3,802,707
9763,481,302,30000,3000,21000,15000,9000,629,976,50,2,425,975
16407,939,28,30000,3000,21000,15000,9000,265,226,50,4,130,668
13042,632,55,30000,3000,21000,15000,9000,544,186,50,3,300,897
6831,398,313,30000,3000,21000,15000,9000,203,642,50,1,79,45
15546,820,214,30000,3000,21000,15000,9000,895,647,50,3,803,570
9753,208,386,30000,3000,21000,15000,9000,137,574,50,3,397,639
6058,339,621,30000,3000,21000,15000,9000,272,335,50,1,36,983
4323,148,148,30000,3000,21000,15000,9000,508,897,50,4,760,869
9691,591,340,30000,3000,21000,15000,9000,319,701,50,2,574,669
14747,764,24,30000,3000,21000,15000,9000,755,955,50,2,380,744
12689,853,175,30000,3000,21000,15000,9000,551,721,50,2,82,267
9139,384,463,30000,3000,21000,15000,9000,95,941,50,3,114,28
9403,338,846,30000,3000,21000,15000,9000,606,422,50,4,646,46
7745,267,506,30000,3000,21000,15000,9000,930,456,50,4,667,404
19423,564,257,30000,3000,21000,15000,9000,846,704,50,1,580,734
5923,877,960,30000,3000,21000,15000,9000,50,438,50,4,604,166
11355,412,706,30000,3000,21000,15000,9000,814,222,50,2,905,596
8444,917,22,30000,3000,21000,15000,9000,37,869,50,2,455,79
11134,602,483,30000,3000,21000,15000,9000,379,501,50,3,922,948
14175,154,479,30000,3000,21000,15000,9000,771,171,50,2,191,445
13771,543,839,30000,3000,21000,15000,9000,542,852,50,2,432,91
11980,46,322,30000,3000,21000,15000,9000,688,798,50,1,749,850
18863,435,579,30000,3000,21000,15000,9000,312,904,50,3,211,22
17229,117,49,30000,3000,21000,15000,9000,832,809,50,4,114,842
7269,592,957,30000,3000,21000,15000,9000,49,207,50,3,592,20
15111,480,260,30000,3000,21000,15000,9000,876,121,50,1,782,287
15934,468,329,30000,3000,21000,15000,9000,248,29,50,1,628,675
18254,617,661,30000,3000,21000,15000,9000,386,230,50,2,80,651
6828,787,261,30000,3000,21000,15000,9000,528,564,50,3,474,952
14374,980,489,30000,3000,21000,15000,9000,503,198,50,4,359,343
14824,35,562,30000,3000,21000,15000,9000,923,994,50,4,971,275
5645,132,932,30000,3000,21000,15000,9000,147,458,50,4,566,178
15454,47,200,30000,3000,21000,15000,9000,869,609,50,1,101,361
16486,517,809,30000,3000,21000,15000,9000,734,219,50,1,124,716
11822,625,997,30000,3000,21000,15000,9000,921,781,50,1,850,526
10727,957,51,30000,3000,21000,15000,9000,162,587,50,1,697,623
19762,532,691,30000,3000,21000,15000,9000,174,286,50,2,998,241
14771,174,871,30000,3000,21000,15000,9000,750,29,50,3,944,793
7340,279,599,30000,3000,21000,15000,9000,811,426,50,3,346,475
15772,152,423,30000,3000,21000,15000,9000,255,151,50,1,411,911
13976,769,576,30000,3000,21000,15000,9000,267,64,50,3,412,766
17633,89,231,30000,3000,21000,15000,9000,364,727,50,3,314,114
18528,245,170,30000,3000,21000,15000,9000,375,124,50,3,27,6
16577,864,856,30000,3000,21000,15000,9000,587,206,50,2,884,254
6695,181,375,30000,3000,21000,15000,9000,847,913,50,2,627,731
15926,186,7,30000,3000,21000,15000,9000,819,171,50,3,918,345
5478,310,294,30000,3000,21000,15000,9000,903,631,50,4,315,41
11144,108,511,30000,3000,21000,15000,9000,467,956,50,2,357,723
9132,411,396,30000,3000,21000,15000,9000,675,883,50,1,395,431
4574,296,310,30000,3000,21000,15000,9000,612,716,50,3,237,709
18273,115,477,30000,3000,21000,15000,9000,826,832,50,2,481,340
8785,406,558,30000,3000,21000,15000,9000,601,869,50,1,732,174
6533,922,137,30000,3000,21000,15000,9000,410,4,50,2,876,110
10773,757,493,30000,3000,21000,15000,9000,376,263,50,4,462,602
15961,772,942,30000,3000,21000,15000,9000,674,921,50,3,813,816
