wage,costliving,gender,age,bactype,branch,userexperience
14373,1906,1,17,1,1,90
12081,1840,1,21,1,1,43
10015,2065,2,24,1,1,41
7952,2069,1,21,1,2,52
3679,1967,2,20,1,1,77
12778,2102,1,25,1,1,20
13062,1632,2,23,1,2,90
14050,2014,1,21,1,2,82
11608,2405,1,26,1,1,50
4730,2026,1,18,1,1,60
9367,2215,1,24,1,2,40
10902,1624,1,24,1,2,41
5282,1407,1,24,1,2,43
12257,2128,2,24,1,1,77
3089,2459,2,17,1,2,21
12902,1752,2,26,1,1,54
4752,1942,1,26,1,1,73
3839,1412,2,25,1,2,12
9240,2423,1,26,1,2,69
4724,1564,1,19,1,2,71
11750,1981,1,20,1,2,33
13105,1972,2,25,1,1,45
4956,1997,1,26,1,2,73
11595,1489,2,22,1,2,5
12757,2413,2,20,1,2,6
8874,1837,1,20,1,2,75
8806,1622,2,26,1,2,13
7864,1784,1,23,1,2,54
5286,2098,1,22,1,2,93
10288,1987,1,24,1,2,26
4063,2452,1,24,1,2,36
10482,1507,1,23,1,1,87
12857,1443,1,26,1,2,75
3768,2208,2,22,1,2,84
3549,2404,2,18,1,1,44
14485,1711,1,22,1,1,8
3874,2242,1,25,1,2,91
11956,1883,2,18,1,2,2
9635,2237,2,21,1,1,41
7844,1702,1,26,1,2,5
3580,1871,1,20,1,2,76
5015,1598,2,17,1,1,34
5481,2330,2,23,1,1,74
13256,2344,2,21,1,1,24
13078,1810,1,19,1,1,64
6729,2478,1,21,1,1,57
4805,1401,2,21,1,2,62
8744,2339,1,22,1,2,64
14824,1976,1,19,1,1,35
7569,1896,1,18,1,2,65
9946,2031,1,17,1,1,82
11948,1865,1,22,1,2,8
5592,2237,1,21,1,1,8
11194,2104,1,26,1,1,54
6421,2303,2,23,1,1,15
13061,2240,1,22,1,2,18
7696,1464,2,24,1,1,34
10760,1662,2,21,1,2,1
6209,1577,2,24,1,2,6
9166,1574,2,21,1,1,30
9873,1815,1,23,1,1,71
3894,1967,1,21,1,1,86
9084,2401,2,25,1,2,48
14716,2034,2,23,1,1,33
5921,2479,1,20,1,1,19
4124,1899,2,19,1,1,40
14395,1971,2,24,1,2,91
4462,1662,1,24,1,2,25
8167,2377,1,26,1,1,41
8376,1877,2,19,1,1,72
11012,1477,2,26,1,2,21
3296,2496,2,17,1,2,88
8089,1491,2,17,1,2,80
14179,2379,2,20,1,1,4
14052,1881,1,21,1,2,26
3401,1545,2,17,1,1,43
4344,2128,1,24,1,2,37
7649,2091,1,26,1,2,61
13319,1715,1,22,1,2,41
14048,2487,2,23,1,1,65
6162,1400,1,23,1,1,79
10071,1746,2,19,1,2,97
3854,2097,2,20,1,1,36
11863,1695,2,17,1,2,48
12280,1715,1,17,1,2,86
9873,1613,2,26,1,2,24
5400,1864,1,18,1,1,31
3031,1553,1,18,1,2,14
14548,2009,1,19,1,2,71
14893,2490,1,22,1,1,63
7368,2064,1,25,1,1,63
6664,2292,2,21,1,2,2
4764,1975,2,26,1,2,67
4714,2160,1,19,1,1,51
12978,2441,1,24,1,1,56
9678,2485,2,17,1,1,85
7788,1462,1,25,1,1,2
3265,2447,1,22,1,1,18
13364,2043,2,18,1,1,28
11156,1479,1,25,1,2,93
12812,1860,1,24,1,2,17
11140,1740,1,18,1,2,57
3462,1710,2,20,1,2,76
7247,2024,2,18,1,1,75
4882,2241,1,25,1,1,20
6076,2479,2,17,1,1,100
11243,2085,1,20,1,2,2
12032,1426,2,20,1,1,11
9434,1413,1,26,1,2,79
6440,2145,1,22,1,2,44
8296,2183,1,23,1,2,18
13951,1501,1,21,1,1,50
3372,1579,1,25,1,1,3
9062,2341,2,23,1,2,44
11280,1433,2,24,1,1,77
12846,1813,1,17,1,1,23
7537,1477,1,26,1,1,85
7361,2358,1,18,1,1,5
14861,1606,2,17,1,2,7
10339,1622,2,21,1,1,25
12745,1544,2,23,1,1,1
5533,1951,2,22,1,1,28
14587,2224,2,22,1,2,89
9318,2021,2,21,1,1,63
10310,2364,2,23,1,2,44
3936,1690,2,24,1,1,68
12720,1601,1,24,1,2,70
7464,2311,1,26,1,1,61
6133,1768,2,25,1,1,67
10162,1544,2,26,1,1,89
12212,1510,1,17,1,2,23
9884,2031,1,25,1,1,2
3490,1486,1,18,1,1,78
9745,1865,1,21,1,2,69
10312,1777,2,26,1,1,66
9332,1542,1,25,1,1,38
9889,1587,2,24,1,2,42
12262,1664,2,24,1,2,63
5904,2440,1,24,1,2,26
14230,1712,2,25,1,2,98
8805,1497,1,20,1,1,24
10856,2142,2,26,1,2,79
10986,1955,1,24,1,2,17
6044,1743,1,24,1,2,41
5678,2226,1,18,1,2,32
4512,2242,1,20,1,1,91
11714,1793,1,23,1,2,48
4478,1550,2,26,1,1,83
4516,1517,2,18,1,1,7
14322,1881,1,19,1,2,29
13404,1515,1,18,1,2,61
10664,2234,2,26,1,1,77
7488,1767,2,23,1,2,26
3872,1831,2,18,1,1,100
7548,1506,1,19,1,1,67
6893,1470,2,25,1,1,42
12187,2059,1,26,1,1,43
5636,2019,2,23,1,1,100
10024,1737,2,22,1,2,99
14560,1562,2,22,1,2,87
4736,1949,1,24,1,2,52
4017,2202,2,26,1,2,67
8679,2153,2,24,1,2,36
14870,1513,1,26,1,1,86
7763,1941,2,23,1,1,3
12311,1403,2,19,1,2,27
8589,2197,2,23,1,2,68
13396,1755,2,26,1,2,78
5834,1901,1,21,1,2,29
9860,2116,1,18,1,2,49
7419,1838,2,23,1,2,71
11266,2311,2,21,1,1,34
11177,2360,1,17,1,2,45
12835,2143,1,25,1,2,6
4034,1894,1,23,1,1,14
6106,2249,2,20,1,1,49
3030,1412,1,20,1,2,52
7989,2105,2,20,1,1,1
11472,1715,1,24,1,1,36
5440,2335,1,24,1,1,23
7114,2346,1,21,1,1,91
5244,2250,2,24,1,2,26
10467,2105,1,18,1,2,75
6288,2029,2,17,1,1,97
3669,2360,1,22,1,2,58
14618,2202,2,25,1,1,64
3335,1639,1,26,1,1,8
8565,2364,2,21,1,2,13
6261,2209,1,18,1,2,28
5247,1469,2,22,1,2,5
14986,1920,2,26,1,1,95
10126,1519,2,25,1,2,9
11828,1977,2,17,1,1,56
13957,1444,2,18,1,2,15
5892,2437,2,17,1,2,94
4760,2198,2,18,1,2,38
11906,1997,2,25,1,1,32
5247,2410,2,26,1,1,32
9373,1546,1,22,1,2,42
5899,1958,1,26,1,1,33
13791,1447,2,24,1,2,21
10354,2312,1,25,1,2,8
6739,1976,2,20,1,2,28
3246,2377,1,17,1,2,90
5667,2191,1,26,1,2,4
13556,2423,2,22,1,2,59
6042,1678,1,17,1,2,9
11899,1668,1,19,1,2,23
3911,1483,2,26,1,1,37
11598,2051,2,18,1,1,20
8306,2034,2,21,1,2,72
14052,2227,1,17,1,2,86
3498,1660,1,24,1,1,85
9859,2106,1,17,1,1,38
8679,1944,1,22,1,2,88
3914,1429,2,21,1,1,7
6714,2245,2,18,1,1,22
7842,2420,2,18,1,2,57
8970,1546,2,20,1,2,7
10224,2264,1,21,1,2,39
13645,2363,1,21,1,1,5
11542,2293,2,17,1,1,62
13881,1436,1,24,1,2,58
4665,1943,1,23,1,1,100
14343,1837,1,18,1,1,70
13172,1570,2,18,1,1,66
9685,2101,2,17,1,1,28
10577,1563,1,24,1,1,21
8394,1796,2,23,1,2,79
11776,1641,2,19,1,2,57
7583,1525,1,22,1,2,48
7267,2457,2,23,1,1,9
4402,2197,2,24,1,1,88
12853,1473,2,20,1,1,62
5340,2237,1,23,1,1,76
4835,2355,2,17,1,1,53
3515,2461,2,21,1,2,57
11957,1466,2,17,1,2,76
5134,1623,2,26,1,1,19
13578,2376,2,25,1,2,38
10806,1795,2,24,1,1,49
5574,1521,1,25,1,1,73
10832,1897,1,24,1,2,66
5388,1836,1,18,1,2,46
7533,1565,2,17,1,1,36
11023,2138,1,20,1,1,44
10667,1415,2,21,1,1,6
13961,1791,2,20,1,1,60
12321,1902,2,18,1,2,59
11507,1762,1,21,1,2,99
14215,1739,2,17,1,2,25
11704,2394,1,19,1,2,89
3271,2484,2,17,1,1,49
13838,2324,1,20,1,2,52
4369,2071,1,19,1,1,56
3868,2414,2,21,1,2,52
14805,1849,1,23,1,2,85
3741,2204,1,25,1,1,64
9140,2299,1,25,1,1,91
5865,1885,1,25,1,2,15
9785,2034,2,24,1,1,37
4550,1722,1,24,1,2,68
4742,1799,2,22,1,1,34
14186,2193,1,26,1,2,18
13954,1929,2,22,1,1,56
10759,2198,2,18,1,2,65
3001,1625,1,22,1,1,98
6605,2212,2,20,1,2,78
11075,2140,1,19,1,2,43
12190,1549,2,24,1,2,57
12282,2431,1,22,1,1,94
8144,1765,1,23,1,1,68
8522,1488,1,19,1,1,23
11629,1519,1,20,1,1,85
12188,1751,2,25,1,2,69
8388,2341,1,21,1,1,85
5381,1467,1,17,1,2,97
14541,1652,2,25,1,2,1
9130,1968,1,24,1,1,52
14055,2110,2,24,1,2,29
3317,2204,1,23,1,2,22
5922,1926,2,21,1,1,30
14132,2173,2,24,1,2,51
9436,1824,1,18,1,1,85
14175,2007,2,22,1,2,16
10136,1545,1,20,1,1,55
7017,2286,2,20,1,1,99
12047,1545,1,20,1,2,5
8726,1540,2,18,1,2,100
5463,1776,2,24,1,2,63
6301,1896,1,26,1,2,42
11695,2281,2,20,1,1,9
7478,1542,1,18,1,1,14
5615,2252,2,24,1,1,16
8527,2233,1,26,1,1,15
7272,2142,1,17,1,2,79
13088,1702,2,17,1,2,75
8332,1503,1,22,1,2,26
12284,1852,2,20,1,2,17
8410,1826,2,20,1,2,44
10118,2186,2,18,1,1,76
14203,2316,1,19,1,2,34
12662,1900,2,23,1,1,94
14595,1889,1,24,1,1,83
10380,2336,1,17,1,2,23
7253,2205,2,24,1,2,91
3612,1589,2,19,1,2,30
10666,1871,2,24,1,2,45
9285,1902,1,25,1,1,99
4448,1726,1,20,1,1,36
10125,1483,2,17,1,2,17
5149,2149,1,25,1,2,4
5685,1882,2,17,1,2,72
5404,2279,1,21,1,2,70
8011,2229,2,19,1,2,39
12045,1512,2,25,1,1,73
14393,2002,2,22,1,2,14
11312,1708,2,17,1,1,34
12767,2160,1,18,1,1,84
7670,2274,1,17,1,2,15
10473,1706,1,22,1,1,90
13756,2318,2,20,1,1,23
4094,2280,2,26,1,2,18
10013,1495,1,19,1,1,45
3898,2356,1,17,1,1,100
8322,2229,2,18,1,1,64
3320,1737,1,25,1,2,46
14986,2500,2,26,1,2,88
14503,1975,1,21,1,2,62
6043,1421,2,23,1,1,30
9485,2177,1,25,1,1,39
5128,2005,1,20,1,1,100
7306,2467,1,18,1,1,11
13486,2497,1,23,1,2,50
11226,1601,2,17,1,2,95
8632,2372,1,22,1,1,91
10754,1840,2,18,1,2,28
5518,2456,2,21,1,1,93
12414,1479,2,19,1,2,15
12820,1930,1,18,1,1,51
7730,1851,2,24,1,1,66
7791,1403,2,18,1,1,72
4633,1911,2,23,1,2,91
5483,1764,2,21,1,1,41
10576,2107,1,19,1,2,29
4726,1697,2,20,1,1,22
11791,2397,2,25,1,2,99
7363,1568,2,18,1,1,61
7411,1871,2,19,1,1,44
3064,1702,2,26,1,1,31
7096,2477,1,24,1,1,24
12822,2463,1,19,1,2,57
6704,1490,2,24,1,2,22
4486,1606,1,25,1,1,97
12954,1957,2,24,1,1,83
13998,2059,2,24,1,2,23
4218,2080,1,18,1,1,68
9174,1978,2,18,1,1,36
8613,2168,2,20,1,2,4
6980,2393,2,20,1,2,95
14640,2344,1,26,1,1,2
8061,2438,1,17,1,2,7
10635,1539,1,21,1,2,2
13658,1889,2,18,1,2,75
9017,1693,1,18,1,2,75
14423,2385,1,24,1,1,62
13606,1407,2,17,1,1,70
11262,2088,2,26,1,1,91
12180,2409,2,20,1,2,90
4925,2368,1,18,1,2,49
14492,1702,2,21,1,2,37
3557,1484,2,22,1,2,24
12762,1693,1,21,1,1,62
11641,2416,2,19,1,2,84
4116,1778,1,23,1,2,37
13142,1436,1,24,1,2,88
12666,1558,1,17,1,2,61
14519,1628,1,18,1,1,48
9053,2343,1,17,1,1,66
3929,1595,1,19,1,1,84
3595,1663,2,23,1,1,9
11018,2001,2,17,1,1,97
10788,2003,2,26,1,1,89
5229,1791,2,20,1,1,14
8539,1450,2,25,1,2,88
11822,2469,1,26,1,2,84
11141,2030,2,18,1,1,78
14468,2430,1,23,1,2,79
5891,2259,1,25,1,1,43
13740,1823,2,25,1,1,13
14760,2240,1,26,1,2,42
12606,1712,1,23,1,1,52
12517,1690,2,19,1,2,67
6156,2249,1,21,1,2,93
11594,2022,1,25,1,2,24
3062,1575,2,19,1,2,49
13210,1840,2,20,1,2,58
14680,1926,2,22,1,1,52
6039,1678,2,20,1,1,1
8691,2051,1,25,1,2,54
3507,1439,2,22,1,1,90
4919,2243,2,17,1,1,15
11192,2183,1,21,1,1,3
9306,1720,1,19,1,1,71
11893,2101,1,18,1,1,38
10696,1426,1,24,1,1,43
12508,2014,2,20,1,2,12
9159,1598,2,23,1,1,9
7338,1833,1,21,1,2,57
14469,1846,1,20,1,2,67
13920,1650,1,20,1,2,19
9646,2242,1,17,1,1,89
8521,1680,2,26,1,1,5
5811,2256,2,24,1,2,48
4451,1430,2,18,1,2,95
12192,1867,2,23,1,1,32
9035,1916,2,25,1,1,36
12661,1445,2,17,1,1,52
14652,2158,2,25,1,1,82
4643,2024,2,18,1,1,23
6569,1872,1,25,1,2,74
13918,2420,1,18,1,2,78
8795,1853,2,17,1,1,57
6355,1650,2,17,1,2,75
13093,2010,2,24,1,1,8
11214,1535,1,23,1,2,86
6462,1989,1,19,1,1,80
4226,1520,2,23,1,1,94
11953,1558,1,17,1,1,35
9626,1680,1,18,1,2,29
12880,1963,2,21,1,2,76
3999,2221,2,18,1,2,42
6761,1552,1,26,1,1,74
3937,1965,1,19,1,1,86
10898,1575,2,24,1,1,70
5894,2202,2,25,1,1,7
4559,2380,1,22,1,2,49
12210,1495,2,17,1,1,21
12885,1517,1,22,1,2,37
11874,1827,1,26,1,2,39
13520,1486,2,23,1,1,1
6052,2269,2,23,1,1,94
3210,2216,1,25,1,2,11
3712,2006,1,24,1,1,90
10042,1808,2,18,1,1,31
9392,2119,1,19,1,1,58
10084,2197,2,22,1,1,24
9145,1953,1,25,1,2,81
3671,2025,1,26,1,1,58
13096,2484,1,20,1,2,54
11661,1706,1,18,1,2,23
4662,1718,2,25,1,2,17
11777,1705,1,26,1,2,41
5136,2288,1,26,1,1,76
11227,2405,2,18,1,1,42
4771,2186,1,21,1,2,29
3807,2323,2,18,1,1,49
7906,1685,2,18,1,1,50
9881,1908,2,24,1,2,28
5327,2216,2,18,1,2,99
4240,1496,2,22,1,2,14
6236,2451,2,24,1,2,44
13085,2421,2,17,1,2,59
3287,1569,2,25,1,2,99
8028,1400,2,23,1,1,62
10044,2397,2,24,1,1,58
4518,2376,1,17,1,2,61
7978,1999,1,22,1,1,51
6063,2132,2,18,1,1,64
6116,1570,2,20,1,2,62
8791,1600,2,22,1,2,60
5173,2257,1,26,1,2,81
4406,1803,1,24,1,2,32
12198,1852,2,19,1,1,7
9630,1409,2,21,1,1,81
4902,2247,1,22,1,1,68
6384,2284,1,17,1,1,48
4851,1964,1,24,1,2,19
8019,2092,1,18,1,1,57
3839,2136,2,23,1,2,44
6241,1544,2,21,1,2,33
12723,1750,2,24,1,2,28
9855,1786,2,24,1,1,1
6067,1983,1,17,1,2,13
6392,2031,1,25,1,2,67
14126,2182,2,22,1,2,80
14132,1662,2,25,1,2,90
12208,1576,1,25,1,2,15
9793,1786,2,19,1,2,58
11431,1729,1,18,1,1,65
6498,2126,2,18,1,2,96
10734,1481,1,17,1,1,29
9983,2028,1,20,1,1,14
3991,2436,2,20,1,1,79
9414,2214,2,20,1,2,42
14755,1585,1,25,1,2,52
4291,2221,1,20,1,1,64
7965,2407,1,26,1,2,27
9593,2082,2,24,1,1,86
9817,1877,1,24,1,1,75
11566,2032,1,22,1,2,53
3361,1769,2,25,1,1,45
8713,2375,1,17,1,2,18
4638,1667,2,23,1,2,44
8768,1844,2,19,1,2,30
10439,1527,2,18,1,1,26
13476,2027,2,24,1,1,79
10380,1805,1,21,1,2,96
13804,1999,2,22,1,2,59
13638,2031,2,20,1,1,55
6342,2437,1,23,1,2,34
11355,1746,1,24,1,2,51
6429,2138,1,25,1,2,1
10852,2032,2,25,1,2,56
12279,1638,1,18,1,2,37
11217,2002,1,19,1,1,80
4338,2333,2,19,1,2,93
13159,1901,2,19,1,2,86
6175,1777,1,25,1,2,48
5243,2057,2,25,1,1,99
7208,2244,1,23,1,2,81
10006,2447,1,17,1,2,47
3364,2476,1,24,1,1,49
13173,2491,2,26,1,2,94
8100,1444,1,26,1,2,18
10673,2055,2,19,1,2,22
7896,1615,1,19,1,1,53
9416,1554,2,21,1,1,64
14786,2403,2,17,1,2,54
11799,1607,1,20,1,1,88
3325,2138,2,22,1,1,15
12786,1733,1,22,1,1,47
12085,2054,2,24,1,2,72
8067,1476,2,23,1,2,41
5130,1435,2,22,1,1,28
10381,2396,2,23,1,2,49
3395,2382,2,24,1,1,65
9428,2233,1,22,1,1,43
10986,2410,2,19,1,1,49
12144,1805,1,24,1,2,12
4596,2093,2,17,1,1,3
9620,1566,2,24,1,2,16
4872,2094,1,17,1,2,43
7528,2017,2,17,1,2,98
3674,2027,1,18,1,1,27
7127,2443,2,23,1,2,76
5533,1822,2,21,1,2,50
11641,2328,1,20,1,1,90
14426,1996,1,22,1,1,31
13818,1491,2,17,1,1,56
9522,2163,1,18,1,2,90
14389,2051,1,23,1,2,5
13805,1647,1,23,1,1,30
6760,2346,2,20,1,2,5
11705,1695,2,26,1,2,8
4154,1680,1,17,1,2,20
11417,2227,2,21,1,1,36
12292,1972,1,20,1,1,85
12881,1830,1,17,1,2,12
9516,1861,1,21,1,1,65
12848,2307,1,21,1,2,90
11017,2468,2,17,1,2,84
11962,2311,2,23,1,2,42
3858,1762,1,25,1,1,3
13070,1618,1,20,1,2,59
12668,2198,2,24,1,2,68
13625,2219,1,21,1,2,28
6568,1830,2,25,1,2,62
14283,2289,2,21,1,1,70
3497,1548,2,19,1,2,17
5635,2262,2,20,1,1,83
13147,1978,1,23,1,1,73
4637,1759,1,26,1,2,29
12494,2110,1,21,1,1,11
8849,2439,1,19,1,2,75
9143,2242,1,17,1,2,66
10410,1566,1,23,1,1,27
7035,1585,1,19,1,2,56
7640,1527,2,23,1,1,38
9420,1421,2,21,1,1,53
13345,1690,2,23,1,1,17
7285,1872,2,19,1,2,70
5010,1768,1,20,1,2,80
8679,2153,1,26,1,2,61
13996,1781,1,20,1,1,34
12217,2205,2,18,1,1,77
3339,1619,2,17,1,1,34
9561,1949,2,26,1,1,97
14976,2223,2,26,1,1,23
11311,2055,1,23,1,1,72
9781,1666,1,17,1,1,24
11601,1848,1,17,1,2,34
12270,2407,1,18,1,2,71
9719,1884,1,19,1,1,96
8071,1409,1,20,1,1,29
8368,1826,2,22,1,2,58
12597,2104,2,23,1,1,6
10140,2371,1,21,1,2,50
12348,1878,2,26,1,2,68
13349,2003,2,19,1,2,25
3173,2042,1,25,1,2,76
10686,1807,2,25,1,2,15
3097,1443,2,21,1,2,75
4752,2208,1,23,1,2,55
11556,2489,1,21,1,2,60
7871,1878,2,19,1,2,69
9358,2253,2,18,1,1,51
6309,2178,1,18,1,2,71
10750,2195,1,17,1,1,51
5851,1437,2,19,1,2,29
13879,1569,1,21,1,1,78
8779,2366,1,22,1,1,86
8307,2392,2,25,1,2,72
6662,1459,2,24,1,1,59
14472,2163,2,18,1,2,44
13212,1559,1,26,1,2,4
8030,2062,1,23,1,2,12
5897,1750,2,19,1,1,65
12006,1601,1,19,1,1,16
12458,2103,1,17,1,1,11
11186,2087,2,21,1,1,37
3403,1404,2,24,1,2,45
8444,2023,1,21,1,1,35
4831,1982,2,20,1,1,38
4937,2339,2,23,1,1,76
3473,1945,2,23,1,2,94
11514,1960,2,18,1,2,8
11870,2068,1,22,1,1,5
12078,2246,1,20,1,2,99
10193,1602,1,25,1,2,27
11146,1712,1,18,1,1,10
11725,1949,2,24,1,1,2
12782,1624,2,24,1,1,97
11264,2395,1,20,1,1,79
9486,2408,1,18,1,2,44
11948,2136,1,19,1,1,52
5350,2185,2,26,1,2,57
12421,1431,1,17,1,2,67
10427,1695,2,17,1,2,57
12841,1750,2,18,1,1,24
12120,2497,2,23,1,2,78
12206,1799,1,17,1,2,89
9112,1708,1,20,1,2,46
4092,1539,1,24,1,2,63
8970,2361,2,21,1,1,35
8357,1603,2,26,1,2,1
4044,2180,2,18,1,1,87
8801,2462,2,24,1,1,35
8126,2252,1,20,1,2,57
6586,1514,1,20,1,1,47
6867,1497,2,18,1,1,52
4179,1813,2,23,1,2,98
6226,1481,2,21,1,1,40
6564,1498,2,19,1,2,21
4931,2378,1,22,1,1,29
11608,2057,2,21,1,2,74
8319,1826,2,21,1,2,52
12787,1645,2,17,1,1,53
9263,2161,1,23,1,1,100
7555,2205,2,21,1,2,12
5424,1803,1,20,1,1,85
4125,1402,1,23,1,2,20
4883,2469,2,19,1,1,16
3959,2464,2,17,1,1,69
13862,1965,2,25,1,2,75
4182,2275,1,18,1,2,15
11432,1460,1,23,1,2,89
8835,1753,1,24,1,2,35
3218,2055,1,24,1,2,94
8312,2255,2,25,1,2,5
4188,2101,1,25,1,1,56
5876,1490,1,19,1,1,82
14476,2167,1,17,1,2,6
13809,1617,2,26,1,1,34
12833,1914,2,17,1,2,23
10336,1427,2,17,1,1,26
9988,1924,2,23,1,1,87
12097,1405,2,20,1,2,98
9767,1678,2,19,1,1,39
6162,1620,2,18,1,1,52
13283,1445,1,26,1,1,62
5947,1498,2,18,1,2,56
12559,1568,2,26,1,2,96
10655,2364,1,21,1,1,26
11298,1508,1,21,1,1,82
5671,2441,1,21,1,1,91
6234,2107,1,17,1,2,74
4842,2032,1,17,1,2,44
7111,2322,1,23,1,1,3
5351,1575,1,23,1,2,61
4806,1438,2,21,1,1,44
12264,1614,2,25,1,1,37
7481,1468,1,17,1,2,28
13470,1778,2,26,1,1,8
5410,1949,2,26,1,2,48
3335,2212,2,20,1,1,52
8300,2301,2,18,1,1,19
5791,1698,2,17,1,1,63
6722,1875,2,26,1,2,1
10931,2227,1,22,1,1,25
10451,1651,1,26,1,2,72
5226,2318,2,18,1,1,69
4103,1870,2,24,1,1,76
5923,2379,1,26,1,1,23
7350,2148,1,26,1,1,58
8227,2230,2,22,1,2,95
3726,2014,2,20,1,2,71
9838,2332,2,23,1,1,49
4547,1934,1,26,1,2,25
7161,2007,2,18,1,1,59
9832,1989,2,18,1,1,2
5368,1706,2,25,1,2,18
14631,1815,1,22,1,1,95
12479,1883,1,18,1,2,90
14154,1991,2,19,1,1,10
9895,2397,2,19,1,1,99
11918,2340,2,21,1,1,17
9457,1938,1,22,1,2,52
7557,2312,1,25,1,1,29
13402,2411,1,21,1,2,17
11035,2303,2,21,1,1,46
3783,1712,1,21,1,2,9
13504,2325,2,18,1,1,97
8571,1562,2,17,1,2,10
3582,1800,2,17,1,2,77
5688,2021,2,26,1,1,99
3070,1979,1,18,1,2,71
7214,1929,2,23,1,1,49
12230,1545,2,22,1,2,69
5169,1969,1,17,1,1,68
14926,1566,1,26,1,1,96
3538,1536,2,17,1,2,20
9615,2211,1,17,1,2,90
3894,2151,2,18,1,1,36
3806,1902,1,19,1,1,36
4373,1530,1,19,1,2,51
13192,1409,2,21,1,2,78
13741,2170,2,20,1,2,93
7233,2002,2,22,1,1,9
9764,1566,1,25,1,2,35
10911,1541,2,17,1,1,58
14918,2120,1,26,1,1,94
10287,1889,2,20,1,1,28
10482,1892,2,24,1,2,28
3549,2352,1,17,1,2,35
11877,1424,1,18,1,2,93
5544,2223,1,17,1,1,37
7016,2295,1,26,1,2,80
11852,2061,1,18,1,1,99
13762,2413,2,18,1,1,54
8699,2193,2,26,1,2,38
7207,2330,1,21,1,1,27
3070,2323,1,19,1,1,90
4882,1445,2,26,1,1,44
5260,1693,1,22,1,2,75
12951,1768,2,22,1,2,18
8846,1662,1,17,1,2,95
13525,1815,1,26,1,2,81
5477,2462,1,21,1,2,83
12681,2293,1,18,1,2,56
13199,1448,1,25,1,1,66
8002,2276,1,19,1,1,30
5290,1860,1,20,1,2,88
5575,2370,2,23,1,2,64
6764,2336,2,24,1,2,8
11781,2349,1,17,1,2,72
14153,1830,2,22,1,2,58
7920,2030,1,26,1,2,95
4171,1424,1,26,1,1,45
9931,1952,1,23,1,2,82
7227,2226,1,20,1,1,14
13301,2147,1,24,1,1,8
5940,2266,2,23,1,2,34
13012,2070,1,18,1,1,18
14189,2098,1,20,1,2,14
5936,1979,2,22,1,2,13
12026,2413,2,24,1,2,47
13092,1788,1,26,1,1,98
10142,2243,2,20,1,1,10
12340,1488,2,23,1,2,9
5698,1658,1,20,1,1,96
10071,1411,2,20,1,1,66
3250,1960,2,22,1,1,58
6728,2294,1,21,1,1,3
13500,2007,2,20,1,1,24
9777,2451,1,23,1,1,41
13387,1688,2,26,1,1,25
6434,1692,1,25,1,1,90
13220,1737,1,18,1,2,57
14015,2197,2,22,1,1,12
7171,2212,2,25,1,1,100
13671,1854,2,17,1,1,52
5276,1919,2,19,1,1,2
11680,2015,2,19,1,2,79
14845,2202,1,26,1,2,93
9788,2490,2,24,1,2,61
5669,1861,2,22,1,2,26
9214,2148,1,24,1,2,98
13364,1803,2,20,1,2,99
4699,2463,1,22,1,1,11
14899,2152,1,20,1,1,67
6299,2369,1,25,1,2,59
12467,1751,2,18,1,1,28
7390,2030,2,25,1,2,43
8545,1633,1,23,1,2,1
14204,1849,1,17,1,1,95
7740,2249,1,22,1,2,17
7646,2434,2,24,1,2,15
13260,1706,1,20,1,2,37
12411,1583,1,17,1,2,7
6304,2412,2,22,1,1,33
12464,2333,2,22,1,2,43
14991,1547,2,19,1,1,18
9524,1535,2,18,1,1,86
13993,1469,1,18,1,2,45
4802,1571,2,19,1,1,21
6617,2448,1,25,1,2,72
4137,2139,1,19,1,2,16
10528,2370,1,23,1,2,40
9450,1657,2,26,1,1,72
5046,2035,2,19,1,2,56
8487,2390,1,26,1,2,68
6129,2473,2,22,1,2,36
6451,1466,1,22,1,2,89
4828,1463,2,25,1,1,78
3796,2482,2,22,1,2,94
9555,2261,2,23,1,1,93
9825,1903,2,19,1,2,83
14448,1922,2,23,1,1,48
6033,1713,2,17,1,2,99
7293,2087,1,24,1,1,94
10300,1998,2,21,1,1,37
12108,2292,2,19,1,2,84
7934,1762,2,20,1,2,99
14969,1449,2,20,1,2,65
5824,2159,2,25,1,1,4
11963,1758,2,21,1,2,23
9206,2354,2,18,1,1,77
13456,2409,1,23,1,1,6
10653,1838,2,22,1,1,21
3357,1636,2,24,1,1,36
8999,1650,1,23,1,1,61
6761,2016,2,19,1,2,75
13769,1507,1,24,1,2,75
3330,2377,1,25,1,2,65
11145,2160,1,22,1,2,85
9727,2323,2,26,1,2,61
10536,1718,1,21,1,2,74
7912,1414,1,17,1,2,12
8101,2475,1,17,1,1,83
14754,2405,1,20,1,1,40
13735,1531,1,23,1,1,3
5494,1434,1,25,1,1,96
11236,2289,1,21,1,2,92
14537,1566,1,21,1,2,94
5433,1926,1,20,1,2,34
11697,1887,2,21,1,1,71
14253,2398,1,23,1,2,45
11212,2316,1,22,1,1,63
5070,2265,1,22,1,1,99
5554,1575,1,24,1,1,98
11278,2474,2,24,1,1,50
6177,1660,1,24,1,1,62
7944,1946,2,26,1,2,76
8388,1720,2,24,1,2,9
9237,2119,2,18,1,2,22
11159,2465,1,18,1,1,76
8425,2065,1,21,1,2,88
11431,2060,1,20,1,2,69
12644,1433,2,19,1,1,73
10464,1629,2,23,1,1,59
14312,2478,2,21,1,1,72
4228,1733,2,17,1,1,7
