wage,costliving,gender,age,branch,userexperience
6720,1536,1,19,2,20
14814,827,2,17,2,22
13088,632,2,20,1,39
10700,1592,2,18,1,45
5051,2043,2,19,1,79
3817,1843,1,18,2,15
8161,1637,1,17,2,64
4596,2027,1,21,2,14
5034,1749,2,17,1,24
13472,605,1,20,2,80
3566,1223,2,17,2,66
12378,1476,2,21,2,7
7557,2068,2,21,2,3
6353,1090,1,18,2,39
10075,1667,2,17,1,52
10771,1812,1,20,1,91
3082,1855,2,21,1,45
9167,839,2,20,2,86
5909,1741,2,18,1,17
7502,727,1,19,2,38
4284,1323,2,21,2,87
9581,830,1,19,1,48
6400,674,2,20,1,13
11539,1384,1,18,2,42
4577,1342,1,17,2,5
7985,966,1,17,1,90
3754,1078,1,17,2,82
7792,1404,2,20,2,8
5699,921,2,18,2,23
5813,767,2,20,1,78
11716,1770,2,20,1,99
8629,1914,2,18,2,67
13449,859,1,19,1,52
10129,1903,1,20,2,1
12336,1519,2,17,2,48
6964,1241,1,18,1,64
6876,1914,1,21,2,24
13338,2020,1,20,2,93
7783,1264,1,20,2,53
4143,1629,2,17,1,50
8391,1858,1,19,2,21
11961,1339,1,19,2,58
14352,975,1,19,1,51
10329,1124,1,18,1,38
12208,1750,2,18,1,69
5272,784,2,20,2,40
9402,1194,2,18,2,45
5427,1034,1,20,1,28
9141,1718,1,20,2,16
8584,2050,2,18,2,23
8259,1933,2,20,2,74
3251,1843,1,20,1,23
4963,1531,2,18,2,58
14044,1803,1,20,2,45
6757,1188,1,21,2,21
11815,1368,2,21,1,80
8613,1498,1,20,2,95
8999,1275,1,20,1,49
7991,990,1,19,1,24
14612,1324,2,18,1,2
11208,1460,1,17,2,78
9042,1523,1,21,2,27
10485,1906,2,21,1,100
11667,824,1,21,1,16
3083,973,1,21,2,87
5093,2014,1,19,2,81
8900,1629,1,17,1,41
9711,738,1,17,2,88
6296,974,1,18,2,37
7426,1875,1,17,2,61
6155,849,2,21,2,7
12821,1319,1,20,2,20
11482,626,1,21,2,7
7508,1093,2,21,1,12
3540,1995,1,20,1,37
10410,1986,2,19,1,49
4437,1869,1,21,1,11
4471,2051,1,20,2,92
12678,1864,2,20,2,87
12996,1105,2,21,2,91
14089,994,2,21,1,44
9720,1665,1,19,2,93
9402,1571,2,21,1,30
4519,977,2,17,1,56
13193,1932,2,17,1,5
14526,1022,1,18,1,9
12109,1659,2,17,2,45
7184,1114,1,19,1,62
8724,1896,2,21,2,7
9191,1609,1,19,2,49
14567,1971,2,18,1,74
10336,1526,1,21,2,87
13024,1916,2,17,2,18
10287,1482,1,17,1,51
4367,1312,1,19,1,56
14123,1799,1,19,2,30
13695,1187,1,17,2,69
9789,1634,1,17,2,53
8330,1110,2,17,2,39
7389,1816,2,19,2,72
12038,1512,1,18,1,46
3040,1710,2,19,2,89
7609,1302,1,20,1,42
12676,1047,2,17,2,20
10076,1039,2,20,2,68
4195,1982,2,18,2,73
5721,1720,2,19,2,89
11236,1500,2,21,1,26
6784,1756,2,21,2,46
11688,757,1,20,2,68
9861,1880,1,19,2,74
14051,739,1,17,1,55
5861,853,2,21,1,34
8309,655,1,19,2,1
6394,1721,1,17,2,82
9539,1540,1,19,1,52
7740,1559,1,19,2,4
6655,1172,1,17,1,96
10285,1296,2,18,2,24
8869,1000,2,20,2,64
8240,1825,2,18,1,86
5849,1358,2,17,2,75
3765,1569,1,19,1,11
5576,1735,1,21,2,96
13670,1121,1,19,1,78
10873,1464,2,18,1,46
8959,734,1,17,2,27
12279,1782,2,20,2,83
3732,1522,1,17,2,55
9994,1665,2,19,1,18
9034,1342,1,20,1,100
9746,1307,2,17,1,47
9919,1802,2,21,1,30
11849,764,1,17,1,75
11203,1541,2,20,1,68
10956,606,1,17,1,80
11445,1351,1,19,1,61
13960,1034,2,20,1,26
9328,1011,2,19,1,86
10620,1308,1,20,2,58
13077,649,2,21,1,96
9359,2098,2,17,2,13
3182,2027,1,18,1,9
6067,1269,1,18,1,80
10053,755,2,18,1,59
12978,681,1,17,1,91
5364,1251,2,18,2,62
8274,1709,1,20,2,30
11943,1387,1,17,1,8
6679,869,1,17,1,46
3375,1167,2,17,1,67
5568,2019,2,20,2,39
8711,1598,1,20,1,38
10422,790,1,20,1,59
13748,1112,1,18,2,19
10320,2003,1,17,1,41
7367,821,1,18,1,3
7764,1133,2,17,1,55
12624,789,2,21,2,61
8511,2068,1,19,1,96
4076,1200,1,21,1,64
12744,1483,2,21,1,32
14044,746,1,19,2,53
6800,746,1,19,2,53
12396,1621,1,20,1,54
13338,1891,1,21,1,3
8003,1782,2,20,1,66
14786,1917,1,19,2,89
9325,1931,2,17,2,88
13943,1339,1,18,2,93
8705,1417,2,18,2,84
10321,987,2,17,1,71
10232,1971,1,20,2,95
7351,1480,1,17,2,22
10816,1965,1,18,2,28
10195,2000,1,21,1,83
4549,756,2,19,2,71
9852,1252,1,20,2,25
10571,912,2,19,1,80
4660,1253,1,19,1,78
12216,1842,1,18,2,12
6039,1751,1,17,2,90
14775,747,2,20,1,64
5818,868,2,19,2,45
5007,1363,2,18,2,67
5160,1404,1,19,2,59
4010,1391,1,18,2,53
13781,755,1,17,1,99
8379,1151,2,18,1,93
5389,1922,1,17,2,17
6690,844,2,19,1,53
10681,1054,2,17,2,45
14193,1450,1,21,1,31
3985,1867,2,18,1,99
4375,2082,2,20,2,45
8598,869,1,20,2,58
8080,713,2,18,2,15
14641,1753,1,17,1,46
9081,1159,1,21,2,87
6574,2007,2,17,1,7
14757,2090,1,19,2,31
4115,951,2,18,2,45
4742,1246,1,17,1,42
9206,902,2,21,2,86
8309,1372,2,17,1,97
3973,1967,2,20,2,23
14247,2096,2,17,2,86
8996,1235,1,21,2,48
6013,1654,1,20,1,50
13472,1780,2,20,2,29
6961,1943,1,20,1,66
14760,633,2,18,1,88
6112,1248,1,18,2,2
13885,2090,1,18,1,83
3907,1769,2,19,1,70
10112,1469,1,20,1,42
7505,1262,2,19,2,32
11159,957,2,19,1,98
8449,1841,1,21,1,71
4015,1435,2,20,1,25
6906,1564,2,19,2,24
6267,1347,1,19,1,51
3293,1144,2,20,1,37
8162,1233,1,17,1,11
14827,2049,2,20,2,66
14103,1681,1,19,1,13
4844,1243,2,17,2,72
13218,1467,1,19,2,40
12295,867,1,21,1,9
14334,1585,1,17,2,74
3555,1360,1,20,2,36
5751,1474,1,17,1,60
9836,1402,2,19,2,64
10725,1773,2,17,2,61
3927,996,1,19,1,92
7535,830,2,17,1,91
3923,1430,2,19,2,38
3704,1281,2,18,1,96
6115,1737,1,18,1,77
3175,1975,1,18,1,50
5154,1754,1,19,2,4
13628,1931,2,17,2,25
5442,1262,1,18,1,51
10268,736,1,17,2,89
8694,777,1,17,2,4
11983,1755,1,20,2,28
10781,1863,2,20,1,13
13440,1757,1,18,2,60
4274,1098,2,19,2,60
4395,1189,2,20,2,6
7697,1932,1,21,2,83
7353,1350,1,19,1,52
3467,1749,1,18,1,1
13239,882,2,17,2,85
10735,1080,1,21,1,61
5832,1734,2,21,2,83
14157,1847,1,17,2,53
14356,1830,1,21,2,62
3674,2009,2,17,1,92
3453,1977,2,20,1,50
14695,891,2,18,1,6
3609,1296,1,20,2,60
7276,1836,1,21,1,35
11907,1361,1,21,1,18
3939,665,1,17,1,20
4485,1217,1,20,1,42
10292,1909,2,18,1,28
8652,1059,1,20,2,6
13274,665,2,18,2,63
8905,922,2,19,2,57
12477,1356,2,18,1,2
7136,1655,1,17,2,54
8564,1403,1,20,2,69
5615,1796,1,17,1,29
10458,629,1,17,2,11
11672,1273,2,17,1,78
12590,1942,1,18,1,9
6712,754,2,21,2,1
5407,1270,1,20,1,5
10501,1110,1,20,2,12
10585,938,1,18,2,58
14493,985,2,20,1,93
12021,1938,2,19,1,79
9974,2052,1,18,2,18
13710,2019,2,17,1,4
6534,1504,2,21,1,33
13901,1238,2,20,2,4
12975,1955,1,18,1,80
12616,1991,1,21,2,51
6695,1233,2,17,1,61
4966,1770,1,19,1,34
12542,671,1,17,2,69
8281,727,2,19,2,13
5483,1998,1,19,1,73
4686,783,1,19,2,42
5005,1150,2,17,2,10
7556,1747,2,19,1,53
12199,834,2,18,2,14
3977,1425,1,21,1,39
4646,1913,1,19,1,52
10240,1875,1,18,1,99
8786,1898,2,21,1,33
5636,1499,1,20,2,35
3934,1120,1,19,1,20
10532,909,2,20,2,29
12777,931,2,17,2,51
7311,1203,1,17,2,68
5912,638,2,17,2,59
4932,1516,1,17,2,42
3060,611,1,18,2,88
11326,988,2,20,1,27
11303,1854,2,18,2,96
6500,1974,2,19,2,97
12289,1037,1,18,1,11
11679,1373,2,19,1,25
6423,1388,1,21,2,50
13429,1471,1,18,2,49
4118,1749,2,17,2,30
4692,2070,1,20,2,40
4493,844,2,17,1,87
9633,859,2,18,1,25
14692,1957,1,20,2,47
5179,1766,2,18,2,7
7247,1500,2,19,2,17
8013,653,1,17,1,22
3899,937,1,20,1,36
13877,653,2,21,2,70
9550,1517,1,20,1,47
6361,1246,2,20,1,49
6570,1569,1,18,2,75
4931,1489,2,19,2,58
9269,1688,1,17,1,46
4788,2039,2,21,1,39
9026,1499,2,18,2,32
4594,1041,2,21,1,3
4332,885,1,21,1,38
3808,1028,1,19,1,5
6918,1623,2,20,1,6
3911,1513,1,17,1,48
7381,696,2,18,2,42
13029,1204,1,20,1,73
9724,1668,2,19,2,68
6641,1502,1,19,2,23
4072,1724,1,20,2,21
9396,1256,1,17,2,14
14640,2066,1,18,2,70
5460,895,2,17,2,51
11598,695,2,21,2,5
13869,1173,1,18,1,87
12935,740,2,19,1,62
5925,1180,2,19,1,95
3209,689,2,20,2,89
11911,813,2,21,1,5
6523,1780,1,18,2,94
14011,1267,1,18,2,92
12402,789,2,20,1,95
5767,658,1,21,1,92
12092,1304,1,18,2,72
7071,629,1,21,1,82
11049,936,2,21,1,37
7502,745,2,17,2,71
6768,1511,1,19,1,19
6931,1138,1,19,2,85
7856,1215,2,19,2,95
11916,1018,1,21,1,23
7322,1089,1,20,1,30
10771,1057,2,17,2,55
8216,933,1,20,1,33
5453,1667,2,20,2,65
7019,1489,1,18,1,77
5968,1131,2,21,1,98
5883,1883,2,20,2,16
12702,793,2,17,1,3
14031,1111,2,18,2,51
13015,1602,1,19,2,40
9428,1787,2,21,1,78
6514,1335,1,20,1,46
8241,1797,1,19,1,70
5879,929,1,18,2,97
4324,1088,1,19,2,83
12123,1231,1,20,2,26
9504,935,2,18,2,96
9832,2016,1,19,2,23
6535,1271,1,20,2,73
11266,759,1,20,2,63
8503,1348,2,19,2,21
12413,2060,1,21,2,18
4813,724,1,20,1,74
3974,988,1,17,1,55
7831,1606,2,19,1,1
14495,1419,1,21,1,32
4228,1984,2,20,1,37
5875,728,1,18,2,21
13949,1678,1,21,2,74
5412,1732,2,19,2,21
12935,789,2,20,1,70
4488,1128,2,21,2,69
9041,991,1,18,2,60
5420,779,2,19,1,10
6706,948,1,18,2,100
11377,800,2,19,1,72
7183,1120,2,17,1,33
10889,1954,2,18,2,17
14413,1880,2,21,2,83
13686,910,1,18,1,83
6317,1056,2,19,2,6
8597,2031,1,18,2,48
14809,782,1,21,1,44
3117,1953,2,20,2,89
11927,1780,2,20,1,14
14145,779,2,19,2,94
3372,1069,1,19,2,18
13093,1075,1,21,2,17
3605,1563,2,19,1,44
12029,1394,1,19,1,94
6441,1456,1,19,1,98
7360,1979,1,18,2,48
6004,1429,2,17,2,3
11135,2090,2,18,1,48
11593,1946,1,21,2,96
14064,1624,1,17,1,74
7710,1539,2,21,2,16
4978,1095,1,18,2,47
3363,932,2,20,2,53
11942,1448,1,17,2,13
11248,1264,1,17,1,9
7120,1171,1,17,1,51
7129,1634,1,17,1,57
13705,1122,2,19,2,84
8151,1140,1,21,1,59
8016,1446,2,18,2,61
8178,788,1,19,1,53
10506,684,1,19,2,13
3199,1270,2,17,2,55
6938,1702,2,18,2,73
8365,733,2,18,1,23
5589,1630,1,19,2,31
3303,1310,1,19,2,89
10712,634,1,19,1,70
11330,1222,1,17,2,56
6243,1584,2,19,2,12
12052,1533,2,20,2,8
7792,1160,2,20,1,96
3601,1103,1,19,2,57
8062,1902,1,20,2,77
14609,1923,1,18,2,98
3168,1682,1,19,2,43
3062,1801,1,18,1,2
9658,2033,2,18,1,32
14512,1866,2,17,1,63
8158,1253,1,18,2,26
4336,1744,2,21,1,93
5416,682,2,18,2,19
10651,1774,2,18,1,14
13561,1477,1,17,2,40
12339,1442,1,17,1,49
7590,1918,2,20,2,40
14291,853,1,20,1,7
3424,1533,1,18,2,24
8927,1695,2,17,2,3
12421,1778,1,18,2,72
14666,915,1,20,2,8
12846,1931,2,17,1,68
3982,1640,1,19,1,12
11063,2022,1,17,1,87
3153,1556,2,20,1,71
3979,1338,2,17,2,95
10763,1007,1,17,1,80
8513,967,1,19,1,75
14526,1054,1,21,2,76
4401,1269,1,18,2,17
10888,1794,2,20,2,41
3499,1575,2,20,1,39
14618,1463,1,19,1,22
11831,1651,1,19,1,84
11348,960,2,17,2,91
9501,1749,1,17,2,73
4659,1274,2,19,2,47
9770,1568,2,17,2,66
9790,770,1,19,1,63
6789,1169,2,21,2,87
10200,1091,1,21,1,91
7287,759,2,20,1,50
14268,662,2,17,1,65
5971,1974,2,17,1,24
12036,1240,1,18,1,62
9497,1241,1,20,1,3
12387,1379,2,18,1,86
7601,636,2,17,2,19
5896,1805,2,18,2,29
6665,1967,2,17,2,84
7127,1015,2,18,1,16
8084,601,1,21,2,82
4189,1551,2,20,2,47
13752,1273,2,18,2,90
4364,1269,2,20,2,11
5132,1046,2,21,2,99
14580,1420,2,19,1,5
5960,1708,2,18,2,7
10557,742,1,19,1,36
8190,1459,2,21,2,98
9785,1189,1,20,2,23
12627,1476,1,18,1,65
3030,1910,1,18,1,54
13997,2071,1,20,2,14
8409,1574,1,19,1,3
10099,1513,1,19,2,75
5327,1385,1,20,1,67
6137,1761,1,20,2,84
13697,767,1,20,1,40
4178,876,2,17,2,14
9874,1631,2,18,2,86
13388,729,1,19,1,54
7477,1659,2,20,1,88
7866,1522,2,19,2,13
5830,1168,2,20,2,1
12554,789,2,20,2,79
8269,1460,1,17,2,70
4747,1868,2,18,2,26
7703,665,2,20,2,19
13492,1750,1,17,2,23
4576,822,2,19,2,18
3170,930,1,18,1,48
8428,676,2,18,2,96
3310,1928,2,18,2,20
3978,1649,1,20,1,52
12521,1131,1,19,2,96
7600,2081,2,17,1,76
13472,911,2,17,2,63
14450,769,1,21,1,92
5944,992,2,17,1,6
6953,1388,1,19,1,52
8405,690,1,21,1,75
9745,1662,1,20,1,35
12084,1654,1,20,2,76
10541,824,1,20,2,55
13832,882,2,18,1,52
3198,1211,1,18,2,17
9022,2088,1,19,1,98
4746,1191,1,17,2,15
4199,1718,2,19,2,10
12809,1291,1,19,1,99
5715,1120,2,17,2,77
4002,862,2,21,1,11
4411,1802,1,21,2,50
10326,633,2,19,1,95
12729,1391,2,20,1,59
6457,1785,2,21,2,30
8391,1646,2,20,2,96
7542,640,2,17,1,48
13079,1060,2,18,1,17
9655,1503,1,20,2,25
10945,1834,1,19,2,68
13478,1266,1,21,2,51
10649,997,2,19,2,72
11892,1266,1,17,1,11
4071,1465,2,21,1,46
14149,2065,1,21,1,40
5997,779,1,17,1,91
4490,1883,1,18,1,4
12263,1415,1,19,2,7
3569,893,1,17,2,82
9546,1977,2,21,1,70
6330,1658,1,18,1,18
9042,1849,2,18,2,86
7382,1254,1,18,2,22
7370,1198,2,21,1,66
4505,1089,1,18,2,27
11392,1619,2,21,2,25
4372,1170,1,19,2,66
11931,963,1,21,1,23
10277,857,1,19,1,94
7529,1668,2,21,2,98
6077,876,2,19,2,31
8134,931,1,19,1,71
9378,1898,1,21,1,47
14534,1332,2,21,2,20
13994,1236,2,20,2,10
3330,1578,1,20,1,13
14156,870,2,20,1,20
7124,1081,2,18,2,75
6020,1267,1,17,2,80
6308,2012,2,21,2,24
9522,1487,2,17,2,70
9839,1766,2,21,1,84
10009,805,1,21,2,7
5666,783,1,21,2,17
11991,1510,2,20,2,35
9314,1568,2,18,1,9
10317,1398,2,18,2,31
7856,938,1,17,2,45
4649,1564,1,18,2,85
9099,826,2,18,2,54
12084,1339,2,21,2,34
12928,899,2,18,1,54
6905,1431,1,19,1,26
10635,1558,2,20,2,44
11608,940,2,17,1,1
11991,1644,1,18,2,42
3538,981,2,21,2,73
3165,1599,1,17,1,37
10123,1617,1,20,2,32
6232,2013,2,20,1,72
3327,1932,2,19,1,68
7305,1027,1,20,1,34
6532,777,1,18,2,86
10634,1218,1,19,2,74
12071,803,1,19,1,51
10091,1882,1,18,2,83
9849,605,2,17,1,67
7288,1888,1,19,2,50
10548,1265,1,19,2,22
10583,1081,2,19,2,15
10844,1109,2,21,2,36
4499,1676,2,17,2,33
13371,1756,1,19,1,78
12578,1975,1,18,2,46
14012,731,2,21,1,92
9586,1207,2,17,2,21
8104,1689,2,18,2,34
14428,922,1,19,1,1
4426,1639,1,21,2,82
13266,1728,2,17,2,18
12104,1848,2,21,1,77
10050,1311,2,21,1,18
9273,968,2,19,2,98
14925,1717,1,19,2,71
8780,2060,1,17,1,60
7328,1261,2,17,2,17
7031,2083,2,19,2,41
9286,2013,2,18,2,99
12614,896,2,17,1,66
11300,833,2,20,2,94
6502,1736,1,20,2,29
12038,946,2,20,1,50
6457,1847,2,21,1,9
11388,1150,2,18,1,94
9565,1239,2,18,1,22
6290,1855,1,18,1,84
5232,2090,1,21,1,82
10328,817,1,18,1,10
4974,977,1,20,2,48
4922,1774,1,21,1,38
9322,1456,1,21,2,74
5303,735,1,21,1,90
6312,1577,1,21,2,94
9246,916,2,20,2,70
7259,1549,1,21,2,78
14936,1125,1,20,2,3
4577,1388,1,20,1,9
7991,962,2,21,1,45
14437,948,2,21,2,34
13260,1065,2,17,1,30
9764,1217,2,21,1,63
10083,1000,1,18,1,1
12279,1248,1,20,2,43
13904,1801,1,20,1,33
12314,1846,1,20,2,1
5731,1104,2,17,2,27
13427,1940,2,21,1,79
4462,838,1,21,1,28
12624,1786,1,20,2,16
6403,1211,1,17,1,70
11442,1257,2,17,1,74
11387,752,2,17,2,6
12781,1608,2,20,2,70
8955,1777,1,18,2,84
6989,1286,1,19,2,94
7345,1110,1,20,1,8
14501,1531,2,17,1,52
3265,1912,1,17,2,20
3475,722,1,21,2,65
11719,1057,2,20,1,13
4919,1279,1,19,2,64
10889,701,1,19,1,17
8454,1620,1,20,1,69
4024,2044,2,20,1,93
14207,1278,2,17,2,30
12249,761,1,17,1,86
8059,730,1,21,1,77
14804,888,1,18,1,45
11960,820,1,21,2,94
8324,869,2,17,2,74
6100,876,1,19,2,12
7988,803,1,18,2,97
12299,790,1,21,2,38
4695,978,2,17,2,51
7590,1798,2,20,2,92
9924,681,1,21,1,90
3462,886,1,21,1,55
8747,1126,1,17,1,71
14291,1684,2,21,1,68
7225,1277,1,17,2,72
12021,720,2,18,1,55
3467,2089,2,19,1,57
9450,1430,2,21,1,79
4800,1827,1,18,1,30
10790,1677,2,19,2,39
11150,795,2,19,1,48
11066,1739,2,19,1,12
8872,837,1,18,2,61
4888,688,2,17,1,62
7198,619,2,18,2,95
3650,2001,1,20,2,53
10072,904,2,20,1,48
4568,1337,2,21,1,15
8879,1657,2,19,2,18
9429,867,1,20,1,24
13455,1066,1,17,2,3
9036,1114,1,17,2,63
5859,1565,2,19,2,100
11228,1241,1,17,2,93
3371,1868,2,20,1,84
13300,1451,1,18,1,49
5715,2076,1,20,1,4
3388,903,2,21,1,73
11104,900,2,20,2,30
12768,661,2,18,2,3
11066,1334,1,21,1,95
12250,733,1,17,2,5
8576,820,2,20,2,74
5202,1322,2,18,1,97
8991,1192,2,20,1,15
12918,762,1,17,2,13
14375,975,1,17,2,95
14354,1995,1,19,2,21
4617,1832,2,17,1,78
14112,1356,2,21,1,76
5576,1126,1,19,2,5
11368,2044,1,21,1,72
10148,1699,1,18,1,47
11148,762,2,17,2,8
4087,2063,2,20,2,57
14554,1497,1,20,2,15
10954,1380,2,21,1,27
12789,1947,1,20,2,72
12643,889,2,18,1,48
13236,1845,2,18,1,70
8695,1253,2,19,2,28
3744,842,1,19,1,85
12887,1749,2,18,1,87
8032,1149,2,18,1,60
14208,1162,1,17,2,60
10571,846,1,17,2,14
9444,1012,2,17,1,71
3432,1804,2,17,1,14
3922,1599,2,20,1,57
10070,1155,1,18,2,46
3383,857,1,20,2,8
9409,771,2,18,2,89
5450,988,2,21,1,1
11806,647,2,19,2,53
5382,1970,2,17,2,20
10284,635,2,18,2,79
10098,1929,1,20,1,39
13285,1888,2,17,1,18
14310,1747,1,20,2,46
7242,1080,2,18,1,78
3662,1048,2,20,1,66
11127,2047,2,20,2,62
10005,1846,1,18,2,88
3541,932,2,18,2,47
14311,827,2,20,2,61
10944,1651,1,18,1,98
8313,1059,2,18,2,100
4253,1806,1,17,2,73
8685,1146,1,18,2,81
10159,2041,1,18,1,21
10080,1766,2,21,1,94
12736,909,1,18,2,73
6808,788,1,19,2,76
7880,1621,1,19,2,26
6191,1107,1,19,2,64
5197,1886,1,21,2,36
7581,1258,1,19,1,52
4492,1178,1,20,2,87
12210,1156,2,21,2,36
10327,1687,2,20,2,99
5102,1343,1,19,1,15
3661,1416,2,21,1,88
8055,1384,1,20,2,57
11203,819,1,18,2,22
5865,707,1,18,1,27
4740,1761,1,18,1,46
8033,733,1,18,1,23
12191,752,1,19,2,74
14314,1699,1,17,2,70
10832,1472,2,17,2,81
10911,904,2,21,2,91
10201,2093,2,20,1,65
14103,968,2,18,1,83
14485,702,2,18,1,95
6710,1475,1,18,1,23
9957,1047,2,19,2,35
12104,825,2,19,1,33
7228,720,2,19,2,54
7204,1578,1,19,2,28
3108,920,2,20,2,47
4809,687,1,20,1,75
13689,2096,1,19,1,92
10452,880,2,20,2,92
7300,1111,1,21,2,85
8006,1663,1,20,1,33
9850,1983,2,20,2,98
3454,1753,1,21,1,52
4956,837,2,19,1,46
11967,1247,1,21,2,51
10432,1468,2,17,2,2
3639,898,2,20,1,4
8875,741,1,21,2,70
3153,1223,2,20,2,18
8471,2022,2,17,1,57
10665,972,2,20,2,16
3533,1979,2,19,2,28
14186,729,1,18,1,85
4009,2023,2,18,2,49
4008,1303,1,18,1,70
4535,1510,1,21,2,60
8307,1690,1,18,1,77
8205,1094,1,17,1,97
8820,808,2,20,1,77
12930,684,1,17,1,77
13978,1164,1,20,2,14
5294,687,1,18,1,97
6687,1943,2,20,2,12
5278,1032,2,21,1,87
5736,1871,2,20,1,46
3608,1926,2,21,2,4
5426,1144,2,20,2,49
4458,873,1,21,2,15
5426,749,1,21,1,66
7569,928,1,17,1,66
9931,1453,2,18,1,90
3141,1449,2,18,2,3
8821,1968,1,17,2,47
5067,606,1,19,1,79
10631,1576,2,20,1,99
5090,1943,1,21,1,79
5165,2057,2,18,1,65
3873,1450,1,19,2,21
9960,1479,2,17,2,55
11255,618,2,18,1,14
7042,938,1,21,1,78
6530,1451,2,17,2,19
11137,792,2,17,2,73
11919,990,1,17,2,63
14589,844,1,21,1,14
4391,1898,1,19,2,98
14788,1672,1,19,2,26
5883,663,1,18,2,47
5775,2026,1,17,2,83
7034,810,2,21,1,12
10223,777,2,20,2,68
14863,1661,2,21,1,91
4469,693,1,17,2,72
3617,1260,2,20,2,96
6984,1237,1,20,1,79
6341,1790,1,17,1,44
6407,1562,1,19,1,29
11474,1792,1,20,2,21
6348,1544,2,18,2,90
10570,764,1,21,1,88
12253,1918,1,19,1,59
5904,665,2,20,2,49
10154,870,2,20,2,25
12116,798,1,20,2,73
9256,1537,2,17,1,47
8436,1673,2,20,1,97
6240,1217,2,20,2,35
9734,1668,1,18,2,52
5034,1040,2,20,2,99
3208,1766,1,19,1,83
3157,1745,2,19,1,61
4375,1508,1,20,2,95
7565,2063,1,20,2,76
10232,1206,1,19,2,34
3542,1442,1,17,2,59
4495,1281,2,17,2,36
3704,918,1,19,2,46
14559,1624,1,20,2,58
13499,1723,2,17,2,2
10548,1385,1,17,2,14
9133,644,1,17,2,98
13537,1243,1,20,1,84
3302,1161,2,17,1,32
6107,1985,2,17,2,45
14754,1133,2,20,2,95
13031,2080,1,20,2,86
10907,1731,2,19,1,59
8535,1227,2,17,2,75
12910,830,1,18,2,56
5842,1586,1,21,2,35
5909,1140,2,21,2,46
10131,1040,2,17,2,45
6471,1920,2,20,1,93
7650,1838,1,21,1,35
11311,843,1,20,2,24
11034,1507,2,17,1,70
5766,829,1,19,1,12
12243,619,1,20,1,74
5638,759,1,17,2,12
14032,1175,1,19,2,11
14747,1710,2,19,1,10
12113,1503,2,21,1,59
8350,1613,2,17,1,7
7094,1250,2,20,2,64
14505,1926,1,19,1,68
6139,1950,1,17,1,18
3853,1275,1,18,2,18
10691,1835,1,19,2,12
10672,2091,1,19,2,34
4645,1329,1,21,1,41
13596,794,1,19,2,3
6206,1991,1,19,2,22
3446,674,2,20,2,15
6570,1748,2,21,1,61
8741,1886,1,19,2,78
14582,1453,1,21,1,68
4714,1080,2,21,1,12
6225,888,1,18,2,4
3187,1268,1,20,1,49
9866,648,2,19,1,5
3854,682,2,19,2,29
7961,1201,2,18,1,41
6907,729,2,19,2,74
8091,1756,2,19,1,24
12857,678,2,18,2,89
12529,1803,2,19,1,85
7065,1228,2,20,1,31
6908,1691,1,19,2,77
12904,1060,2,20,1,48
10070,1302,1,19,2,26
4519,1558,1,18,2,93
6630,807,1,18,1,4
3962,1874,1,18,1,46
3236,1398,1,17,1,56
11597,1402,1,21,2,3
5475,1971,1,19,1,31
3186,835,2,18,2,95
12555,2063,2,21,2,89
7492,1005,2,18,2,84
14339,739,2,19,2,37
5586,1719,1,19,1,88
12747,1186,1,17,1,86
9230,1687,2,18,1,52
6978,1485,2,20,1,92
4664,836,2,18,2,55
10823,619,2,21,2,27
6669,1168,1,21,2,56
5111,1877,2,20,1,94
6619,1196,1,17,2,99
14083,1975,1,21,2,46
4955,1172,1,18,1,94
6688,1989,2,19,1,7
13638,674,2,19,2,80
11764,625,2,21,2,97
13255,890,1,19,2,78
12750,1597,2,21,1,23
5748,1926,1,19,2,40
9231,1577,1,17,1,8
10431,991,1,20,1,97
5448,1779,2,18,1,46
10691,1477,2,21,2,41
5692,2068,1,19,1,79
10010,1777,1,18,2,22
12709,1899,1,21,2,55
10401,634,1,20,1,54
14029,887,2,19,2,58
12552,921,2,19,2,22
10385,1958,2,21,2,22
11065,2064,2,20,2,40
3873,1774,1,20,2,80
4203,1689,2,18,1,1
6121,1453,1,17,2,98
5755,831,2,19,1,100
14742,1365,2,19,2,42
7464,1602,1,17,1,67
3250,1697,1,21,1,80
3404,844,2,17,1,85
4906,1182,2,20,1,17
3666,1205,1,21,2,30
4452,1273,1,21,1,67
5978,1579,1,18,2,47
10894,2053,2,19,2,56
14749,1296,2,20,1,11
3643,748,2,19,2,72
10603,1747,1,19,2,67
4689,1611,2,21,2,35
8367,1360,2,17,1,20
10689,897,2,17,1,100
9318,1064,2,21,2,11
3918,1359,2,20,1,69
14233,1694,2,17,1,87
11249,1501,1,18,1,63
11296,715,2,18,1,69
5053,1350,1,21,1,82
3141,1961,1,19,1,90
12184,1801,1,20,2,14
5485,1323,2,20,1,29
12783,1382,1,17,2,76
10828,1799,2,17,2,77
12222,1831,1,19,1,24
11098,1884,2,21,2,66
6051,1393,1,20,1,69
3640,1087,2,20,2,98
8122,1287,1,20,2,84
13065,1200,2,19,2,29
13722,2027,2,17,1,29
8038,846,2,20,2,3
12251,1213,1,21,2,50
8513,664,1,17,2,52
5899,682,2,20,2,42
10038,1733,1,20,2,25
13363,1105,2,17,1,95
14918,1441,1,20,2,11
8411,2094,2,20,1,21
4249,1001,2,17,2,29
13044,1214,1,19,1,77
