age,gender,city,branch,mention,tuition,school,competence,socialmedia,website,contact,wage,costliving,rural,INTEREST
20,2,4,1,3,30000,7,1,26,31,5,4078,2563,1,0
23,1,3,1,1,30000,37,3,25,6,4,5180,2988,0,0
19,2,3,1,3,30000,31,4,19,15,22,8091,2053,0,1
20,1,5,1,1,30000,56,3,15,6,18,10593,2537,0,1
26,2,1,1,4,30000,1,4,33,12,24,12868,2865,0,1
19,1,8,1,2,30000,31,2,29,31,7,10726,2738,1,1
20,2,1,1,1,30000,26,3,18,26,4,14106,2177,0,1
22,1,3,1,4,30000,52,2,8,7,32,9132,2486,0,0
26,1,7,1,3,30000,43,1,33,3,6,9753,2617,1,1
24,2,4,1,3,30000,18,2,24,11,6,8956,2589,1,0
24,1,1,1,1,30000,5,4,15,7,18,8892,2690,0,1
20,1,6,1,3,30000,37,1,15,13,11,8867,2381,0,1
19,2,4,1,4,30000,54,3,29,11,23,5955,2625,1,1
23,2,1,1,3,30000,10,4,13,9,16,5995,2956,1,0
20,1,4,1,2,30000,34,1,11,13,13,10938,2974,0,1
18,2,5,1,4,30000,23,1,5,20,32,14350,2357,0,0
26,2,1,1,1,30000,36,2,3,15,20,4213,2481,0,0
18,1,1,1,3,30000,41,2,10,26,22,14906,1986,1,0
19,2,7,1,1,30000,30,4,21,9,34,11927,2609,1,0
24,1,6,1,3,30000,44,1,26,26,23,9247,2505,1,0
22,2,8,1,2,30000,24,1,6,14,16,12368,2699,0,0
20,2,2,1,3,30000,12,3,32,16,9,14088,2656,1,1
24,1,5,1,4,30000,46,2,23,14,17,11775,2462,0,0
23,1,1,1,1,30000,14,1,5,6,23,9124,2536,0,1
18,1,8,1,1,30000,23,4,33,23,32,11638,2796,0,0
21,1,3,1,2,30000,21,4,11,10,12,3153,2229,0,0
24,2,3,1,3,30000,29,1,13,11,30,6477,2906,1,0
19,1,5,1,1,30000,33,2,23,29,15,8717,2831,1,0
25,1,8,1,1,30000,33,1,12,13,17,3689,2526,0,0
20,1,8,1,3,30000,1,3,3,14,31,13645,2847,1,1
26,1,1,1,2,30000,11,1,11,3,31,3353,1957,0,0
23,1,7,1,4,30000,51,4,7,6,31,9618,1966,1,1
26,2,3,1,1,30000,13,4,29,20,16,10427,2299,1,1
19,1,8,1,1,30000,27,3,6,17,15,13786,2651,0,1
23,1,5,1,1,30000,2,1,18,11,22,10859,1963,0,1
21,2,5,1,2,30000,44,1,7,23,15,7959,2478,0,0
20,1,6,1,4,30000,50,1,24,33,13,12594,2832,0,0
18,1,1,1,3,30000,48,4,10,20,26,6514,2135,0,0
20,1,5,1,3,30000,14,3,14,2,22,4015,1822,1,0
26,1,4,1,2,30000,35,2,21,4,15,6766,1863,0,0
20,2,5,1,2,30000,30,4,5,10,7,8224,2999,0,0
18,2,6,1,4,30000,9,1,7,3,5,14112,2548,1,0
18,2,2,1,2,30000,27,4,25,30,2,9138,2519,0,0
23,2,6,1,3,30000,13,1,13,23,31,9745,2710,0,0
25,2,6,1,1,30000,45,1,14,22,30,8286,2900,0,0
18,1,4,1,1,30000,20,2,22,10,4,10554,2018,0,1
23,1,3,1,2,30000,5,4,16,9,1,7539,2188,1,0
24,1,8,1,4,30000,35,1,30,9,16,4207,2146,0,1
19,1,8,1,2,30000,53,4,4,27,34,6675,2438,1,1
24,2,8,1,2,30000,8,4,29,27,16,3434,1834,1,1
23,1,1,1,2,30000,20,1,27,20,27,9766,2174,0,0
25,1,6,1,4,30000,10,4,2,15,16,10558,2058,0,0
25,2,3,1,4,30000,25,1,24,9,32,14899,2577,0,0
21,1,8,1,3,30000,22,4,16,23,22,14469,1906,0,1
25,1,4,1,1,30000,24,4,18,24,2,5569,1961,0,1
21,2,6,1,1,30000,23,4,23,24,34,7520,2081,1,0
24,2,5,1,2,30000,9,1,28,10,29,5816,1848,0,0
21,1,6,1,2,30000,49,2,4,31,34,12573,2172,1,0
18,1,8,1,1,30000,47,4,27,7,24,13381,2118,1,1
23,2,8,1,4,30000,26,2,3,25,28,7513,2972,1,0
22,1,4,1,3,30000,53,4,11,29,14,4665,2560,1,0
25,1,2,1,1,30000,16,1,25,9,30,6639,2932,0,0
22,2,2,1,2,30000,47,2,3,3,9,4677,2227,0,1
26,1,8,1,2,30000,15,4,11,8,17,10515,2171,0,0
24,2,4,1,4,30000,50,2,2,16,33,13559,1980,0,0
20,2,4,1,3,30000,17,4,31,10,30,5944,2391,0,0
20,1,3,1,2,30000,45,1,8,8,22,8924,2125,1,1
19,2,5,1,4,30000,38,3,8,31,26,7866,2094,1,1
23,1,5,1,3,30000,35,1,12,16,32,11027,1862,0,1
22,2,5,1,4,30000,11,4,3,12,23,4145,2316,1,0
18,2,7,1,3,30000,54,2,24,17,29,6948,1896,0,0
20,1,6,1,4,30000,22,3,21,3,32,12064,2389,0,0
24,1,1,1,4,30000,56,1,27,6,2,13017,2716,1,0
21,1,1,1,4,30000,4,1,14,26,6,4107,2256,0,1
21,2,4,1,4,30000,8,2,6,3,31,10676,2493,0,1
18,1,1,1,3,30000,39,1,13,25,30,9798,2825,0,0
19,2,5,1,2,30000,7,1,23,15,1,5284,2410,1,0
26,1,4,1,2,30000,19,2,33,14,17,13982,2203,0,0
26,2,6,1,2,30000,18,3,14,7,23,9565,2817,0,0
18,1,4,1,4,30000,47,2,32,17,25,13490,1812,1,1
24,1,2,1,4,30000,3,2,30,16,9,14578,2161,0,0
22,2,1,1,4,30000,6,3,2,3,18,9696,2198,0,1
26,1,2,1,3,30000,49,1,22,33,30,7386,2322,0,1
24,2,4,1,2,30000,17,2,15,2,26,11329,2835,1,1
23,1,3,1,1,30000,7,4,20,18,34,13737,2481,1,1
24,1,7,1,2,30000,43,2,19,14,32,13122,1887,1,0
22,1,8,1,1,30000,37,3,1,33,10,3631,2536,0,1
21,2,2,1,2,30000,18,4,10,1,31,4944,2531,0,1
19,1,7,1,2,30000,17,3,21,30,4,3761,1955,0,1
18,1,4,1,4,30000,14,1,12,25,10,7618,2033,0,0
25,2,4,1,1,30000,17,3,11,12,21,7389,2410,1,1
22,2,8,1,3,30000,33,1,6,6,12,5633,2549,1,1
26,1,1,1,4,30000,46,2,23,32,7,3807,2532,1,1
26,1,3,1,3,30000,34,2,13,19,31,3300,2143,0,0
22,2,1,1,4,30000,6,4,31,22,16,8383,1974,0,0
21,1,3,1,4,30000,28,4,17,32,32,11207,2480,0,1
25,1,6,1,2,30000,56,1,5,23,18,11495,2190,1,0
23,2,5,1,2,30000,16,3,2,30,10,12004,2299,0,1
20,2,1,1,4,30000,15,4,5,10,15,7272,1933,0,0
25,2,6,1,2,30000,30,2,13,10,27,10335,2513,1,0
18,1,2,1,4,30000,24,1,13,2,10,14572,2696,1,0
18,2,7,1,1,30000,16,2,32,17,6,4388,2874,1,1
21,1,4,1,1,30000,39,1,20,15,25,14045,2501,1,1
23,1,3,1,2,30000,44,3,24,16,19,4309,2214,1,1
20,1,3,1,3,30000,51,1,20,4,11,10379,2301,1,0
22,1,3,1,4,30000,56,1,22,7,23,10000,2827,0,1
21,1,4,1,1,30000,11,3,9,3,5,8593,2819,1,0
19,1,1,1,1,30000,53,3,8,9,19,11495,2850,0,0
18,1,2,1,2,30000,28,3,3,2,29,3118,2032,0,0
18,2,4,1,4,30000,16,3,2,7,6,4970,2671,1,1
25,1,2,1,1,30000,55,1,14,31,12,11767,2352,1,0
22,1,3,1,3,30000,14,3,25,23,14,9255,2946,0,0
24,2,1,1,4,30000,6,4,5,13,15,8965,2342,1,0
23,1,5,1,4,30000,46,1,26,33,8,13335,2823,0,0
25,2,8,1,4,30000,31,3,29,5,11,11684,2211,0,1
21,2,1,1,4,30000,46,1,31,2,12,5874,2852,0,1
20,1,2,1,1,30000,5,3,9,10,15,11879,1929,0,0
25,2,4,1,1,30000,36,1,10,18,30,3692,1901,0,1
22,1,1,1,1,30000,11,1,27,15,9,6521,2181,1,0
18,2,4,1,1,30000,12,1,23,2,27,12884,2460,1,1
25,2,6,1,1,30000,15,1,7,21,22,8839,2299,1,0
20,2,1,1,3,30000,5,1,26,21,15,9911,2213,0,1
18,2,2,1,2,30000,36,3,10,16,15,12947,2764,0,1
23,2,4,1,3,30000,42,4,27,20,27,14943,2782,0,0
19,1,7,1,3,30000,26,3,15,32,9,4737,2071,0,1
19,1,2,1,1,30000,4,1,15,4,23,6411,2826,1,0
26,1,8,1,2,30000,35,4,21,29,5,11021,2331,1,0
23,2,4,1,2,30000,8,2,33,10,16,7429,2683,0,0
25,1,4,1,3,30000,2,4,29,20,7,8715,2288,1,0
20,1,8,1,2,30000,29,3,32,32,5,3545,1801,0,0
18,2,5,1,1,30000,55,1,23,31,32,7714,1935,1,1
26,1,7,1,1,30000,4,1,20,21,20,14146,1933,1,1
25,1,4,1,1,30000,27,2,8,11,34,10110,2571,1,0
19,1,6,1,2,30000,20,4,27,29,34,7720,2472,0,1
19,1,5,1,2,30000,31,2,25,5,16,9242,2294,1,0
25,2,4,1,3,30000,11,2,24,6,32,13391,2799,0,1
22,2,4,1,2,30000,45,4,14,3,15,5517,2736,0,1
25,1,2,1,2,30000,14,4,9,13,30,13170,2747,1,1
26,1,5,1,4,30000,3,1,22,10,21,7983,2222,1,1
25,2,2,1,1,30000,23,2,8,15,21,3520,2730,1,0
25,1,3,1,4,30000,22,2,20,19,28,3001,2592,1,0
18,1,5,1,4,30000,31,2,30,2,31,11051,2905,0,1
18,2,8,1,1,30000,19,3,28,14,22,5701,2807,0,0
22,1,8,1,4,30000,9,4,2,16,30,3039,2582,0,0
23,1,8,1,1,30000,13,3,1,26,21,11579,2081,1,1
19,2,1,1,2,30000,43,3,9,18,22,3014,2017,0,0
19,1,2,1,4,30000,26,2,24,1,7,8471,2879,1,1
20,2,3,1,3,30000,26,4,25,26,24,14550,2709,1,0
18,2,3,1,2,30000,55,1,19,10,9,10613,2353,0,1
24,1,1,1,2,30000,32,3,19,21,34,10246,2957,0,1
26,2,8,1,3,30000,47,3,25,22,10,7442,2136,1,1
21,2,2,1,3,30000,3,4,5,7,29,5844,2653,1,0
21,1,4,1,1,30000,26,3,13,21,7,10996,2276,0,1
24,1,1,1,2,30000,33,3,20,14,18,13003,2232,1,0
26,1,1,1,3,30000,54,2,11,25,16,7771,2206,0,0
23,1,1,1,4,30000,51,1,11,22,2,13045,2281,1,1
25,1,2,1,4,30000,40,2,3,14,23,13790,2931,1,1
20,1,6,1,4,30000,32,2,5,31,5,14910,2252,0,0
20,1,8,1,1,30000,37,2,23,6,19,8542,1934,0,0
22,1,6,1,3,30000,10,4,24,10,7,3176,2166,0,0
22,2,2,1,2,30000,13,1,6,25,14,8738,2580,0,1
26,1,1,1,4,30000,11,4,12,3,26,12732,2752,1,1
26,1,8,1,1,30000,36,4,13,6,26,14234,1809,0,0
26,1,6,1,3,30000,20,4,17,21,23,11752,2475,0,0
23,2,8,1,4,30000,5,4,8,13,22,9994,2142,0,1
22,1,8,1,3,30000,19,2,30,12,32,6367,2676,1,0
18,2,6,1,4,30000,3,3,26,8,6,12418,2136,1,1
18,2,1,1,2,30000,47,1,17,17,6,7346,2815,0,1
19,2,6,1,4,30000,10,4,14,30,1,3980,2944,1,1
26,2,8,1,3,30000,5,1,22,4,9,11620,2280,0,1
20,2,3,1,3,30000,33,4,30,31,23,6996,2383,1,0
19,2,2,1,3,30000,38,1,7,5,27,8928,2546,0,0
23,2,3,1,4,30000,47,2,29,19,34,9580,2045,1,1
18,2,8,1,3,30000,15,1,15,31,33,8346,2462,0,1
19,1,5,1,2,30000,16,1,18,15,33,4721,2644,0,0
19,1,5,1,3,30000,54,2,10,19,29,9606,2198,1,1
20,2,1,1,1,30000,28,1,13,12,8,10323,2954,0,1
22,2,7,1,4,30000,41,1,8,16,2,13071,2235,0,1
25,2,6,1,3,30000,41,3,4,3,34,6350,1978,1,0
22,1,1,1,4,30000,54,2,11,25,6,6065,2338,0,1
22,2,6,1,3,30000,2,3,10,13,13,4052,2285,1,0
25,1,8,1,1,30000,44,2,11,33,10,5903,2823,1,1
25,2,2,1,1,30000,49,2,4,22,25,3173,2695,1,1
18,2,7,1,1,30000,50,3,5,22,10,7385,1904,1,0
22,2,8,1,4,30000,50,4,27,18,31,7150,2813,1,1
19,2,6,1,3,30000,36,2,6,22,8,10868,2115,0,0
22,2,1,1,3,30000,9,2,26,11,14,9601,2153,1,0
18,2,8,1,3,30000,5,4,28,1,21,6757,2365,0,0
24,1,7,1,4,30000,6,2,33,31,17,12970,2242,0,1
22,1,5,1,1,30000,32,3,10,2,5,8730,2519,0,1
24,2,8,1,3,30000,38,1,6,30,14,13208,2755,0,0
23,2,3,1,1,30000,15,2,6,6,26,6409,2898,1,0
23,1,1,1,4,30000,31,2,22,13,3,14135,2775,0,0
25,2,3,1,1,30000,40,3,15,16,19,13313,2610,0,1
22,2,2,1,2,30000,22,1,32,14,6,8693,2390,1,0
25,2,6,1,2,30000,36,2,8,1,19,13928,2230,0,0
18,2,4,1,3,30000,14,3,11,30,19,7945,2816,1,0
19,1,3,1,3,30000,6,4,29,3,32,11119,2147,1,0
20,2,6,1,2,30000,13,3,22,23,30,9254,2024,0,1
20,1,3,1,4,30000,21,2,26,11,28,10096,2900,0,0
20,2,5,1,3,30000,26,2,6,30,28,3689,2792,0,0
21,1,2,1,2,30000,12,3,28,19,12,10861,2152,1,1
23,2,5,1,1,30000,52,1,16,24,19,11351,2859,1,0
25,2,5,1,1,30000,30,2,13,7,25,3073,1862,0,1
20,2,2,1,2,30000,49,3,28,11,9,5457,2463,0,0
20,2,7,1,1,30000,55,4,16,21,23,12572,1857,1,0
25,2,5,1,3,30000,44,2,11,24,18,3091,2414,1,1
20,2,4,1,3,30000,38,3,19,23,16,8573,2733,1,0
21,1,8,1,3,30000,28,3,22,5,1,11833,2787,1,0
19,2,6,1,3,30000,47,4,20,10,26,5663,2093,0,0
24,2,1,1,2,30000,41,4,10,19,29,4510,2341,0,0
19,1,4,1,4,30000,15,3,28,4,6,13102,2284,0,0
26,2,3,1,3,30000,42,2,30,23,17,3249,2642,0,0
25,2,7,1,3,30000,12,1,8,25,14,11156,2158,0,1
24,2,7,1,2,30000,27,2,33,14,6,14719,1928,0,0
24,2,5,1,1,30000,30,3,11,21,25,5909,2580,0,0
21,1,3,1,1,30000,19,1,31,28,29,6502,1808,0,1
19,1,2,1,3,30000,15,2,15,4,34,7673,2746,0,1
21,1,1,1,4,30000,14,3,33,32,9,13311,1943,1,0
22,2,6,1,3,30000,42,3,6,14,22,10922,2321,1,1
20,1,1,1,3,30000,37,3,4,7,4,7258,1826,0,0
19,2,3,1,4,30000,45,4,1,11,11,8898,1894,0,1
18,1,7,1,4,30000,36,2,17,23,29,10079,2066,1,0
24,1,4,1,1,30000,36,2,28,18,32,6307,2941,0,0
22,1,5,1,3,30000,36,2,14,9,8,12820,2149,0,0
24,2,5,1,1,30000,28,3,29,16,33,10888,2237,0,0
20,2,7,1,4,30000,15,1,18,5,12,12584,2732,0,0
20,1,4,1,2,30000,4,2,14,15,14,13667,2790,1,1
23,1,2,1,2,30000,3,4,14,2,23,11650,1961,0,1
19,1,6,1,1,30000,5,3,5,32,7,10150,2215,1,0
24,2,7,1,3,30000,13,4,12,15,25,3332,2718,1,1
25,2,6,1,3,30000,38,2,30,4,11,6532,1892,1,1
20,1,3,1,2,30000,17,1,17,21,11,9065,2046,0,0
23,2,3,1,2,30000,52,1,15,10,24,10556,2842,1,0
20,2,6,1,1,30000,15,3,9,2,10,11832,2214,1,1
19,1,5,1,2,30000,23,4,28,26,8,12455,2781,0,1
25,2,7,1,4,30000,1,3,19,14,10,7567,1997,1,1
21,1,8,1,2,30000,44,2,30,8,15,7158,2747,0,1
25,1,8,1,4,30000,10,1,7,23,23,14119,2462,0,1
24,1,8,1,1,30000,18,1,10,9,3,7532,2683,1,1
23,2,8,1,2,30000,46,2,33,12,10,12089,2374,0,0
22,2,1,1,1,30000,45,3,31,15,27,6163,2317,0,0
23,1,3,1,3,30000,52,4,15,24,30,10289,2624,0,0
21,2,4,1,2,30000,43,2,24,9,28,10897,2038,0,0
20,1,6,1,2,30000,41,3,11,21,29,10935,1847,0,1
20,2,3,1,3,30000,50,2,8,25,30,3257,2552,0,1
18,1,3,1,1,30000,11,3,19,4,32,9816,2763,1,0
25,2,2,1,4,30000,25,1,12,26,4,12369,2661,0,0
23,2,5,1,2,30000,18,3,21,7,27,3923,1876,1,1
21,2,4,1,3,30000,15,1,1,5,2,14633,2537,0,1
21,2,7,1,4,30000,21,2,9,28,19,10670,2006,0,0
25,1,1,1,2,30000,11,1,31,14,6,4819,2030,1,0
20,1,2,1,2,30000,28,4,16,30,18,5251,2269,1,1
18,1,7,1,1,30000,18,3,25,14,4,12383,2151,0,0
18,2,2,1,2,30000,2,1,1,5,3,13900,2283,0,0
26,1,8,1,1,30000,40,2,8,22,26,11966,2570,0,0
22,1,2,1,4,30000,33,2,18,18,30,13484,2973,1,0
25,2,7,1,2,30000,35,2,13,16,8,6557,2965,0,0
25,1,7,1,3,30000,30,4,7,19,13,11638,2262,0,0
19,2,5,1,3,30000,5,4,5,5,30,11029,2205,1,1
18,2,7,1,4,30000,26,1,6,27,30,9598,2896,0,0
22,2,7,1,1,30000,31,2,18,5,27,10950,2799,0,0
21,1,3,1,2,30000,54,2,30,2,30,11922,2385,0,0
24,1,4,1,2,30000,42,2,5,14,23,11132,1908,1,1
18,1,2,1,3,30000,53,4,11,3,19,12444,2004,0,0
18,1,5,1,4,30000,54,3,3,19,19,9818,1935,0,0
25,1,6,1,2,30000,17,2,15,32,30,14102,2233,0,0
18,1,6,1,4,30000,40,2,12,13,8,4274,2747,0,0
18,2,1,1,1,30000,29,3,25,22,23,8225,1821,0,1
22,1,8,1,3,30000,31,2,17,20,31,5526,1983,1,0
21,2,7,1,4,30000,33,2,9,17,10,10783,2704,0,0
19,1,8,1,2,30000,31,1,27,31,15,11272,2699,0,1
24,2,4,1,3,30000,10,2,8,21,19,5143,2470,1,0
18,1,4,1,3,30000,31,4,18,16,14,5687,2818,1,0
25,2,6,1,2,30000,3,2,32,4,25,12840,2642,0,1
23,2,1,1,3,30000,8,3,4,31,3,5482,2999,1,1
26,2,7,1,1,30000,36,1,15,20,31,5889,1821,1,0
20,1,2,1,1,30000,50,2,18,2,24,14962,2649,0,0
26,1,4,1,3,30000,35,4,18,9,33,14129,2434,1,1
18,1,2,1,1,30000,20,2,4,20,21,3607,1829,0,0
18,1,7,1,2,30000,28,1,10,28,13,3147,2432,0,1
20,2,6,1,3,30000,56,1,10,13,33,13225,2081,0,0
24,1,5,1,2,30000,56,3,8,10,9,3205,2869,1,0
20,1,6,1,4,30000,9,1,22,30,31,8638,2170,0,0
19,2,4,1,2,30000,7,2,10,30,22,13785,2783,0,0
18,1,3,1,2,30000,8,1,14,32,29,8389,2200,0,1
22,1,4,1,4,30000,15,1,1,15,11,3700,2942,1,1
22,1,2,1,2,30000,4,1,30,29,8,8046,2455,1,1
22,2,3,1,2,30000,17,4,33,30,9,5905,2257,0,0
26,1,7,1,1,30000,47,3,20,2,4,10407,2296,1,1
19,2,1,1,4,30000,37,4,29,5,34,10093,2885,1,0
26,2,8,1,1,30000,52,1,17,2,11,3312,2682,1,1
24,1,2,1,4,30000,12,3,2,16,3,7716,2813,0,0
26,1,4,1,2,30000,13,3,7,3,13,12565,2865,1,1
18,1,8,1,4,30000,4,1,13,21,20,10593,2208,0,1
18,1,2,1,1,30000,18,4,8,26,12,14108,2678,1,0
23,2,6,1,2,30000,31,1,18,14,14,9251,2854,0,0
19,2,4,1,2,30000,6,1,12,24,32,9629,2195,1,0
24,1,2,1,1,30000,1,2,16,4,18,13316,1857,1,0
23,2,7,1,2,30000,15,3,1,13,22,13111,2358,0,0
22,2,1,1,2,30000,44,3,27,16,33,7974,2140,0,1
26,2,2,1,1,30000,13,3,29,8,13,8635,2030,1,1
26,2,5,1,2,30000,33,3,10,6,1,11198,1897,0,0
20,1,2,1,3,30000,15,1,1,9,27,10295,2510,0,1
19,2,2,1,3,30000,47,4,20,18,19,11820,2063,1,0
23,1,8,1,4,30000,7,1,15,29,15,9308,2351,0,0
25,1,7,1,2,30000,11,2,29,3,28,13025,2796,0,0
26,1,6,1,2,30000,49,2,21,1,16,6541,2949,0,0
23,2,5,1,2,30000,23,2,2,28,16,3211,1855,1,0
25,1,4,1,4,30000,30,1,7,12,13,13862,2834,0,1
19,1,2,1,4,30000,13,4,23,6,31,6858,1998,1,1
19,1,6,1,1,30000,1,1,4,6,21,14295,2417,1,0
23,2,1,1,1,30000,20,3,27,17,4,13888,2134,0,0
25,2,2,1,4,30000,16,1,12,3,33,6164,2617,0,1
26,2,2,1,4,30000,9,4,27,31,4,10116,2248,1,0
26,1,7,1,1,30000,12,1,8,1,34,4456,2668,0,0
18,2,6,1,4,30000,54,4,9,23,2,8154,1921,0,0
20,2,8,1,2,30000,20,3,27,25,29,10910,2560,0,0
23,2,2,1,2,30000,8,4,5,26,2,10604,2976,1,0
23,2,8,1,4,30000,39,2,19,7,27,12690,2698,0,1
22,1,1,1,4,30000,26,1,31,13,26,9626,1893,0,1
22,2,3,1,4,30000,31,1,15,29,5,6523,2688,1,1
24,1,3,1,2,30000,31,1,6,4,8,3172,2446,1,0
20,2,3,1,4,30000,25,3,24,15,5,5135,2753,0,0
24,1,8,1,2,30000,11,1,11,25,4,7594,2331,1,1
19,1,4,1,1,30000,22,4,14,9,12,9115,2713,0,1
22,2,6,1,4,30000,6,2,2,16,28,12985,2709,1,0
26,1,2,1,3,30000,18,3,24,9,1,4698,2035,0,1
19,1,3,1,4,30000,36,2,2,1,12,4993,1884,1,0
18,1,5,1,4,30000,39,2,16,22,29,8820,1913,0,0
22,1,6,1,1,30000,47,3,21,5,27,4019,2483,1,1
25,1,4,1,2,30000,38,4,2,28,26,13467,2718,1,0
21,1,2,1,1,30000,37,2,21,6,12,3150,2069,0,0
24,2,5,1,3,30000,33,3,17,1,8,6123,2277,1,0
22,2,8,1,1,30000,8,3,15,4,17,9842,2446,1,0
22,1,8,1,3,30000,21,1,1,5,32,11726,2735,1,0
24,1,7,1,2,30000,46,4,30,24,22,4240,1899,0,1
20,2,6,1,3,30000,19,4,14,28,28,12846,2671,0,1
19,1,2,1,3,30000,56,4,4,24,5,5168,2842,0,1
21,1,6,1,3,30000,6,1,7,29,11,6392,1936,0,0
24,2,8,1,4,30000,7,2,7,16,21,12559,2628,1,0
25,1,2,1,2,30000,49,3,28,16,25,11770,2069,1,1
23,2,6,1,4,30000,22,1,2,20,16,3205,1851,0,1
19,1,5,1,4,30000,44,2,13,30,31,4152,2207,0,1
23,1,8,1,3,30000,39,4,30,11,5,8409,2972,1,1
23,1,2,1,2,30000,41,1,17,31,6,9646,2113,0,1
22,1,5,1,4,30000,31,1,8,20,15,7472,2018,0,0
19,1,6,1,3,30000,21,3,31,14,13,6650,2700,0,1
25,1,1,1,2,30000,35,1,5,16,6,14369,2859,0,0
26,1,3,1,3,30000,40,1,8,6,8,6837,2655,1,1
21,1,7,1,4,30000,37,2,12,10,13,8280,1805,1,1
19,1,2,1,1,30000,39,2,22,5,16,7625,1918,0,1
23,1,7,1,2,30000,22,1,20,20,11,9426,2847,0,1
24,1,5,1,4,30000,4,4,12,32,12,10319,2002,1,0
19,1,6,1,3,30000,37,2,9,23,27,13881,2484,1,0
23,1,2,1,4,30000,54,2,31,16,8,5333,2835,0,0
18,2,6,1,4,30000,13,1,33,26,1,12553,2966,0,1
21,2,8,1,3,30000,2,3,21,26,26,7379,2482,1,0
19,1,7,1,4,30000,12,4,3,6,33,6972,2433,0,0
19,2,8,1,1,30000,28,1,21,25,5,6881,2114,1,0
23,2,3,1,1,30000,49,2,20,33,16,12426,2598,1,0
20,2,7,1,3,30000,53,4,33,5,30,3649,2608,0,0
24,1,7,1,4,30000,33,2,18,26,5,6134,2669,1,0
24,2,3,1,2,30000,40,4,5,12,12,8716,2038,1,0
25,1,1,1,3,30000,32,3,5,33,33,6871,2465,0,0
26,2,1,1,3,30000,25,4,20,9,28,9197,2105,1,1
19,2,6,1,4,30000,44,4,15,3,30,3131,2679,1,0
18,1,2,1,3,30000,7,2,31,5,11,7901,2837,1,1
22,1,4,1,3,30000,49,4,11,7,13,6090,2359,1,0
20,1,6,1,1,30000,52,4,15,4,2,4929,2528,0,0
21,2,5,1,3,30000,34,4,4,8,4,5361,2370,1,1
24,1,6,1,1,30000,19,3,14,23,34,14283,2994,1,0
24,1,2,1,4,30000,44,1,32,26,28,7998,2763,1,1
18,2,2,1,2,30000,6,3,15,8,25,14378,2567,1,1
26,2,4,1,1,30000,5,4,7,28,34,6907,2716,1,0
26,2,3,1,3,30000,16,4,12,29,34,5480,2232,1,1
19,2,7,1,4,30000,12,2,4,10,17,6694,2112,0,0
21,2,6,1,4,30000,49,4,17,19,23,4380,2987,1,0
23,2,3,1,2,30000,51,3,26,21,27,4503,2637,0,0
18,1,7,1,1,30000,9,3,27,32,25,14241,2019,1,0
25,2,1,1,3,30000,25,2,11,18,5,6369,2861,0,1
23,2,2,1,2,30000,23,3,15,21,25,9708,2660,1,0
26,2,5,1,2,30000,2,4,3,29,11,14149,2423,0,0
23,1,3,1,3,30000,29,4,16,9,11,6261,2979,0,1
19,1,2,1,4,30000,13,1,6,25,15,14937,1811,0,1
18,1,6,1,4,30000,36,4,15,23,16,3779,2274,1,1
25,2,7,1,2,30000,5,2,10,2,11,5049,2727,0,0
21,2,5,1,4,30000,50,4,13,8,6,4015,2861,1,0
20,2,2,1,2,30000,3,3,2,4,9,6460,2782,1,1
26,1,2,1,1,30000,21,2,21,23,10,9078,2866,1,1
19,1,8,1,1,30000,53,1,28,5,30,14181,2010,1,0
22,1,8,1,3,30000,11,3,1,10,27,9431,2358,0,1
24,2,5,1,3,30000,22,3,8,24,23,5903,2486,1,1
20,1,6,1,1,30000,20,4,4,30,3,14327,2143,1,1
22,2,8,1,3,30000,1,4,31,32,34,8146,1862,1,1
23,2,2,1,2,30000,35,2,31,23,5,14496,1897,0,0
26,1,6,1,4,30000,37,1,16,22,33,12452,1838,0,0
25,2,7,1,2,30000,2,3,25,32,12,11830,2633,1,1
24,2,6,1,3,30000,5,3,27,28,5,6227,2480,0,0
20,2,8,1,1,30000,9,1,1,1,4,7531,2825,1,0
22,1,8,1,1,30000,29,4,11,2,11,7433,2768,1,1
24,1,3,1,4,30000,18,2,18,20,8,4077,2388,0,1
20,1,8,1,3,30000,16,4,20,1,33,8676,2491,1,1
19,2,8,1,2,30000,30,2,25,30,7,3514,2079,1,0
21,1,4,1,2,30000,4,2,30,23,34,6967,2445,1,0
19,1,8,1,2,30000,28,4,9,26,7,14043,2842,1,0
18,1,4,1,1,30000,40,3,3,30,23,13339,2496,1,1
24,2,5,1,1,30000,31,1,7,27,23,6640,2128,0,1
23,1,1,1,4,30000,21,3,11,4,33,6169,2698,1,0
18,2,6,1,2,30000,54,1,32,1,1,7247,2154,0,0
24,2,8,1,3,30000,19,4,3,30,16,7168,2341,0,0
21,1,6,1,4,30000,33,3,33,31,2,3567,1818,1,0
26,2,5,1,2,30000,5,4,4,28,27,12374,2962,0,0
25,1,4,1,1,30000,12,3,33,3,21,8673,2106,1,1
18,1,6,1,4,30000,56,3,9,19,32,11765,2885,0,1
21,1,4,1,3,30000,9,1,15,15,19,11845,2728,1,0
19,2,2,1,2,30000,24,2,12,5,31,4285,2267,1,0
23,2,1,1,4,30000,17,1,32,8,3,6402,2055,0,1
25,1,3,1,3,30000,27,4,19,25,25,12180,2771,0,0
24,1,4,1,4,30000,11,3,26,17,23,6964,2390,1,0
18,2,8,1,1,30000,34,2,12,2,27,12195,2271,1,1
22,1,8,1,3,30000,52,3,4,15,8,8923,2268,1,1
